"repeat","dim","density","mlink","tolKKTres","maxOuterIter","maxtime","L","x0",
2,10,0.02,1,6,10000,180,3,0,0,-1,0,0,0,-1,-1,0,-0.95017,-0.43158,0.95337,0.51561,0.15108,-0.76581,0.60301,-0.26436,0.86541,-0.99697,
,,,,,,,0,4,0,-1,0,-1,0,-1,0,-1,0.31174,0.90207,-0.30179,0.85682,0.98852,0.64307,0.79773,0.96442,0.50107,-0.077774,
,,,,,,,0,0,3,0,-1,0,0,-1,0,-1,,,,,,,,,,,
,,,,,,,-1,-1,0,5,0,-1,0,-1,0,-1,,,,,,,,,,,
,,,,,,,0,0,-1,0,5,0,-1,-1,-1,-1,,,,,,,,,,,
,,,,,,,0,-1,0,-1,0,4,0,-1,-1,0,,,,,,,,,,,
,,,,,,,0,0,0,0,-1,0,4,-1,-1,-1,,,,,,,,,,,
,,,,,,,-1,-1,-1,-1,-1,-1,-1,7,0,0,,,,,,,,,,,
,,,,,,,-1,0,0,0,-1,-1,-1,0,5,-1,,,,,,,,,,,
,,,,,,,0,-1,-1,-1,-1,0,-1,0,-1,6,,,,,,,,,,,
