"repeat","dim","density","mlink","tolKKTres","maxOuterIter","maxtime","L","x0",
3,10,0.02,1,10,10000,180,4,-1,0,-1,0,0,-1,-1,0,0,0.9465,-0.95639,0.52043,-0.1488,0.9619,-0.66037,0.98802,-0.86922,0.55455,-0.98127,
,,,,,,,-1,5,-1,-1,0,0,-1,-1,0,0,-0.3227,0.2921,-0.85391,0.98887,0.27341,-0.75094,-0.1543,-0.49443,-0.83215,-0.19264,
,,,,,,,0,-1,7,-1,-1,0,-1,-1,-1,-1,,,,,,,,,,,
,,,,,,,-1,-1,-1,3,0,0,0,0,0,0,,,,,,,,,,,
,,,,,,,0,0,-1,0,5,-1,-1,-1,0,-1,,,,,,,,,,,
,,,,,,,0,0,0,0,-1,3,-1,0,0,-1,,,,,,,,,,,
,,,,,,,-1,-1,-1,0,-1,-1,5,0,0,0,,,,,,,,,,,
,,,,,,,-1,-1,-1,0,-1,0,0,6,-1,-1,,,,,,,,,,,
,,,,,,,0,0,-1,0,0,0,0,-1,3,-1,,,,,,,,,,,
,,,,,,,0,0,-1,0,-1,-1,0,-1,-1,5,,,,,,,,,,,
