"repeat","dim","density","mlink","tolKKTres","maxOuterIter","maxtime","L","x0",
3,10,0.04,1,6,10000,180,4,0,0,0,0,-1,-1,0,-1,-1,-0.26801,0.73507,-0.84164,0.61376,0.51016,-0.97364,0.15855,0.22192,-0.95693,-0.99481,
,,,,,,,0,4,-1,0,0,-1,-1,0,-1,0,-0.96342,0.678,0.54003,-0.7895,0.86008,0.22808,0.98735,0.97507,-0.29032,0.10179,
,,,,,,,0,-1,4,0,0,-1,0,-1,-1,0,,,,,,,,,,,
,,,,,,,0,0,0,2,-1,0,0,-1,0,0,,,,,,,,,,,
,,,,,,,0,0,0,-1,4,-1,0,-1,-1,0,,,,,,,,,,,
,,,,,,,-1,-1,-1,0,-1,5,0,0,0,-1,,,,,,,,,,,
,,,,,,,-1,-1,0,0,0,0,4,-1,0,-1,,,,,,,,,,,
,,,,,,,0,0,-1,-1,-1,0,-1,6,-1,-1,,,,,,,,,,,
,,,,,,,-1,-1,-1,0,-1,0,0,-1,5,0,,,,,,,,,,,
,,,,,,,-1,0,0,0,0,-1,-1,-1,0,4,,,,,,,,,,,
