"repeat","dim","density","mlink","tolKKTres","maxOuterIter","maxtime","L","x0",
3,10,0.01,1,8,10000,180,8,-1,0,-1,-1,-1,-1,-1,-1,-1,-0.91323,0.0058233,-0.99958,-0.26823,-0.36037,0.98848,-0.91983,-0.059739,-0.92957,0.9997,
,,,,,,,-1,4,-1,0,-1,0,0,-1,0,0,-0.40745,0.99998,-0.029073,0.96335,0.93281,-0.15133,-0.39231,0.99821,0.36865,-0.024307,
,,,,,,,0,-1,3,0,0,0,0,-1,0,-1,,,,,,,,,,,
,,,,,,,-1,0,0,5,-1,-1,-1,-1,0,0,,,,,,,,,,,
,,,,,,,-1,-1,0,-1,5,-1,0,0,-1,0,,,,,,,,,,,
,,,,,,,-1,0,0,-1,-1,5,-1,0,-1,0,,,,,,,,,,,
,,,,,,,-1,0,0,-1,0,-1,5,0,-1,-1,,,,,,,,,,,
,,,,,,,-1,-1,-1,-1,0,0,0,5,0,-1,,,,,,,,,,,
,,,,,,,-1,0,0,0,-1,-1,-1,0,4,0,,,,,,,,,,,
,,,,,,,-1,0,-1,0,0,0,-1,-1,0,4,,,,,,,,,,,
