"repeat","dim","density","mlink","tolKKTres","maxOuterIter","maxtime","L","x0",
2,10,0.01,1,2,10000,180,4,0,0,-1,-1,0,-1,0,-1,0,-0.23625,-0.35927,0.95837,-0.36,-0.90623,-0.80622,0.081251,-0.31998,0.39151,0.87019,
,,,,,,,0,4,-1,-1,0,-1,-1,0,0,0,-0.97169,-0.93323,0.28554,-0.93295,-0.42279,0.59162,0.99669,0.94742,0.92017,-0.49271,
,,,,,,,0,-1,3,-1,0,0,0,-1,0,0,,,,,,,,,,,
,,,,,,,-1,-1,-1,8,-1,-1,-1,-1,-1,0,,,,,,,,,,,
,,,,,,,-1,0,0,-1,6,-1,-1,-1,-1,0,,,,,,,,,,,
,,,,,,,0,-1,0,-1,-1,4,0,0,0,-1,,,,,,,,,,,
,,,,,,,-1,-1,0,-1,-1,0,5,0,0,-1,,,,,,,,,,,
,,,,,,,0,0,-1,-1,-1,0,0,3,0,0,,,,,,,,,,,
,,,,,,,-1,0,0,-1,-1,0,0,0,4,-1,,,,,,,,,,,
,,,,,,,0,0,0,0,0,-1,-1,0,-1,3,,,,,,,,,,,
