"repeat","dim","density","mlink","tolKKTres","maxOuterIter","maxtime","L","x0",
4,10,0.04,1,10,10000,180,5,0,-1,-1,0,-1,-1,-1,0,0,0.91999,-0.86398,0.83874,-0.96053,0.84434,-0.26878,-0.30778,-0.13665,0.14802,-0.071436,
,,,,,,,0,5,0,-1,-1,0,-1,0,-1,-1,0.39195,-0.50353,-0.54453,-0.27818,-0.53581,-0.9632,0.95146,0.99062,-0.98898,0.99745,
,,,,,,,-1,0,5,0,0,-1,0,-1,-1,-1,,,,,,,,,,,
,,,,,,,-1,-1,0,3,0,0,0,0,0,-1,,,,,,,,,,,
,,,,,,,0,-1,0,0,4,0,-1,-1,-1,0,,,,,,,,,,,
,,,,,,,-1,0,-1,0,0,4,0,-1,0,-1,,,,,,,,,,,
,,,,,,,-1,-1,0,0,-1,0,3,0,0,0,,,,,,,,,,,
,,,,,,,-1,0,-1,0,-1,-1,0,4,0,0,,,,,,,,,,,
,,,,,,,0,-1,-1,0,-1,0,0,0,3,0,,,,,,,,,,,
,,,,,,,0,-1,-1,-1,0,-1,0,0,0,4,,,,,,,,,,,
