"repeat","dim","density","mlink","tolKKTres","maxOuterIter","maxtime","L","x0",
1,10,0.03,1,4,10000,180,2,-1,0,0,0,0,0,-1,0,0,0.72784,-0.9962,-0.42054,0.035062,0.935,0.86964,0.27481,-0.68502,0.12483,0.9869,
,,,,,,,-1,3,-1,0,-1,0,0,0,0,0,0.68575,-0.087079,0.90728,-0.99939,-0.35464,0.49369,-0.9615,-0.72852,0.99218,-0.16134,
,,,,,,,0,-1,6,-1,-1,-1,0,-1,0,-1,,,,,,,,,,,
,,,,,,,0,0,-1,5,-1,0,-1,-1,-1,0,,,,,,,,,,,
,,,,,,,0,-1,-1,-1,7,-1,-1,-1,0,-1,,,,,,,,,,,
,,,,,,,0,0,-1,0,-1,5,-1,-1,0,-1,,,,,,,,,,,
,,,,,,,0,0,0,-1,-1,-1,3,0,0,0,,,,,,,,,,,
,,,,,,,-1,0,-1,-1,-1,-1,0,5,0,0,,,,,,,,,,,
,,,,,,,0,0,0,-1,0,0,0,0,2,-1,,,,,,,,,,,
,,,,,,,0,0,-1,0,-1,-1,0,0,-1,4,,,,,,,,,,,
