,RALM,REPM(LQH),REPM(LSE),RSQO
0,0.0,0.0,0.0,2.7174e-05
1,1.0394,0.23856,0.24781,0.21527
2,1.9841,0.38795,0.41786,0.5000399999999999
3,2.9234,1.7335,0.63229,0.7432
4,3.8402,1.9772,0.9081100000000001,0.9849
5,4.6892,1.9899,1.2009,1.2764
6,5.5812,2.0208,1.5996,1.6064
7,6.6226,2.0449,2.1437,1.9414
8,7.7315,2.1097,2.7766,2.174
9,8.8363,2.1273,3.483,2.483
10,9.9335,2.1464,4.1885,2.8148
11,11.008,2.164,4.5157,3.1067
12,12.0523,2.1804,4.5427,3.4287
13,12.9227,2.1983,4.5702,3.7321
14,14.0026,2.2127,4.595,4.0561
15,15.0774,2.2311,4.6223,4.3967
16,16.1565,2.249,4.6489,4.7266
17,17.1766,2.2683,4.6782,5.2159
18,18.2235,2.286,4.704,5.5296
19,19.2688,2.3042,4.7365,5.8834
20,20.3113,2.3242,4.7675,6.0921
21,21.3868,2.3409999999999997,4.7975,6.4137
22,22.4561,2.3636,4.8261,6.6276
23,23.5339,2.3836,4.8543,6.9408
24,24.6092,2.4064,4.8857,7.132000000000001
25,25.7197,2.426,4.9136,12.6236
26,26.7981,2.4561,4.9463,12.8451
27,27.8784,2.4779,4.9785,13.1625
28,28.9236,2.5027,5.0108,13.4901
29,30.0019,2.5244,5.0425,13.7863
30,30.0453,2.5524,5.0758,14.1351
31,30.0869,2.5745,5.1087,14.4292
32,30.1294,2.5994,5.1413,14.7718
33,30.1725,2.6249,5.1746,15.0817
34,30.2161,2.6495,5.2065,15.29
35,30.2614,2.6742,5.24,15.5786
36,30.3048,2.6933,5.2724,15.9287
37,30.3476,2.7178,5.3053,16.4628
38,30.3919,2.7409,5.3384,16.7864
39,30.4368,2.7662,5.3711,17.1177
40,30.4812,2.7867,5.4059,17.4321
41,30.5258,2.8107,5.4386,17.7349
42,30.5695,2.8322,5.4715,18.0641
43,30.6121,2.8585,5.5055,18.3827
44,30.6564,2.8789999999999996,5.5360000000000005,18.7037
45,30.6969,2.9024,5.569,18.9938
46,30.7369,2.9243,5.6098,19.1913
47,30.7785,2.9495,5.6631,19.5108
48,30.8191,2.9738,5.7058,19.8125
49,30.8604,2.9953,5.75,20.1148
50,30.9012,3.0197,5.791,20.6469
51,30.9412,3.0459,5.8214,20.9613
52,30.9833,3.0708,5.8541,21.2577
53,31.0271,3.0918,5.8856,21.6016
54,31.0693,3.1149,5.9163,21.8074
55,31.1117,3.1392,5.9472,22.1483
56,31.1532,3.1654,5.9776,22.4474
57,31.1945,3.1842,6.0095,22.7368
58,31.2368,3.2089,6.039,22.9393
59,31.2812,3.2306,6.0769,23.4093
60,31.323,3.2560000000000002,6.1167,23.7456
61,31.3659,3.2773,6.1567,24.0802
62,31.4081,3.3025,6.1931,24.5859
63,31.4493,3.3246,6.2255,24.8864
64,31.4932,3.35,6.2621,25.22
65,31.5347,3.3707,6.2965,25.6872
66,31.5774,3.3984,6.3334,25.995
67,31.6203,3.4202,6.3722,26.2854
