"iter","time","dist","rho","maxviolation","meanviolation","cost","maxabsLagMult","KKT_residual","LagGradNorm",
0,0,NaN,1,1.2088e-08,1.2703e-09,1.2714,1,4.3891,4.3052,
1,0.096026,4.063,3.3333,1.3054,0.16628,0.92156,0.7963,2.3683,0.00063601,
2,0.62459,4.063,3.3333,0.18678,0.021068,0.06236,0.28188,0.27739,0.00045247,
3,0.6796,3.9505,3.3333,0.064179,0.004155,0.003042,0.067947,0.073024,0.00047673,
4,0.73427,0.95804,3.3333,0.012316,0.0011392,0.00042969,0.033213,0.017784,0.00012968,
5,0.75806,0.22863,3.3333,0.0047817,0.00048528,9.9317e-05,0.017404,0.0077661,0.00038103,
6,0.80612,0.028905,3.3333,0.0024373,0.00026418,2.7107e-05,0.0092795,0.0037361,0.00021141,
7,0.82238,0.03479,3.3333,0.0012378,0.00014425,9.0282e-06,0.0051533,0.0019806,0.00021526,
8,0.84005,0.0056516,3.3333,0.00063724,8.3656e-05,3.1535e-06,0.0033868,0.0011207,0.00015608,
9,0.84836,0.0035249,3.3333,0.00042277,5.3695e-05,1.4811e-06,0.0022123,0.00072753,0.00015616,
10,0.8647,0.0010913,3.3333,0.00024091,2.8715e-05,4.9012e-07,0.0014093,0.00039017,6.7874e-05,
11,0.87167,0.0020702,3.3333,0.00014375,1.7244e-05,2.6852e-07,0.00093007,0.00026062,9.039e-05,
12,0.88001,0.00039157,3.3333,0.00010246,1.2089e-05,1.7641e-07,0.00058855,0.00017897,7.4462e-05,
13,0.89281,0.00026154,3.3333,6.0815e-05,5.9288e-06,9.4702e-08,0.00038583,0.00010427,5.9765e-05,
14,0.89946,0.00096754,3.3333,3.5179e-05,3.3741e-06,7.6681e-08,0.00026857,6.5694e-05,4.1109e-05,
15,0.9226,0.00010979,11.1111,4.4554e-05,5.5409e-06,1.0855e-08,0.00015245,8.294e-05,3.9747e-05,
16,0.94522,0.0041285,11.1111,9.7843e-06,8.4726e-07,9.4312e-10,4.3735e-05,2.3998e-05,2.0128e-05,
17,0.95305,0.00031028,11.1111,3.7457e-06,4.363e-07,5.8733e-10,1.9651e-05,2.1163e-05,2.0296e-05,
18,0.96064,2.1281e-05,11.1111,2.034e-06,2.0827e-07,4.767e-10,1.4193e-05,2.0002e-05,1.9751e-05,
19,0.96823,1.4505e-05,11.1111,1.2238e-06,1.5995e-07,4.088e-10,2.0606e-05,1.5249e-05,1.5098e-05,
20,0.97821,7.1949e-06,11.1111,3.632e-07,5.0939e-08,3.6203e-10,1.6571e-05,1.2082e-05,1.2064e-05,
21,0.99337,7.7386e-06,37.037,1.0464e-06,1.1963e-07,7.3354e-11,1.3512e-05,5.974e-06,5.7159e-06,
22,1.0036,5.408e-05,37.037,2.0706e-07,2.9587e-08,7.7265e-11,7.6476e-06,5.8902e-06,5.8773e-06,
23,1.012,3.1803e-06,123.4568,1.7894e-07,1.6057e-08,6.6633e-11,1.3396e-05,5.6968e-06,5.6906e-06,
24,1.0388,1.9819e-06,123.4568,9.101e-08,5.9339e-09,4.6548e-11,2.4041e-06,1.836e-06,1.8333e-06,
25,1.0488,1.1025e-05,123.4568,1.6474e-08,2.5523e-09,4.6095e-11,3.5396e-06,2.2357e-06,2.2354e-06,
26,1.058,1.8385e-07,411.5226,1.8356e-08,1.6713e-09,4.6135e-11,3.1561e-06,2.1047e-06,2.1046e-06,
27,1.0686,1.0514e-07,411.5226,4.6376e-09,4.1157e-10,4.6048e-11,2.358e-06,1.8688e-06,1.8688e-06,
28,1.0816,3.8929e-08,1371.7421,4.1538e-09,4.2822e-10,4.6017e-11,2.9571e-06,1.5587e-06,1.5587e-06,
29,1.0984,1.894e-08,1371.7421,1.4578e-09,1.4935e-10,4.6022e-11,3.4409e-06,1.4811e-06,1.4811e-06,
30,1.1098,9.478e-09,1371.7421,9.7872e-10,7.4119e-11,4.6019e-11,3.5965e-06,1.9597e-06,1.9597e-06,
31,1.1212,1.0036e-08,1371.7421,6.8908e-10,1.0092e-10,4.6015e-11,2.8077e-06,1.3858e-06,1.3858e-06,
32,1.1325,4.3821e-09,1371.7421,4.8701e-10,4.9735e-11,4.6009e-11,2.9543e-06,1.3452e-06,1.3452e-06,
33,1.1435,4.2244e-09,1371.7421,2.1201e-10,2.9592e-11,4.6e-11,2.7942e-06,1.3806e-06,1.3806e-06,
34,1.1555,6.367e-09,4572.4737,2.7877e-10,3.7292e-11,4.5991e-11,3.0502e-06,1.3957e-06,1.3957e-06,
35,1.1679,6.44e-09,4572.4737,8.1292e-11,1.0018e-11,4.599e-11,2.9262e-06,1.3657e-06,1.3657e-06,
36,1.1786,1.225e-09,15241.579,2.5604e-10,2.9565e-11,4.5984e-11,3.124e-06,2.0328e-06,2.0327e-06,
37,1.1937,5.5959e-09,15241.579,1.1985e-10,1.4915e-11,4.5984e-11,3.1143e-06,1.8629e-06,1.8629e-06,
38,1.2061,5.8514e-10,50805.2634,1.5925e-10,2.3596e-11,4.5982e-11,3.026e-06,3.5921e-06,3.5921e-06,
39,1.2203,1.3671e-09,50805.2634,9.7237e-11,1.2201e-11,4.5982e-11,6.4895e-06,2.9598e-06,2.9598e-06,
40,1.2337,3.543e-10,50805.2634,3.9707e-11,1.981e-12,4.5982e-11,6.6053e-06,3.6818e-06,3.6818e-06,
41,1.2478,4.3271e-10,169350.8781,4.4206e-11,3.4159e-12,4.5982e-11,5.2739e-06,2.4259e-06,2.4259e-06,
42,1.2634,1.7215e-10,169350.8781,2.4275e-11,2.9392e-12,4.5982e-11,2.9013e-06,1.3463e-06,1.3463e-06,
43,1.2775,4.1121e-11,169350.8781,1.3067e-11,1.5559e-12,4.5982e-11,3.1482e-06,3.3027e-06,3.3027e-06,
44,1.2924,1.8275e-10,564502.9269,1.7691e-11,9.8914e-13,4.5982e-11,3.4734e-06,1.5748e-06,1.5748e-06,
45,1.3087,4.2441e-11,564502.9269,2.8223e-12,3.2817e-13,4.5982e-11,5.0666e-06,2.2061e-06,2.2061e-06,
46,1.3225,2.0039e-11,1881676.4232,5.3184e-12,8.1899e-13,4.5982e-11,4.1383e-06,2.8447e-06,2.8447e-06,
47,1.3386,6.9775e-11,1881676.4232,3.4315e-12,4.5497e-13,4.5982e-11,6.6473e-06,4.5857e-06,4.5857e-06,
48,1.3544,1.156e-11,6272254.7439,3.0564e-12,4.5512e-13,4.5982e-11,4.7719e-06,2.9834e-06,2.9834e-06,
49,1.3716,3.3064e-11,6272254.7439,1.7378e-12,2.007e-13,4.5982e-11,1.0486e-05,7.7682e-06,7.7682e-06,
50,1.3881,8.0906e-12,6272254.7439,3.7081e-13,3.7383e-14,4.5982e-11,1.2055e-05,7.0932e-06,7.0932e-06,
51,1.4047,7.1174e-12,20907515.8129,2.6763e-12,3.1198e-13,4.5982e-11,9.1304e-06,9.3245e-06,9.3245e-06,
52,1.4219,1.2765e-11,20907515.8129,1.2259e-12,1.6657e-13,4.5982e-11,3.0361e-05,2.0337e-05,2.0337e-05,
53,1.4389,5.2737e-12,69691719.3763,2.4413e-12,2.7574e-13,4.5982e-11,3.0344e-05,4.0142e-05,4.0142e-05,
54,1.4668,1.6293e-11,232305731.2542,2.4413e-12,2.7574e-13,4.5982e-11,0.00019082,0.00017622,0.00017622,
55,1.4953,0,774352437.514,2.4413e-12,2.7574e-13,4.5982e-11,0.00075794,0.00064185,0.00064185,
56,1.5227,0,2581174791.7132,2.4413e-12,2.7574e-13,4.5982e-11,0.0026483,0.0021963,0.0021963,
57,1.5504,0,8603915972.3773,2.4413e-12,2.7574e-13,4.5982e-11,0.0089497,0.0073783,0.0073783,
58,1.5777,0,28679719907.9244,2.4413e-12,2.7574e-13,4.5982e-11,0.029954,0.024652,0.024652,
59,1.606,0,95599066359.7481,2.4413e-12,2.7574e-13,4.5982e-11,0.099969,0.082231,0.082231,
60,1.633,0,318663554532.4938,2.4413e-12,2.7574e-13,4.5982e-11,0.33335,0.27416,0.27416,
61,1.6621,0,1062211848441.646,2.4413e-12,2.7574e-13,4.5982e-11,1.1113,0.91393,0.91393,
62,1.6902,0,3540706161472.154,2.4413e-12,2.7574e-13,4.5982e-11,3.7044,3.0465,3.0465,
63,1.7186,0,11802353871573.85,2.4413e-12,2.7574e-13,4.5982e-11,12.3483,10.155,10.155,
64,1.7459,0,39341179571912.82,2.4413e-12,2.7574e-13,4.5982e-11,20,33.8501,33.8501,
65,1.7754,0,131137265239709.4,2.4413e-12,2.7574e-13,4.5982e-11,20,101.356,101.356,
66,1.804,0,437124217465698.1,2.4413e-12,2.7574e-13,4.5982e-11,20,294.5727,294.5727,
67,1.833,0,1457080724885660,2.4413e-12,2.7574e-13,4.5982e-11,20,908.3534,908.3534,
68,1.8621,0,4856935749618868,2.4413e-12,2.7574e-13,4.5982e-11,20,2955.8968,2955.8968,
69,1.8928,0,1.618978583206289e+16,2.4413e-12,2.7574e-13,4.5982e-11,20,9781.5787,9781.5787,
70,1.924,0,5.396595277354298e+16,2.4413e-12,2.7574e-13,4.5982e-11,20,32534.0185,32534.0185,
71,1.956,0,1.798865092451433e+17,2.4413e-12,2.7574e-13,4.5982e-11,20,108375.535,108375.535,
72,1.9871,0,5.996216974838111e+17,2.4413e-12,2.7574e-13,4.5982e-11,20,361180.6054,361180.6054,
73,2.0179,0,1.998738991612704e+18,2.4413e-12,2.7574e-13,4.5982e-11,20,1203864.1778,1203864.1778,
74,2.0483,0,6.662463305375679e+18,2.4413e-12,2.7574e-13,4.5982e-11,20,4012809.4207,4012809.4207,
75,2.0786,0,2.220821101791893e+19,2.4413e-12,2.7574e-13,4.5982e-11,20,13375960.2307,13375960.2307,
76,2.1075,0,7.402737005972978e+19,2.4413e-12,2.7574e-13,4.5982e-11,20,44586462.9307,44586462.9307,
77,2.1368,0,2.467579001990993e+20,2.4413e-12,2.7574e-13,4.5982e-11,20,148621471.9308,148621471.9308,
78,2.1659,0,8.225263339969975e+20,2.4413e-12,2.7574e-13,4.5982e-11,20,495404835.2644,495404835.2644,
