"iter","time","maxviolation","meanviolation","cost",
0,0,15.5024,15.5024,82.4427,
1,0.3026,0.74755,0.74755,36.4941,
2,0.62639,0.079034,0.079034,35.0903,
3,0.64203,0.022979,0.022979,35.2899,
4,0.65165,0.018108,0.018108,35.3162,
5,0.70346,0.014251,0.014251,35.3393,
6,0.71398,0.01139,0.01139,35.3588,
7,0.72599,0.0091336,0.0091336,35.376,
8,0.73841,0.0074932,0.0074932,35.3898,
9,0.75573,0.0022089,0.0022089,35.4508,
10,0.76407,0.0017417,0.0017417,35.4589,
11,0.77226,0.0013805,0.0013805,35.466,
12,0.78093,0.0010994,0.0010994,35.4722,
13,0.78959,0.00088338,0.00088338,35.4775,
14,0.80083,0.00071958,0.00071958,35.4819,
15,0.81368,0.00021621,0.00021621,35.5007,
16,0.82299,0.00016954,0.00016954,35.5033,
17,0.83241,0.00013344,0.00013344,35.5055,
18,0.84192,0.00010573,0.00010573,35.5075,
19,0.85129,8.4537e-05,8.4537e-05,35.5091,
20,0.86602,6.8469e-05,6.8469e-05,35.5106,
21,0.87897,2.3625e-05,2.3625e-05,35.5159,
22,0.88924,1.6305e-05,1.6305e-05,35.5171,
23,0.89857,1.2906e-05,1.2906e-05,35.5178,
24,0.91228,1.0186e-05,1.0186e-05,35.5184,
25,0.92552,8.1244e-06,8.1244e-06,35.5189,
26,0.93423,6.5624e-06,6.5624e-06,35.5194,
27,0.94177,5.3915e-06,5.3915e-06,35.5197,
28,0.9543,1.7728e-06,1.7728e-06,35.5213,
29,0.96421,1.2479e-06,1.2479e-06,35.5216,
30,0.97462,9.8547e-07,9.8547e-07,35.5218,
