"iter","cost","time","qpsolnorm","stepsize","lsmaxiterbreak","dist","qpexitflag","maxviolation","meanviolation",
0,75.9302,4.0024e-05,NaN,NaN,NaN,NaN,NaN,144.2964,144.2964,
1,53.5749,0.061153,92.4267,0.5,0,5.6378,1,14.8309,14.8309,
2,38.7879,0.10907,2.9562,1,0,2.2492,1,1.4142,1.4142,
3,38.536,0.14866,0.084774,0.0039063,0,0.084749,1,1.4861,1.4861,
4,38.3066,0.19197,1.3143,0.015625,0,1.0465,1,1.3873,1.3873,
5,39.1839,0.22318,0.15212,1,0,0.15206,1,0.41151,0.41151,
6,38.9876,0.27193,0.62749,0.0078125,0,0.57448,1,0.32645,0.32645,
7,39.4577,0.30051,0.07761,1,0,0.077603,1,0.10608,0.10608,
8,40.3435,0.36464,0.75029,0.0078125,0,0.70457,1,0.0076047,0.0076047,
9,39.8498,0.42246,0.40695,7.6294e-06,0,0.39901,1,0.001732,0.001732,
10,39.8875,0.45194,0.0060062,1,0,0.0060062,1,0.00062285,0.00062285,
11,39.7292,0.59998,0.29494,0.00012207,0,0.29039,1,0.00033428,0.00033428,
12,39.7298,0.63608,9.8941e-05,0.00097656,0,9.8941e-05,1,0.00033412,0.00033412,
