"iter","time","maxviolation","meanviolation","cost",
0,0,6.1162,6.1162,96.6193,
1,0.31883,0.59472,0.59472,33.8322,
2,0.38666,0.079671,0.079671,34.5884,
3,0.4319,0.023064,0.023064,34.7907,
4,0.44031,0.018131,0.018131,34.8175,
5,0.45029,0.014374,0.014374,34.8404,
6,0.45868,0.011437,0.011437,34.8605,
7,0.46606,0.0092095,0.0092095,34.8776,
8,0.47367,0.0075378,0.0075378,34.8918,
9,0.48716,0.002212,0.002212,34.9536,
10,0.49498,0.0017513,0.0017513,34.9617,
11,0.50288,0.0013839,0.0013839,34.9689,
12,0.5103,0.0011007,0.0011007,34.9752,
13,0.51839,0.00088361,0.00088361,34.9806,
14,0.52597,0.00071919,0.00071919,34.9851,
15,0.53661,0.00021475,0.00021475,35.004,
16,0.54312,0.00016907,0.00016907,35.0066,
17,0.55105,0.00013335,0.00013335,35.0089,
18,0.55772,0.00010582,0.00010582,35.0108,
19,0.56431,8.4715e-05,8.4715e-05,35.0125,
20,0.57136,6.8693e-05,6.8693e-05,35.0139,
21,0.58481,2.1176e-05,2.1176e-05,35.0197,
22,0.59089,1.6303e-05,1.6303e-05,35.0206,
23,0.59761,1.2829e-05,1.2829e-05,35.0213,
24,0.60454,1.0158e-05,1.0158e-05,35.0219,
25,0.61079,8.1159e-06,8.1159e-06,35.0224,
26,0.61723,6.564e-06,6.564e-06,35.0228,
27,0.62305,5.3992e-06,5.3992e-06,35.0232,
28,0.63091,1.6072e-06,1.6072e-06,35.0249,
29,0.63955,1.2305e-06,1.2305e-06,35.0251,
30,0.64767,9.6264e-07,9.6264e-07,35.0253,
