"iter","time","maxviolation","meanviolation","cost",
0,0,12.2901,12.2901,79.5891,
1,0.2656,0.22594,0.22594,23.6198,
2,0.40669,0.14478,0.14478,20.7293,
3,0.44058,0.10179,0.10179,20.8095,
4,0.46302,0.080136,0.080136,20.8565,
5,0.49182,0.066886,0.066886,20.8886,
6,0.52373,0.04648,0.04648,20.9452,
7,0.55254,0.03638,0.03638,20.9779,
8,0.56118,0.030345,0.030345,20.9998,
9,0.58805,0.020937,0.020937,21.0388,
10,0.59545,0.016411,0.016411,21.0608,
11,0.60223,0.013659,0.013659,21.0757,
12,0.63631,0.0094134,0.0094134,21.102,
13,0.64459,0.0073561,0.0073561,21.1169,
14,0.65251,0.0061192,0.0061192,21.127,
15,0.65966,0.0042303,0.0042303,21.1445,
16,0.6666,0.0033047,0.0033047,21.1546,
17,0.67368,0.0027466,0.0027466,21.1614,
18,0.6818,0.0018993,0.0018993,21.1732,
19,0.69021,0.0014814,0.0014814,21.18,
20,0.69657,0.0012508,0.0012508,21.1842,
21,0.70386,0.0008484,0.0008484,21.1925,
22,0.7086,0.0008148,0.0008148,21.1933,
23,0.71587,0.00055229,0.00055229,21.2001,
24,0.72022,0.00055549,0.00055549,21.2,
25,0.72778,0.00032926,0.00032926,21.2073,
26,0.73258,0.00033189,0.00033189,21.2072,
27,0.74029,0.0001778,0.0001778,21.2137,
28,0.74516,0.00017871,0.00017871,21.2137,
29,0.7527,9.1666e-05,9.1666e-05,21.2188,
30,0.75777,8.9809e-05,8.9809e-05,21.2189,
