"sqp_repeat","repeat","dim","density","mlink","maxOuterIter","maxtime","minstepsize","verbosity","trimhess_perturbation","L",
10,1,30,0.04,2,5000,3600,0.0003,1,5e-09,2,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,0,6,0,-1,0,-1,-1,0,-1,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,0,0,6,-1,0,-1,0,0,-1,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,
,,,,,,,,,,0,-1,-1,6,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,
,,,,,,,,,,0,0,0,0,5,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,
,,,,,,,,,,-1,-1,-1,0,-1,13,0,-1,0,-1,-1,0,0,0,0,0,0,-1,0,0,-1,0,-1,-1,-1,0,0,0,-1,0,
,,,,,,,,,,0,-1,0,0,0,0,4,-1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,0,0,0,-1,-1,-1,-1,10,-1,-1,-1,0,0,0,0,-1,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,
,,,,,,,,,,-1,-1,-1,0,-1,0,-1,-1,14,-1,0,-1,0,-1,0,-1,0,0,0,0,0,-1,0,-1,0,0,-1,0,0,-1,
,,,,,,,,,,0,-1,0,-1,-1,-1,0,-1,-1,9,0,0,0,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,0,0,0,0,0,-1,0,-1,0,0,9,-1,-1,0,0,0,0,0,-1,-1,-1,0,0,0,-1,0,0,0,-1,0,
,,,,,,,,,,0,0,0,0,0,0,0,0,-1,0,-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,0,0,-1,0,0,0,0,0,0,0,-1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,
,,,,,,,,,,0,0,-1,0,0,0,0,0,-1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,2,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,-1,
,,,,,,,,,,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,-1,0,0,
,,,,,,,,,,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,
,,,,,,,,,,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,
,,,,,,,,,,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
,,,,,,,,,,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,
,,,,,,,,,,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,
,,,,,,,,,,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,
,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,2,0,0,
,,,,,,,,,,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,
,,,,,,,,,,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,2,
