"sqp_repeat","repeat","dim","density","mlink","maxOuterIter","maxtime","minstepsize","verbosity","maxeigval_threshold","L",
10,1,25,0.04,1,5000,3600,0.0003,1,1e-12,8,-1,0,-1,0,-1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,-1,-1,0,-1,0,0,
,,,,,,,,,,-1,6,-1,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,
,,,,,,,,,,0,-1,6,0,-1,-1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,
,,,,,,,,,,-1,0,0,2,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,0,0,-1,0,4,-1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,-1,-1,-1,0,-1,7,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,-1,
,,,,,,,,,,0,-1,0,-1,0,0,8,-1,0,-1,-1,-1,0,0,-1,0,-1,0,0,0,0,0,0,0,0,
,,,,,,,,,,0,-1,0,0,0,0,-1,6,-1,-1,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,-1,0,-1,0,-1,0,0,-1,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,-1,0,-1,0,-1,0,-1,-1,-1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,
,,,,,,,,,,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
,,,,,,,,,,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
,,,,,,,,,,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
,,,,,,,,,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
,,,,,,,,,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
,,,,,,,,,,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
,,,,,,,,,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
,,,,,,,,,,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
