"iter","time","maxviolation","meanviolation","cost",
0,0,28.3424,28.3424,79.7556,
1,0.11985,0.1719,0.1719,14.2349,
2,0.15752,0.043579,0.043579,14.3958,
3,0.16416,0.034705,0.034705,14.4135,
4,0.17039,0.027905,0.027905,14.4286,
5,0.1762,0.022764,0.022764,14.4414,
6,0.18581,0.0068002,0.0068002,14.4955,
7,0.19177,0.0053374,0.0053374,14.5029,
8,0.19807,0.0042126,0.0042126,14.5094,
9,0.204,0.0033456,0.0033456,14.515,
10,0.21009,0.0026803,0.0026803,14.5198,
11,0.21643,0.0021761,0.0021761,14.5239,
12,0.22656,0.00065573,0.00065573,14.5406,
13,0.2333,0.00051448,0.00051448,14.5429,
14,0.23984,0.00040533,0.00040533,14.5449,
15,0.24671,0.00032122,0.00032122,14.5467,
16,0.25309,0.00025666,0.00025666,14.5482,
17,0.26049,0.00020752,0.00020752,14.5495,
18,0.26837,0.00017077,0.00017077,14.5505,
19,0.27882,4.9527e-05,4.9527e-05,14.5553,
20,0.28476,3.8973e-05,3.8973e-05,14.556,
21,0.29077,3.0826e-05,3.0826e-05,14.5565,
22,0.29638,2.4562e-05,2.4562e-05,14.557,
23,0.30109,1.9773e-05,1.9773e-05,14.5574,
24,0.30613,1.619e-05,1.619e-05,14.5577,
25,0.31462,4.7255e-06,4.7255e-06,14.5592,
26,0.31984,3.7372e-06,3.7372e-06,14.5594,
27,0.32514,2.9496e-06,2.9496e-06,14.5596,
28,0.33023,2.347e-06,2.347e-06,14.5597,
29,0.33566,1.8872e-06,1.8872e-06,14.5598,
30,0.34094,1.5392e-06,1.5392e-06,14.5599,
