"iter","cost","time","qpsolnorm","stepsize","lsmaxiterbreak","dist","qpexitflag","maxviolation","meanviolation",
0,0.038627,4.0024e-05,NaN,NaN,NaN,NaN,NaN,0.33675,0.054736,
1,0.038627,0.23437,4.6649,0.25,0,1.3596,1,0.024501,0.002694,
2,-0.56616,0.43283,0.30829,0.0625,0,0.29904,1,0.020404,0.0010471,
3,-0.55347,0.62281,0.1884,0.125,0,0.18622,1,0.017545,0.00039275,
4,-0.55314,0.82456,0.00065112,0.00048828,0,0.00065112,1,0.017536,0.00039165,
5,-0.55646,1.0213,0.32836,0.5,0,0.31726,1,0.0083304,0.00018605,
6,-0.54465,1.1961,0.25134,0.25,0,0.24624,1,0.00070705,1.4141e-05,
7,-0.60291,1.3837,0.47596,1,0,0.44423,1,0,0,
8,-0.70257,1.5741,0.84551,1,0,0.70188,1,5.9265e-13,2.4903e-14,
9,-0.70252,1.7539,0.0012775,0.0019531,0,0.0012775,1,0,0,
10,-0.70242,1.9585,0.00018967,0.00097656,0,0.00018967,1,0,0,
11,-0.70234,2.1484,0.018571,0.03125,0,0.018569,1,0,0,
12,-0.70226,2.3421,0.00016999,0.00097656,0,0.00016999,1,0,0,
13,-0.70274,2.5476,0.067916,0.125,0,0.067811,1,0,0,
14,-0.70268,2.7718,0.00017583,0.00097656,0,0.00017583,1,0,0,
15,-0.70713,2.9806,0.20835,0.5,0,0.20541,1,0,0,
16,-0.70704,3.1895,0.0011574,0.0039063,0,0.0011574,1,0,0,
17,-0.72369,3.4127,0.13197,1,0,0.13121,1,0,0,
18,-0.73571,3.596,0.36097,1,0,0.34642,1,0,0,
19,-0.737,3.8007,0.080242,0.25,0,0.080071,1,0,0,
20,-0.73692,4.0089,0.00063154,0.0078125,0,0.00063154,1,0,0,
21,-0.75594,4.2033,0.16132,1,0,0.15994,1,0,0,
22,-0.7561,4.3742,0.024712,0.125,0,0.024707,1,0,0,
23,-0.76757,4.5884,0.041806,1,0,0.041782,1,0,0,
24,-0.76956,4.7871,0.11745,1,0,0.11692,1,0,0,
25,-0.77674,4.9782,0.079115,1,0,0.07895,1,0,0,
26,-0.77671,5.1608,0.0082608,0.125,0,0.0082607,1,0,0,
27,-0.78129,5.3775,0.019921,1,0,0.019918,1,0,0,
28,-0.7813,5.5782,0.016963,0.5,0,0.016961,1,0,0,
29,-0.78377,5.7694,0.0074902,1,0,0.0074901,1,0,0,
30,-0.78374,5.9453,0.0082471,0.5,0,0.008247,1,0,0,
31,-0.78493,6.1611,0.0036491,1,0,0.0036491,1,0,0,
32,-0.78488,6.3364,0.0079162,1,0,0.0079161,1,0,0,
33,-0.78548,6.5239,0.0049541,1,0,0.0049541,1,0,0,
34,-0.78544,6.7388,0.0037857,1,0,0.0037856,1,0,0,
35,-0.78573,6.9489,0.0023902,1,0,0.0023902,1,0,0,
36,-0.7857,7.1561,0.0018504,1,0,0.0018504,1,0,0,
37,-0.78585,7.3465,0.0012234,1,0,0.0012234,1,0,0,
38,-0.78581,7.5402,0.00098513,1,0,0.00098513,1,0,0,
39,-0.7859,7.7288,0.00073075,1,0,0.00073075,1,0,0,
40,-0.78586,7.9041,0.00062045,1,0,0.00062045,1,0,0,
41,-0.78592,8.1027,0.00050713,1,0,0.00050713,1,0,0,
42,-0.78589,8.2809,0.00044768,1,0,0.00044768,1,0,0,
43,-0.78593,8.4764,0.00038566,1,0,0.00038566,1,0,0,
44,-0.78591,8.6859,0.00034905,1,0,0.00034905,1,0,0,
45,-0.78594,8.8636,0.00031,1,0,0.00031,1,0,0,
46,-0.78592,9.0655,0.00028533,1,0,0.00028533,1,0,0,
47,-0.78594,9.2821,0.00025851,1,0,0.00025851,1,0,0,
48,-0.78592,9.4786,0.0002408,1,0,0.0002408,1,0,0,
49,-0.78595,9.6739,0.00022126,1,0,0.00022126,1,0,0,
50,-0.78593,9.8857,0.00020796,1,0,0.00020796,1,0,0,
51,-0.78595,10.1035,0.00019311,1,0,0.00019311,1,0,0,
52,-0.78594,10.2804,0.00018277,1,0,0.00018277,1,0,0,
53,-0.78595,10.4623,0.00017111,1,0,0.00017111,1,0,0,
54,-0.78594,10.6429,0.00016285,1,0,0.00016285,1,0,0,
55,-0.78595,10.8319,0.00015345,1,0,0.00015345,1,0,0,
56,-0.78594,11.037,0.00014671,1,0,0.00014671,1,0,0,
57,-0.78596,11.2551,0.00013899,1,0,0.00013899,1,0,0,
58,-0.78594,11.4383,0.00013339,1,0,0.00013339,1,0,0,
59,-0.78596,11.6323,0.00012693,1,0,0.00012693,1,0,0,
60,-0.78595,11.8145,0.0001222,1,0,0.0001222,1,0,0,
61,-0.78596,11.9978,0.00011673,1,0,0.00011673,1,0,0,
62,-0.78595,12.1794,0.00011269,1,0,0.00011269,1,0,0,
63,-0.78596,12.4006,0.00010799,1,0,0.00010799,1,0,0,
64,-0.78595,12.5984,0.0001045,1,0,0.0001045,1,0,0,
65,-0.78596,12.7736,0.00010042,1,0,0.00010042,1,0,0,
66,-0.78595,12.9687,9.7381e-05,1,0,9.7381e-05,1,0,0,
