"iter","cost","time","qpsolnorm","stepsize","lsmaxiterbreak","dist","qpexitflag","maxviolation","meanviolation",
0,0.098821,4.1534e-05,NaN,NaN,NaN,NaN,NaN,0.28789,0.075026,
1,0.098821,0.086527,17.8388,0.25,0,1.5148,1,0,0,
2,-0.86997,0.17863,0.00034914,3.0518e-05,0,0.00034914,1,0,0,
3,-0.86993,0.25878,0.013771,0.015625,0,0.01377,1,0,0,
4,-0.86984,0.35739,0.00034451,0.00097656,0,0.00034451,1,0,0,
5,-0.87225,0.45628,0.038385,0.5,0,0.038366,1,0,0,
6,-0.8723,0.5294,0.0082658,0.125,0,0.0082656,1,0,0,
7,-0.87538,0.61314,0.051737,1,0,0.051691,1,0,0,
8,-0.87533,0.70147,0.00076256,0.25,0,0.00076256,1,0,0,
9,-0.87538,0.77387,0.001941,1,0,0.001941,1,0,0,
