"repeat","dim","snr","delta","rank","maxOuterIter","maxtime","minstepsize","verbosity","Z",
1,10,0.5,0.3,1,5000,3600,0.0001,1,-0.049761,0.1596,0.093188,-0.27674,0.18776,-0.41002,0.25764,-0.27801,-0.36643,-0.42776,
,,,,,,,,,0.39505,0.25181,0.27877,-0.15474,0.063789,-0.25494,-0.050564,-0.042513,-0.40936,-0.20747,
,,,,,,,,,-0.047925,-0.064323,0.21006,0.026844,0.57665,0.050876,-0.098886,0.12414,0.097515,-0.42724,
,,,,,,,,,0.1509,-0.0761,-0.13765,-1.1118,-0.079318,-0.74826,0.25766,-0.43995,0.13673,0.028335,
,,,,,,,,,0.49489,-0.74089,-0.30996,0.42444,0.29887,-0.48272,0.37314,-0.12914,-0.5923,-0.25763,
,,,,,,,,,-0.20196,-0.41586,0.248,0.17952,0.37515,0.50564,0.46147,-0.12889,-0.35528,0.24105,
,,,,,,,,,-0.30758,0.24412,-0.014168,-0.13552,-0.16857,0.22129,-0.50495,0.029646,-0.11678,-0.53424,
,,,,,,,,,0.028602,-0.34805,0.018182,0.31698,0.21513,-0.1993,0.34551,0.64261,0.17178,0.025514,
,,,,,,,,,0.059582,0.07676,0.38862,0.18389,0.28411,0.94933,-0.0078375,-0.10217,-0.35566,-0.68378,
,,,,,,,,,0.16534,-0.55625,0.57752,-0.051238,0.51776,0.25663,-0.0082635,-0.41388,0.27213,-0.53619,
