"iter","cost","time","qpsolnorm","stepsize","lsmaxiterbreak","dist","qpexitflag","maxviolation","meanviolation",
0,0.0028428,4.531e-05,NaN,NaN,NaN,NaN,NaN,0.30544,0.041667,
1,0.0028428,0.90564,80.7695,0.125,0,1.5584,1,0.001753,5.9833e-05,
2,-0.64651,1.743,0.53213,0.0078125,0,0.48902,1,0,0,
3,-0.65147,3.2466,0.025381,0.03125,0,0.025376,1,0,0,
4,-0.65139,5.5122,0.00049313,0.00097656,0,0.00049313,1,0,0,
5,-0.82918,6.4128,0.59354,1,0,0.53565,1,0,0,
6,-0.82914,7.3586,0.0031729,0.0078125,0,0.0031729,1,0,0,
7,-0.84433,8.1361,0.22943,1,0,0.22552,1,0,0,
8,-0.84426,8.998,0.0036102,0.25,0,0.0036101,1,0,0,
9,-0.84451,9.9193,0.010059,1,0,0.010058,1,0,0,
10,-0.84449,10.8904,0.00022924,1,0,0.00022924,1,0,0,
11,-0.84451,11.8483,0.00021569,1,0,0.00021569,1,0,0,
12,-0.8445,12.7019,0.00013123,1,0,0.00013123,1,0,0,
13,-0.84451,13.5073,0.00012654,1,0,0.00012654,1,0,0,
14,-0.8445,14.3332,9.2005e-05,1,0,9.2005e-05,1,0,0,
