"iter","cost","time","qpsolnorm","stepsize","lsmaxiterbreak","dist","qpexitflag","maxviolation","meanviolation",
0,0.042937,3.8891e-05,NaN,NaN,NaN,NaN,NaN,0.23224,0.029259,
1,0.042937,0.4322,1.2543,0.25,0,0.89773,1,0.047613,0.00063484,
2,-0.68629,0.8306,0.75893,1,0,0.64919,1,6.034e-13,1.4181e-14,
3,-0.6862,1.2535,0.00031364,0.0019531,0,0.00031364,1,0,0,
4,-0.6867,1.6563,0.024495,0.5,0,0.02449,1,0,0,
5,-0.68663,2.0437,0.0010792,0.03125,0,0.0010792,1,0,0,
6,-0.68718,2.4114,0.026076,1,0,0.02607,1,0,0,
7,-0.68712,2.7442,0.00085335,0.0625,0,0.00085334,1,0,0,
8,-0.68731,3.0839,0.0062593,1,0,0.0062592,1,0,0,
9,-0.68724,3.4652,0.00081457,0.125,0,0.00081457,1,0,0,
10,-0.68736,3.8641,0.0022351,1,0,0.0022351,1,0,0,
11,-0.68729,4.2663,0.00079582,0.25,0,0.00079582,1,0,0,
12,-0.68738,4.6069,0.0008255,1,0,0.0008255,1,0,0,
13,-0.68731,4.9581,0.00075476,0.5,0,0.00075476,1,0,0,
14,-0.68739,5.3046,0.00036599,1,0,0.00036599,1,0,0,
15,-0.68731,5.6566,0.00074005,1,0,0.00074005,1,0,0,
16,-0.6874,5.9846,0.00052001,1,0,0.00052001,1,0,0,
17,-0.68735,6.3825,0.00039445,1,0,0.00039445,1,0,0,
18,-0.6874,6.736,0.00033808,1,0,0.00033808,1,0,0,
19,-0.68736,7.147,0.000283,1,0,0.000283,1,0,0,
20,-0.6874,7.4883,0.00025369,1,0,0.00025369,1,0,0,
21,-0.68737,7.8513,0.0002221,1,0,0.0002221,1,0,0,
22,-0.6874,8.1821,0.00020347,1,0,0.00020347,1,0,0,
23,-0.68738,8.5325,0.0001828,1,0,0.0001828,1,0,0,
24,-0.6874,8.8771,0.00016979,1,0,0.00016979,1,0,0,
25,-0.68738,9.2552,0.00015513,1,0,0.00015513,1,0,0,
26,-0.6874,9.6066,0.00014557,1,0,0.00014557,1,0,0,
27,-0.68738,9.9614,0.00013461,1,0,0.00013461,1,0,0,
28,-0.6874,10.3578,0.0001273,1,0,0.0001273,1,0,0,
29,-0.68739,10.7371,0.00011879,1,0,0.00011879,1,0,0,
30,-0.6874,11.1103,0.00011302,1,0,0.00011302,1,0,0,
31,-0.68739,11.4883,0.00010622,1,0,0.00010622,1,0,0,
32,-0.6874,11.8153,0.00010156,1,0,0.00010156,1,0,0,
33,-0.68739,12.1585,9.6005e-05,1,0,9.6005e-05,1,0,0,
