"iter","cost","time","qpsolnorm","stepsize","lsmaxiterbreak","dist","qpexitflag","maxviolation","meanviolation",
0,-0.10807,4.4555e-05,NaN,NaN,NaN,NaN,NaN,0.61028,0.07098,
1,-0.10807,0.13955,3.0264,0.25,0,1.2517,1,0.1436,0.008382,
2,-0.57314,0.29652,0.42603,0.125,0,0.40275,1,0,0,
3,-0.57307,0.46204,0.0051176,0.0039063,0,0.0051175,1,0,0,
4,-0.573,0.60453,0.00018069,0.00012207,0,0.00018069,1,0,0,
5,-0.61588,0.7344,0.21071,0.25,0,0.20767,1,0,0,
6,-0.61581,0.83447,0.00016653,0.00012207,0,0.00016653,1,0,0,
7,-0.66827,0.93098,0.23699,0.5,0,0.2327,1,0,0,
8,-0.66818,1.026,0.00041794,0.00048828,0,0.00041794,1,0,0,
9,-0.77732,1.1745,0.20284,1,0,0.20012,1,0,0,
10,-0.77727,1.3266,0.00070469,0.0019531,0,0.00070469,1,0,0,
11,-0.80539,1.429,0.14297,1,0,0.14201,1,0,0,
12,-0.80534,1.5157,0.00034163,0.0039063,0,0.00034163,1,0,0,
13,-0.80703,1.6189,0.045495,1,0,0.045464,1,0,0,
14,-0.80695,1.7082,0.00074221,0.25,0,0.00074221,1,0,0,
15,-0.80712,1.7915,0.0019454,1,0,0.0019454,1,0,0,
16,-0.80707,1.8893,0.00017381,0.5,0,0.00017381,1,0,0,
17,-0.80712,1.9792,0.00015835,1,0,0.00015835,1,0,0,
18,-0.80706,2.0853,0.00020223,1,0,0.00020223,1,0,0,
19,-0.80712,2.1915,0.00019557,1,0,0.00019557,1,0,0,
20,-0.80708,2.2876,0.00014262,1,0,0.00014262,1,0,0,
21,-0.80712,2.3735,0.00013932,1,0,0.00013932,1,0,0,
22,-0.80709,2.4603,0.0001097,1,0,0.0001097,1,0,0,
23,-0.80712,2.547,0.00010772,1,0,0.00010772,1,0,0,
24,-0.80709,2.6291,8.885e-05,1,0,8.885e-05,1,0,0,
