"iter","cost","time","qpsolnorm","stepsize","lsmaxiterbreak","dist","qpexitflag","maxviolation","meanviolation",
0,0.089979,7.2496e-05,NaN,NaN,NaN,NaN,NaN,0.43581,0.11615,
1,0.089979,0.084269,8.2578,0.5,0,1.4503,1,0.026196,0.0047711,
2,-0.36348,0.17299,1.0422,0.0625,0,0.80604,1,0.0046389,0.00029323,
3,-0.36035,0.40974,0.10059,0.0625,0,0.10025,1,0.002511,0.00011745,
4,-0.36019,0.49592,0.00048699,0.00048828,0,0.00048699,1,0.0025009,0.00011704,
5,-0.62351,0.59501,1.0264,1,0,0.79841,1,1.4398e-12,6.3024e-14,
6,-0.62345,0.68513,0.00076926,0.00048828,0,0.00076926,1,0,0,
7,-0.65877,0.77662,0.29053,1,0,0.28275,1,0,0,
8,-0.6643,0.88483,0.069207,0.25,0,0.069097,1,0,0,
9,-0.68412,0.98707,0.14097,1,0,0.14005,1,0,0,
10,-0.68406,1.0956,0.00074077,0.125,0,0.00074077,1,0,0,
11,-0.68414,1.1925,0.0047054,1,0,0.0047054,1,0,0,
12,-0.68412,1.2811,9.0783e-05,1,0,9.0783e-05,1,0,0,
