"repeat","dim","snr","delta","rank","maxOuterIter","maxtime","minstepsize","verbosity","Z",
1,50,2,0.1,1,5000,3600,0.0001,1,-0.14748,0.26897,0.33045,-0.10717,0.077137,0.27616,-0.3443,0.1074,-0.14711,0.071581,0.19965,0.25282,0.095329,-0.084077,-0.035669,-0.060183,0.10022,0.018354,-0.18089,0.042477,-0.14743,0.08267,-0.011463,0.0069945,-0.14571,-0.12705,0.081209,0.095949,-0.077979,0.29756,-0.012912,-0.17819,-0.083001,-0.2267,0.014166,-0.19279,-0.0065566,-0.12792,0.044616,-0.33982,-0.079042,0.21355,-0.028478,0.20628,0.14301,0.00059766,-0.018946,0.1342,0.28595,0.13908,
,,,,,,,,,0.25192,0.35702,-0.19197,-0.12135,-0.1625,-0.14804,0.060771,-0.040186,-0.18837,-0.28813,0.035161,0.14881,-0.095396,-0.046934,-0.035841,-0.045258,0.23957,0.027905,-0.34179,0.25106,0.023913,-0.033326,-0.012781,-0.055714,0.25985,-0.029787,-0.17434,0.3044,-0.1193,0.12869,0.046665,-0.058021,0.092618,-0.003678,-0.13674,-0.0062779,-0.2369,0.022713,-0.16998,-0.02658,0.050751,-0.043916,-0.045977,-0.055582,-0.10337,-0.077094,0.11776,-0.039022,0.31854,-0.18384,
,,,,,,,,,-0.10324,0.11009,-0.36616,-0.026708,-0.01216,-0.3221,0.10323,0.18388,0.074391,-0.14462,-0.25558,-0.02984,-0.099359,0.044951,0.067711,0.16943,0.17872,0.147,-0.11338,0.1117,0.012283,-0.10868,0.17196,-0.062691,0.1343,-0.087555,-0.066886,-0.076479,-0.063052,0.22564,-0.32267,-0.11156,-0.11807,0.052085,-0.065269,0.046668,0.021705,0.02702,-0.22518,-0.17923,-0.22176,-0.043596,0.26606,0.02063,-0.11356,0.18229,0.0098387,-0.20816,0.094504,0.11789,
,,,,,,,,,-0.15217,-0.027219,-0.02052,-0.071811,0.091198,0.26522,-0.091877,-0.19124,0.058906,0.20022,-0.03996,0.031686,0.22122,0.028852,-0.14242,0.20584,-0.10206,-0.022571,0.23199,-0.044466,-7.2339e-05,-0.023329,-0.27773,0.035543,0.075679,0.20183,0.033052,0.031449,0.2536,0.2423,0.15827,0.0044539,0.094395,-0.13841,0.073505,-0.011891,-0.22703,0.03936,-0.1141,-0.2193,-0.045801,0.11126,0.16403,-0.00043779,-0.11173,0.14554,0.10464,-0.11687,-0.15037,-0.19159,
,,,,,,,,,-0.18768,-0.24015,0.12146,-0.043688,0.30445,0.16057,0.057035,0.088374,0.069705,0.095375,0.14439,-0.058326,-0.011582,0.01232,0.11036,-0.14126,0.062604,-0.082562,-0.17201,-0.22694,0.11988,-0.11356,-0.028483,0.18437,0.16715,-0.052144,0.10928,0.059345,-0.0036933,-0.26867,-0.048693,0.010465,-0.044205,0.048348,-0.13661,-0.12073,-0.0036122,-0.21956,0.16705,0.066969,-0.14871,0.13413,0.04701,0.021805,-0.049782,0.12681,-0.169,-0.19493,0.033826,-0.15266,
,,,,,,,,,0.008903,-0.061949,0.021725,0.038598,-0.16768,-0.026366,-0.093191,0.090151,-0.064623,-0.072521,0.12218,0.036989,-0.028838,-0.012466,-0.16162,0.10963,-0.060017,0.090454,-0.23445,0.053321,0.088781,-0.048379,-0.023186,-0.22353,0.0014848,0.023663,-0.19164,0.059435,0.31077,0.20042,0.044138,-0.063197,0.017879,-0.066543,-0.042851,-0.022445,-0.059827,0.042294,0.075394,0.025874,-0.22056,0.01206,0.12501,0.015536,0.03634,-0.13305,-0.011402,0.17068,1.7592e-05,0.079476,
,,,,,,,,,0.40817,-0.13553,0.16697,-0.082609,-0.13224,0.072436,0.22534,-0.022759,0.18495,0.043102,0.10784,-0.31523,0.057583,-0.26357,-0.22278,-0.20547,0.27138,0.028117,0.26508,0.027795,0.099024,0.052422,0.04793,-0.25279,-0.087917,-0.33902,-0.076168,-0.051891,0.14088,-0.033469,-0.11435,0.052768,0.050254,-0.52161,-0.20585,-0.22494,0.12072,-0.22641,0.0071559,0.14665,-0.079525,-0.068831,-0.11137,0.28184,0.14371,0.21934,0.14892,0.19411,0.092739,0.10521,
,,,,,,,,,0.054012,0.14039,0.25264,0.066079,-0.2115,0.02691,0.14451,0.19197,-0.019457,0.31955,0.30253,0.10545,0.041265,0.0067255,-0.060046,0.037239,0.35389,0.12966,-0.14809,-0.16143,-0.061992,-0.07693,-0.058245,-0.1031,-0.34083,0.13925,-0.14237,0.20187,-0.030054,-0.092824,-0.25648,-0.030045,-0.1857,-0.055592,-0.08759,-0.26802,-0.15498,-0.029251,0.055098,-0.33196,0.10457,-0.20836,0.10648,0.14198,-0.08552,-0.023138,0.10601,-0.077048,-0.045042,0.051429,
,,,,,,,,,0.0086346,-0.089146,-0.18437,-0.019099,0.009227,-0.051016,0.1471,0.17442,0.54733,0.21116,0.27573,-0.033188,0.037781,0.12684,-0.041112,-0.021833,0.15851,0.15231,-0.32367,0.089461,-0.11997,0.14252,-0.077768,0.058601,-0.20154,0.0042864,0.10503,-0.051675,0.19327,0.21619,0.063134,-0.14745,-0.02714,-0.0037505,0.13568,0.0065103,0.036406,0.21218,-0.055019,0.072023,-0.022759,-0.11356,-0.4547,-0.23078,0.098945,-0.11115,-0.10714,-0.0038963,-0.077248,-0.010005,
,,,,,,,,,-0.0040465,0.2955,-0.1522,0.0030199,0.30426,-0.18848,-0.010781,0.0015129,0.049468,-0.51668,0.088984,0.20092,-0.017275,0.094876,-0.14666,-0.19358,0.10634,0.078505,0.17463,0.24087,0.142,0.16452,-0.16699,-0.27529,0.053618,-0.056103,0.048043,-0.18176,-0.19557,-0.062519,0.16716,-0.092781,8.642e-05,-0.051994,-0.19642,0.30953,-0.12164,0.1721,-0.21318,0.0079457,0.091396,-0.064708,-0.020178,0.0097839,0.14877,0.017332,-0.21175,-0.15617,0.042601,0.078564,
