"iter","cost",
0,-13.0159,
1,-13.9433,
2,-7.4882,
3,-4.8536,
4,-4.0996,
5,-2.1246,
6,-1.7406,
7,-1.1768,
8,-0.99787,
9,-0.54964,
10,-0.52211,
11,-0.48318,
12,-0.47323,
13,-0.50365,
14,-0.54606,
15,-0.54374,
16,-0.54192,
17,-0.60052,
18,-0.67782,
19,-0.66577,
20,-0.66559,
21,-0.6658,
22,-0.66586,
23,-0.66583,
24,-0.72053,
25,-0.73515,
26,-0.73163,
27,-0.73172,
28,-0.7315,
29,-0.73144,
30,-0.73148,
31,-0.73152,
32,-0.75018,
33,-0.74868,
34,-0.74808,
35,-0.7479,
36,-0.74788,
37,-0.74789,
38,-0.74789,
39,-0.74789,
39,-0.74789,
