"iter","cost","time","qpsolnorm","stepsize","lsmaxiterbreak","dist","qpexitflag","maxviolation","meanviolation",
0,0.003331,4.0401e-05,NaN,NaN,NaN,NaN,NaN,0.3177,0.040739,
1,0.003331,0.40505,52.2192,0.125,0,1.5516,1,0.001162,3.4841e-05,
2,-0.66769,0.77423,0.29117,0.0078125,0,0.28333,1,0,0,
3,-0.66848,1.3929,0.026342,0.03125,0,0.026336,1,0,0,
4,-0.66841,1.7526,0.00083217,0.0019531,0,0.00083217,1,0,0,
5,-0.7566,2.0769,0.35624,1,0,0.34222,1,0,0,
6,-0.75871,2.4701,0.059736,0.25,0,0.059665,1,0,0,
7,-0.77065,2.8547,0.11374,1,0,0.11326,1,0,0,
8,-0.7714,3.1757,0.023654,1,0,0.02365,1,0,0,
9,-0.77202,3.5122,0.0076643,1,0,0.0076641,1,0,0,
10,-0.77205,3.8287,0.0016315,1,0,0.0016315,1,0,0,
11,-0.77209,4.1725,0.00060348,1,0,0.00060348,1,0,0,
12,-0.77209,4.542,0.00026918,1,0,0.00026918,1,0,0,
13,-0.77209,4.8719,0.00016444,1,0,0.00016444,1,0,0,
14,-0.77209,5.1978,0.00015352,1,0,0.00015352,1,0,0,
15,-0.77209,5.5292,0.0001158,1,0,0.0001158,1,0,0,
16,-0.77209,5.8747,0.00010855,1,0,0.00010855,1,0,0,
17,-0.77209,6.2334,8.8907e-05,1,0,8.8907e-05,1,0,0,
