"iter","cost","time","qpsolnorm","stepsize","lsmaxiterbreak","dist","qpexitflag","maxviolation","meanviolation",
0,0.2467,4.3044e-05,NaN,NaN,NaN,NaN,NaN,0.42459,0.12803,
1,0.2467,0.040487,4.5176,0.25,0,1.353,1,0.048699,0.0048699,
2,-0.72533,0.077976,0.00022392,6.1035e-05,0,0.00022392,1,0.048696,0.0048696,
3,-0.7003,0.11123,0.24061,0.25,0,0.23612,1,0.018975,0.0018975,
4,-0.70002,0.14475,0.0021035,0.0019531,0,0.0021035,1,0.018938,0.0018938,
5,-0.7703,0.17947,0.32632,1,0,0.31542,1,0,0,
6,-0.77079,0.21152,0.027049,0.125,0,0.027043,1,0,0,
7,-0.79282,0.24876,0.12138,1,0,0.12079,1,0,0,
8,-0.79276,0.28278,0.00096595,0.125,0,0.00096595,1,0,0,
9,-0.79327,0.31527,0.0061923,1,0,0.0061922,1,0,0,
10,-0.79325,0.3439,0.00023964,1,0,0.00023964,1,0,0,
11,-0.79328,0.37313,0.00012615,1,0,0.00012615,1,0,0,
12,-0.79326,0.40665,8.2423e-05,1,0,8.2423e-05,1,0,0,
