"iter","cost","time","qpsolnorm","stepsize","lsmaxiterbreak","dist","qpexitflag","maxviolation","meanviolation",
0,0.035365,5.2861e-05,NaN,NaN,NaN,NaN,NaN,0.23914,0.037694,
1,0.035365,0.90014,18.3866,0.25,0,1.5165,1,0.0059677,0.00022244,
2,-0.73913,1.7503,0.20696,0.015625,0,0.20408,1,0.0054834,7.722e-05,
3,-0.7269,3.2844,0.13629,0.125,0,0.13546,1,0,0,
4,-0.72681,4.1789,0.00067298,0.00097656,0,0.00067298,1,0,0,
5,-0.82216,5.0911,0.29982,1,0,0.29129,1,0,0,
6,-0.8241,5.8657,0.045095,0.25,0,0.045064,1,0,0,
7,-0.83767,6.6873,0.088441,1,0,0.088212,1,0,0,
8,-0.83835,7.5307,0.027145,1,0,0.027139,1,0,0,
9,-0.83964,8.3779,0.012013,1,0,0.012012,1,0,0,
10,-0.83973,9.1762,0.003639,1,0,0.003639,1,0,0,
11,-0.83987,9.9489,0.0013826,1,0,0.0013826,1,0,0,
12,-0.83986,10.7986,0.00056276,1,0,0.00056276,1,0,0,
13,-0.83989,11.6485,0.0003887,1,0,0.0003887,1,0,0,
14,-0.83988,12.4711,0.00028324,1,0,0.00028324,1,0,0,
15,-0.8399,13.2361,0.0002392,1,0,0.0002392,1,0,0,
16,-0.83989,14.1106,0.00019413,1,0,0.00019413,1,0,0,
17,-0.8399,14.8844,0.00017276,1,0,0.00017276,1,0,0,
18,-0.83989,15.7552,0.00014757,1,0,0.00014757,1,0,0,
19,-0.8399,16.6571,0.00013487,1,0,0.00013487,1,0,0,
20,-0.8399,17.4699,0.00011874,1,0,0.00011874,1,0,0,
21,-0.8399,18.3335,0.00011032,1,0,0.00011032,1,0,0,
22,-0.8399,19.1835,9.9125e-05,1,0,9.9125e-05,1,0,0,
