"iter","cost","time","qpsolnorm","stepsize","lsmaxiterbreak","dist","qpexitflag","maxviolation","meanviolation",
0,0.016723,0.00011516,NaN,NaN,NaN,NaN,NaN,0.28584,0.067085,
1,0.016723,0.039712,0.94,0.25,0,0.75448,1,0.027577,0.0027577,
2,-0.3805,0.074451,0.64359,1,0,0.57186,1,2.0779e-13,2.0945e-14,
3,-0.38042,0.1133,0.0005906,0.0039063,0,0.0005906,1,2.9282e-15,2.9282e-16,
4,-0.3865,0.15142,0.11426,1,0,0.11377,1,0,0,
5,-0.38643,0.19379,0.00079378,0.0625,0,0.00079378,1,0,0,
6,-0.38657,0.23674,0.011398,1,0,0.011398,1,0,0,
7,-0.38655,0.27728,0.0010319,1,0,0.0010319,1,0,0,
8,-0.38658,0.30969,0.00013834,1,0,0.00013834,1,0,0,
9,-0.38656,0.34547,6.4174e-05,1,0,6.4174e-05,1,0,0,
