"repeat","dim","snr","delta","rank","maxOuterIter","maxtime","minstepsize","verbosity","Z",
1,10,0.05,0.1,1,5000,3600,0.0001,1,0.063304,0.22939,0.22681,-0.33801,0.10094,-0.38394,0.17472,-0.060848,0.062553,0.2284,
,,,,,,,,,0.27264,-0.34439,0.51553,-0.25599,0.098935,-0.35212,0.34804,0.281,0.50207,0.8176,
,,,,,,,,,0.1008,0.22602,0.19196,-0.93106,-0.2735,-0.0021659,0.48832,-0.24187,-0.25439,-0.21089,
,,,,,,,,,-0.41353,-0.064816,0.3272,-0.37968,-0.0095031,0.48466,0.027174,-0.44344,0.22029,0.059239,
,,,,,,,,,-0.13711,-0.039258,0.22986,0.10283,0.30988,-0.24339,-0.47168,-0.44979,0.26408,-0.026087,
,,,,,,,,,0.10835,0.47108,-0.095956,-0.23873,0.1985,0.46761,-0.23474,0.15438,-0.077069,-0.61128,
,,,,,,,,,1.1316,0.44558,0.09293,0.43333,0.34572,-0.071336,1.0827,-0.056091,0.068201,-0.13881,
,,,,,,,,,0.87577,0.44816,-0.24896,-0.54123,0.35078,0.35334,0.74328,-0.12277,-0.36867,-0.56753,
,,,,,,,,,-0.42687,0.21235,0.28094,-0.032332,-0.27311,-0.34439,-0.19467,0.44883,-1.3524,0.26575,
,,,,,,,,,0.95973,-0.38184,-0.36274,-0.076352,0.024463,0.010296,0.23656,0.092207,0.033164,-0.531,
