"iter","cost","time","qpsolnorm","stepsize","lsmaxiterbreak","dist","qpexitflag","maxviolation","meanviolation",
0,-0.015024,3.8891e-05,NaN,NaN,NaN,NaN,NaN,0.37276,0.059584,
1,-0.015024,0.24785,1.7261,0.125,0,1.0457,1,0.10681,0.0094286,
2,-0.4447,0.46284,0.4901,0.25,0,0.4557,1,0.060989,0.0036845,
3,-0.54233,0.66121,1.0627,1,0,0.8158,1,1.8783e-12,4.4337e-14,
4,-0.54228,0.8657,0.00044492,0.00048828,0,0.00044492,1,1.6265e-13,3.2529e-15,
5,-0.59805,1.0814,0.31863,1,0,0.30846,1,5.6503e-13,4.0775e-14,
6,-0.59797,1.281,0.00060371,0.00097656,0,0.00060371,1,2.7531e-13,5.945e-15,
7,-0.60552,1.4958,0.13689,1,0,0.13604,1,1.8969e-13,1.3872e-14,
8,-0.60546,1.6848,0.00048163,0.00097656,0,0.00048163,1,3.7759e-14,7.5517e-16,
9,-0.60541,1.8979,0.00411,0.0625,0,0.0041099,1,3.5818e-14,7.1636e-16,
10,-0.60532,2.0976,0.00085551,0.0019531,0,0.00085551,1,0,0,
11,-0.6064,2.3174,0.040492,0.5,0,0.04047,1,0,0,
12,-0.6063,2.5505,0.00079724,0.0019531,0,0.00079724,1,0,0,
13,-0.60828,2.767,0.05744,1,0,0.057377,1,4.3927e-14,8.7854e-16,
14,-0.60818,3.0184,0.00075067,0.0019531,0,0.00075067,1,0,0,
15,-0.60932,3.2522,0.02021,1,0,0.020207,1,0,0,
16,-0.60923,3.4741,0.0007198,0.0019531,0,0.00071979,1,0,0,
17,-0.60999,3.7117,0.010926,1,0,0.010925,1,4.0077e-12,2.2248e-13,
18,-0.60991,3.9441,0.00069507,0.0019531,0,0.00069507,1,0,0,
19,-0.61055,4.1566,0.0072139,1,0,0.0072138,1,8.3268e-13,4.0931e-14,
20,-0.61047,4.3759,0.00067388,0.0019531,0,0.00067388,1,0,0,
21,-0.61103,4.5868,0.0056327,1,0,0.0056326,1,1.4681e-13,3.4816e-15,
22,-0.61096,4.8508,0.00065514,0.0019531,0,0.00065514,1,9.1965e-14,1.8393e-15,
23,-0.61146,5.0329,0.0050813,1,0,0.0050812,1,0,0,
24,-0.61139,5.2609,0.00063623,0.0019531,0,0.00063623,1,0,0,
25,-0.61189,5.5038,0.0049512,1,0,0.0049512,1,1.6091e-12,8.4139e-14,
26,-0.61181,5.7336,0.00061756,0.0019531,0,0.00061756,1,0,0,
27,-0.61174,5.9457,0.0014286,0.125,0,0.0014286,1,0,0,
28,-0.61167,6.1995,0.00060438,0.0019531,0,0.00060438,1,0,0,
29,-0.61161,6.4207,0.0010993,0.0625,0,0.0010993,1,0,0,
