"iter","cost","time","qpsolnorm","stepsize","lsmaxiterbreak","dist","qpexitflag","maxviolation","meanviolation",
0,-0.14972,3.9646e-05,NaN,NaN,NaN,NaN,NaN,0.27989,0.067736,
1,-0.14972,0.21829,14.9599,0.25,0,1.5041,1,0.014001,0.0012492,
2,-0.54494,0.46184,0.94223,0.0625,0,0.75566,1,0.0053788,0.00010758,
3,-0.53393,0.65575,0.17738,0.0625,0,0.17556,1,0,0,
4,-0.53386,0.86627,0.0001159,0.00012207,0,0.0001159,1,0,0,
5,-0.96525,1.0455,0.87057,1,0,0.71632,1,1.2927e-13,4.4192e-15,
6,-0.9652,1.2675,0.00088779,0.00097656,0,0.00088779,1,0,0,
7,-1.029,1.4708,0.32327,1,0,0.31267,1,0,0,
8,-1.0299,1.6877,0.024307,0.25,0,0.024303,1,0,0,
9,-1.0373,1.9292,0.062184,1,0,0.062104,1,0,0,
10,-1.0372,2.1454,0.0013548,0.5,0,0.0013548,1,0,0,
11,-1.0374,2.3572,0.0011855,1,0,0.0011855,1,0,0,
12,-1.0373,2.5582,0.00020085,1,0,0.00020085,1,0,0,
13,-1.0374,2.7715,0.0001507,1,0,0.0001507,1,0,0,
14,-1.0373,2.978,9.7107e-05,1,0,9.7107e-05,1,0,0,
