"repeat","dim","snr","delta","rank","maxOuterIter","maxtime","minstepsize","verbosity","Z",
1,100,0.25,0.7,1,5000,3600,0.0001,1,0.26369,-0.020524,0.017513,0.08091,-0.10746,0.080691,0.14138,0.016272,-0.07091,0.082377,0.089998,-0.0012405,-0.0013929,-0.076113,-0.080175,0.023623,0.075255,-0.091199,0.069367,0.021009,0.012476,0.18284,0.059492,0.082237,0.18199,-0.082112,0.033014,-0.0016029,-0.21053,-0.072519,0.10387,0.016464,0.016305,0.031779,-0.19412,0.063578,0.15069,-0.02126,-0.064144,0.032315,0.055193,-0.035684,0.021605,-0.030681,0.13627,0.12896,0.070713,0.069146,-0.019157,0.087472,-0.087067,0.075093,-0.06154,0.076281,0.15337,0.16769,0.079439,0.12137,0.074783,-1.6106e-05,-0.18123,-0.091086,0.064491,-0.010194,0.041509,0.027286,0.058213,0.11361,-0.074647,-0.0033905,-0.094838,-0.048401,0.12823,-0.073353,-0.13659,0.021937,-0.10203,0.013186,0.17546,0.11786,-0.13197,-0.077138,0.099924,-0.095664,0.11101,0.022654,-0.10151,-0.045015,0.036399,-0.13801,-0.0089621,0.11786,0.052478,0.026876,-0.043847,-0.079392,0.012446,0.0039072,-0.050277,0.073293,
,,,,,,,,,0.021721,0.17669,-0.0025612,-0.033657,-0.16483,0.0251,-0.017553,0.19553,-0.070955,0.15122,-0.15801,-0.040457,0.14611,-0.10639,0.0099557,-0.20503,-0.0069956,-0.032145,-0.11783,-0.10489,0.050684,-0.13672,0.10981,0.17387,0.1115,-0.071128,0.044259,0.15314,-0.070128,0.12753,-0.043305,0.094857,0.021036,-0.018162,0.034168,0.087805,0.022992,-0.015831,0.0082706,0.09363,-0.12654,-0.1639,-0.015948,-0.044835,-0.014982,0.1929,0.072632,0.14573,0.07894,-0.02484,-0.051738,-0.013432,0.01744,0.056435,-0.10199,0.025981,0.0026742,-0.031353,-0.12196,0.019174,-0.096007,-0.036982,-0.06108,0.16469,-0.15114,0.10863,-0.073963,-0.11338,-0.046124,-0.20267,-0.098322,-0.031039,-0.037144,-0.16359,-0.083965,-0.16506,-0.028325,0.011002,-0.12141,0.12265,-0.0015532,0.071783,-0.019022,0.17829,0.01034,0.13438,0.12566,0.21955,-0.088942,-0.0084301,0.13813,-0.06305,0.055012,0.022979,0.015179,-0.17831,0.04871,-0.11983,0.040815,0.029893,
,,,,,,,,,-0.081767,0.052227,-0.026949,-0.078179,0.064439,-0.020782,0.12428,0.019437,-0.0028582,0.19862,-0.2405,0.066804,-0.062286,-0.08429,-0.19826,-0.060063,0.046546,-0.10057,-0.049977,-0.041965,0.17115,0.04688,0.087243,-0.25506,-0.074682,0.08518,-0.041235,-0.056406,-0.1173,-0.049808,0.018699,0.080464,0.14381,0.066575,0.083691,0.018166,-0.17024,0.043544,-0.16203,0.0029572,0.1234,0.12455,-0.041683,0.091842,-0.093578,0.00475,0.058697,-0.0055198,-0.1515,-0.13859,0.17086,0.015605,0.013426,0.062268,0.13644,0.065085,0.091681,0.15038,-0.13054,0.020667,0.034408,0.11024,-0.063168,-0.13661,0.061923,0.02189,-0.091017,-0.11014,-0.067846,-0.042793,0.20368,-0.041505,0.089934,-0.11136,-0.19206,0.080092,0.077304,0.028322,0.19206,0.042277,0.13061,0.066031,-0.00034642,0.12028,0.067238,-0.037297,0.028786,-0.010271,-0.16426,0.14731,0.029562,0.099639,0.112,-0.25615,0.11403,-0.10008,0.11872,-0.083117,-0.023465,-0.038936,
,,,,,,,,,0.075855,0.0072015,-0.14521,-0.26687,0.048346,-0.016412,0.10163,-0.21748,0.12611,0.051996,0.017228,0.021266,-0.16343,0.0043318,0.019959,0.069321,0.010719,0.10129,0.21717,-0.18539,-0.12055,0.027115,-0.080279,-0.040571,0.0022567,-0.026436,-0.025734,0.017633,0.088799,-0.091522,-0.031727,0.135,0.041361,0.08585,-0.062604,-0.013563,0.162,-0.015342,0.081952,0.0047832,-0.0062177,0.054306,0.0093432,0.116,0.15465,0.1887,0.13861,-0.14299,0.042999,0.11932,0.061882,0.048489,-0.042402,-0.11384,0.11216,-0.039213,-0.080033,-0.044214,0.08458,-0.055194,-0.049329,-0.042271,-0.039253,0.019829,-0.010492,0.18139,-0.025729,-0.011858,-0.11624,-0.042676,0.18827,0.043518,0.0032028,-0.038213,-0.031642,-0.11046,0.015082,0.052775,-0.11446,-0.035931,0.1549,0.026817,-0.14442,-0.035421,-0.14873,0.2125,-0.15195,0.03896,-0.091872,-0.057784,-0.053626,-0.011697,0.10227,-0.059967,0.13446,0.022737,-0.11967,0.077721,0.071547,-0.10761,
,,,,,,,,,-0.13438,0.045245,0.035176,0.034457,0.15594,0.29862,-0.088246,0.0033722,-0.021422,0.061004,-0.30956,0.070979,-0.03006,-0.17417,0.15845,-0.007291,-0.095769,-0.15627,-0.026511,-0.076265,0.0092221,-0.059818,0.020434,0.023128,-0.29233,-0.16475,-0.17882,-0.14221,0.0011535,-0.074176,0.093793,-0.064792,0.047962,0.16933,0.051823,-0.12672,-0.025455,-0.055532,0.15863,-0.089561,-0.027478,-0.11395,0.17137,0.095514,0.10401,0.085752,-0.017839,0.13033,-0.17386,-0.13343,0.042545,-0.0044645,-0.034383,-0.06717,-0.15164,0.13398,0.11754,0.064752,-0.068836,0.014944,-0.083216,-0.106,0.0033814,-0.045413,0.028755,0.10421,-0.0019575,0.025474,0.055427,0.037528,0.13047,-0.018508,0.041003,0.036799,-0.17685,0.002458,0.096806,-0.013969,0.066998,-0.25333,0.10772,0.11958,0.17975,-0.028971,-0.09838,-0.0029604,0.0507,0.024279,-0.090598,0.18383,0.0049953,0.081021,-0.075891,-0.10237,0.21971,-0.23604,0.045749,-0.0026761,-0.139,-0.10011,
,,,,,,,,,0.031981,0.0067629,0.01475,0.021927,0.024511,0.15627,0.13119,0.0073757,-0.0081523,-0.12538,0.028547,-0.044166,-0.085932,0.01079,0.19255,0.068881,0.036687,0.033189,-0.12268,0.20258,0.047073,0.030729,0.016299,0.052373,-0.1106,-0.073268,-0.09593,-0.015248,-0.009791,-0.0064249,-0.022961,-0.05785,0.025732,0.064502,0.030217,-0.047515,-0.092428,-0.018427,0.014037,0.026983,0.091002,-0.18516,0.087579,0.0037154,-0.015949,-0.01365,0.083702,0.1015,-0.3265,0.038117,0.063403,-0.064755,-0.010756,-0.072016,-0.12466,0.13019,-0.094121,0.12559,-0.071403,0.0058586,0.074952,-0.098064,0.023721,-0.046227,-0.018975,-0.030981,-0.053431,0.12246,-0.24964,-0.029121,-0.15079,0.096828,0.067414,-0.067396,-0.079186,0.086998,-0.028505,-0.17344,-0.088662,0.0040792,0.088984,-0.073794,0.058938,-0.040482,-0.12203,-0.12381,0.20176,0.017727,0.26277,0.032673,-0.10532,0.06651,0.056799,-0.076402,-0.080005,0.016581,0.085295,-0.0075739,-0.092018,0.059882,
,,,,,,,,,0.078303,0.10559,-0.090668,0.10833,-0.003376,-0.099903,0.17671,-0.0075221,-0.07679,0.0071979,-0.031716,0.16544,-0.086271,-0.039342,-0.11257,-0.062057,-0.12177,-0.18603,-0.060258,-0.1955,-0.058619,0.044957,0.11031,0.14426,-0.017882,0.027053,-0.13866,-0.12419,0.17381,0.050101,0.12834,-0.074647,0.030695,-0.032302,-0.032974,-0.066189,-0.077305,-0.1003,0.010453,-0.034159,0.056835,-0.086076,-0.11271,0.0047789,-0.011332,0.039923,0.014874,-0.17957,0.12229,0.065805,0.14479,0.048588,0.01309,-0.071935,0.040387,0.0080561,-0.049802,0.063978,-0.21554,0.046274,-0.13134,0.020777,-0.26275,-0.064885,-0.16899,0.091277,-0.12824,-0.10321,0.079225,0.089426,-0.095646,0.0037443,-0.029557,0.00033971,0.15804,0.025411,0.055339,0.06264,-0.00077872,0.023987,-0.10314,0.069222,0.088944,-0.14617,0.041646,-0.0097369,-0.1853,0.032398,-0.048114,-0.034139,0.091093,-0.0059781,0.021508,0.052809,0.051344,0.043677,-0.16379,0.040324,-0.0099547,0.03662,
,,,,,,,,,-0.10708,-0.0067658,0.0032736,-0.061579,0.25524,-0.28748,-0.026159,-0.18671,0.011746,0.090504,0.081992,0.07452,-0.096872,0.018621,-0.06154,0.12836,0.05734,0.086896,0.13585,-0.045782,-0.14605,0.0004084,0.024569,0.077427,-0.025483,0.2227,-0.18618,0.09246,-0.066688,-0.007086,-0.12482,-0.02084,0.13062,-0.090358,-0.058704,0.047138,-0.18307,0.049982,0.056959,-0.09743,-0.20834,-0.015814,0.093947,-0.083459,-0.11372,-0.021852,-0.044369,0.12961,-0.043454,-0.099493,-0.022844,0.060631,0.044596,-0.18796,-0.12449,-0.29838,0.14188,0.040069,-0.030993,-0.04007,0.018684,0.067549,0.034466,-0.16087,0.060577,-0.049486,0.050977,0.0022063,-0.08963,0.22074,-0.054888,-0.035982,-0.083788,0.052307,0.049426,0.084748,-0.25252,-0.00034608,-0.063269,0.091784,-0.11384,0.029686,0.039159,0.041021,-0.012773,-0.098101,-0.037334,-0.10572,-0.16818,-0.067472,0.067217,-0.066004,0.12601,-0.033314,0.064972,0.16756,0.030965,-0.034757,0.013748,-0.021777,
,,,,,,,,,-0.014589,0.050887,-0.25408,0.024964,-0.1052,-0.030874,-0.045183,0.22103,0.031894,0.20863,-0.065108,-0.0859,-0.11708,0.10463,-0.07414,0.17783,-0.13844,-0.033949,0.21762,-0.060144,0.058281,0.048871,-0.049487,-0.11722,-0.045975,0.11945,0.16076,0.10939,-0.1549,-0.011243,0.0016909,-0.18331,0.030774,0.038348,0.16813,0.13418,-0.12867,-0.024096,-0.062897,0.049332,-0.04366,0.034294,-0.079071,-0.12435,-0.019912,-0.061814,0.03942,0.076974,0.020702,0.00156,-0.034406,0.017362,-0.013833,0.097769,-0.0089587,-0.042689,0.011587,-0.010679,-0.073672,0.061477,-0.045187,0.15143,-0.14344,0.013693,-0.1228,-0.077522,-0.027244,-0.0051967,-0.059747,0.018016,0.10238,0.10034,-0.033663,-0.056316,0.13414,-0.022139,0.052575,0.0058802,0.12648,0.11249,0.012274,-0.01441,0.037781,0.1513,-0.022171,-0.0037471,-0.041593,-0.17519,0.097905,-0.24637,-0.10732,-0.085658,-0.029728,0.073949,-0.066532,-0.057385,0.01593,0.2261,-0.040972,0.19565,
,,,,,,,,,-0.12207,0.07223,-0.0095816,0.0012139,0.090981,0.11892,-0.026365,-0.32554,-0.21245,0.12608,0.05781,-0.08235,0.11523,0.0026975,0.013447,-0.092088,-0.10879,-0.10448,0.085712,0.11702,-0.090016,-0.015128,0.099956,-0.12434,0.014748,-0.058438,-0.10928,-0.11399,-0.15066,-0.008036,0.0080648,-0.102,0.1536,0.071573,0.20826,-0.12958,0.20746,0.2127,0.0375,-0.016315,-0.12162,-0.19058,0.039734,-0.069428,0.059726,-0.033887,-0.00099934,-0.099825,-0.1944,-0.021477,0.16063,0.084121,-0.17982,0.087162,0.068565,0.14495,-0.08519,-0.024206,-0.1649,0.044479,0.056069,-0.034156,-0.066305,-0.0091541,-0.043278,0.023453,0.031896,0.023412,-0.071221,-0.0028204,0.064739,0.021996,-0.023375,0.10724,0.054066,-0.11432,-0.052106,0.0044004,-0.096089,0.14235,0.050382,-0.011684,0.16733,0.11153,0.15888,-0.10518,-0.092851,-0.14635,0.11217,-0.076509,0.031557,0.18309,0.018836,-0.087165,0.059807,-0.097171,-0.04831,0.066179,-0.040646,-0.065878,
