"iter","cost","time","qpsolnorm","stepsize","lsmaxiterbreak","dist","qpexitflag","maxviolation","meanviolation",
0,-0.044952,4.3799e-05,NaN,NaN,NaN,NaN,NaN,0.28455,0.093495,
1,-0.044952,0.038466,1.2566,0.25,0,0.89862,1,0.13289,0.024861,
2,-0.59343,0.076671,0.26574,0.25,0,0.25974,1,0.096325,0.0096325,
3,-0.76619,0.1172,0.56023,1,0,0.51067,1,0,0,
4,-0.76609,0.15022,0.0017175,0.0078125,0,0.0017175,1,0,0,
5,-0.7799,0.185,0.15794,1,0,0.15664,1,0,0,
6,-0.77985,0.22336,0.00023475,0.0019531,0,0.00023475,1,0,0,
7,-0.78085,0.25544,0.048608,1,0,0.04857,1,2.7623e-13,3.1662e-14,
8,-0.78077,0.29832,0.00033518,0.0078125,0,0.00033518,1,0,0,
9,-0.78096,0.3308,0.016878,1,0,0.016876,1,0,0,
10,-0.78091,0.37362,0.00024008,0.015625,0,0.00024008,1,0,0,
11,-0.78098,0.41494,0.005946,1,0,0.005946,1,0,0,
12,-0.7809,0.45125,0.00033839,0.0625,0,0.00033839,1,0,0,
13,-0.78098,0.48347,0.0019827,1,0,0.0019827,1,0,0,
14,-0.78089,0.51893,0.00041986,0.25,0,0.00041986,1,0,0,
15,-0.78098,0.55755,0.00054121,1,0,0.00054121,1,0,0,
16,-0.78088,0.58817,0.00042697,1,0,0.00042697,1,0,0,
17,-0.78098,0.62767,0.00023686,1,0,0.00023686,1,0,0,
18,-0.78095,0.66068,6.8114e-05,1,0,6.8114e-05,1,0,0,
