"repeat","dim","snr","delta","rank","maxOuterIter","maxtime","minstepsize","verbosity","Z",
1,10,1,0.9,1,5000,3600,0.0001,1,0.90102,-0.73586,0.069217,0.12989,-0.36906,0.69274,0.17203,0.30197,0.134,-0.16594,
,,,,,,,,,0.20345,0.67064,-0.45604,-0.19874,0.32592,0.074163,0.22297,0.088219,0.20438,0.14217,
,,,,,,,,,0.12073,-0.36604,-0.7891,0.15528,-0.23388,0.21856,0.23021,-0.31701,0.331,-0.072988,
,,,,,,,,,0.046748,-0.2848,-0.17269,-0.081594,0.089551,0.35052,0.36524,0.0098946,0.39681,0.048894,
,,,,,,,,,0.15221,0.30882,0.0037382,-0.28721,-0.29682,0.30927,-0.095038,-0.35804,0.095445,-0.12508,
,,,,,,,,,-0.02958,-0.2399,0.38174,-0.54491,0.31516,-0.90929,-0.020816,-0.23496,0.26824,0.019892,
,,,,,,,,,-0.1702,-0.035052,0.049608,0.050706,-0.17446,-0.65023,1.0098,0.18838,-0.23838,0.30305,
,,,,,,,,,0.1386,0.90824,-0.061686,0.14677,0.006236,0.1844,0.33499,-0.22128,-0.093822,-0.54435,
,,,,,,,,,0.18564,0.0072866,0.072145,-0.18347,0.54832,-0.26905,0.15598,-0.45219,-0.15173,0.43124,
,,,,,,,,,-0.32529,-0.31461,-0.37975,-0.43172,0.23346,0.67398,-0.16491,0.44325,-0.2159,0.58536,
