"iter","cost","time","qpsolnorm","stepsize","lsmaxiterbreak","dist","qpexitflag","maxviolation","meanviolation",
0,0.019125,4.1912e-05,NaN,NaN,NaN,NaN,NaN,0.21308,0.04034,
1,0.019125,0.92021,9.5124,0.25,0,1.4661,1,0.016708,0.0012204,
2,-0.43704,1.7418,0.67468,0.0625,0,0.59353,1,0.004306,0.00017181,
3,-0.43027,2.7271,0.22867,0.125,0,0.22481,1,0,0,
4,-0.43018,3.5739,0.00017275,0.00012207,0,0.00017275,1,0,0,
5,-0.61999,4.4093,0.83058,1,0,0.69311,1,0,0,
6,-0.62613,5.2091,0.16309,0.125,0,0.16166,1,0,0,
7,-0.68159,6.0058,0.241,1,0,0.23649,1,0,0,
8,-0.73299,6.7746,0.68498,1,0,0.60058,1,2.07e-12,3.2386e-14,
9,-0.73556,7.6394,0.12369,0.25,0,0.12306,1,0,0,
10,-0.73551,8.4575,0.00031055,0.0019531,0,0.00031055,1,0,0,
11,-0.75574,9.2745,0.26796,1,0,0.26181,1,0,0,
12,-0.75594,10.1014,0.040324,0.125,0,0.040302,1,0,0,
13,-0.76312,10.9681,0.049007,1,0,0.048968,1,0,0,
14,-0.77101,11.7298,0.2095,1,0,0.20651,1,0,0,
15,-0.77469,12.5215,0.16131,1,0,0.15993,1,0,0,
16,-0.77661,13.2846,0.13322,1,0,0.13244,1,0,0,
17,-0.78082,14.1737,0.10252,1,0,0.10216,1,0,0,
18,-0.78163,14.9936,0.080662,1,0,0.080487,1,0,0,
19,-0.7842,15.8194,0.06129,1,0,0.061214,1,0,0,
20,-0.78472,16.6811,0.047073,1,0,0.047038,1,0,0,
21,-0.78614,17.5479,0.035392,1,0,0.035377,1,0,0,
22,-0.7865,18.3398,0.026611,1,0,0.026604,1,0,0,
23,-0.78726,19.2308,0.019747,1,0,0.019744,1,0,0,
24,-0.78746,20.0606,0.014692,1,0,0.014691,1,0,0,
25,-0.78787,20.888,0.010806,1,0,0.010806,1,0,0,
26,-0.78798,21.7318,0.0079891,1,0,0.007989,1,0,0,
27,-0.7882,22.4809,0.0058541,1,0,0.0058541,1,0,0,
28,-0.78825,23.2809,0.0043211,1,0,0.0043211,1,0,0,
29,-0.78837,24.1381,0.0031805,1,0,0.0031805,1,0,0,
30,-0.78839,24.9144,0.0023724,1,0,0.0023724,1,0,0,
31,-0.78846,25.7724,0.0017907,1,0,0.0017907,1,0,0,
32,-0.78846,26.664,0.0013948,1,0,0.0013948,1,0,0,
33,-0.7885,27.5119,0.0011162,1,0,0.0011162,1,0,0,
34,-0.7885,28.3188,0.0009265,1,0,0.0009265,1,0,0,
35,-0.78852,29.0969,0.00078586,1,0,0.00078586,1,0,0,
36,-0.78852,29.9011,0.00068348,1,0,0.00068348,1,0,0,
37,-0.78854,30.6612,0.00060183,1,0,0.00060183,1,0,0,
38,-0.78853,31.5583,0.00053876,1,0,0.00053876,1,0,0,
39,-0.78854,32.4588,0.00048585,1,0,0.00048585,1,0,0,
40,-0.78854,33.3071,0.00044328,1,0,0.00044328,1,0,0,
41,-0.78855,34.1877,0.00040633,1,0,0.00040633,1,0,0,
42,-0.78854,35.0402,0.00037574,1,0,0.00037574,1,0,0,
43,-0.78855,35.8961,0.00034853,1,0,0.00034853,1,0,0,
44,-0.78855,36.7445,0.00032552,1,0,0.00032552,1,0,0,
45,-0.78856,37.5541,0.00030468,1,0,0.00030468,1,0,0,
46,-0.78855,38.4086,0.00028677,1,0,0.00028677,1,0,0,
47,-0.78856,39.1794,0.00027031,1,0,0.00027031,1,0,0,
48,-0.78856,40.0747,0.00025599,1,0,0.00025599,1,0,0,
49,-0.78856,40.9749,0.00024268,1,0,0.00024268,1,0,0,
50,-0.78856,41.767,0.00023097,1,0,0.00023097,1,0,0,
51,-0.78856,42.5637,0.00021999,1,0,0.00021999,1,0,0,
52,-0.78856,43.3916,0.00021025,1,0,0.00021025,1,0,0,
53,-0.78857,44.2364,0.00020105,1,0,0.00020105,1,0,0,
54,-0.78856,45.0212,0.00019282,1,0,0.00019282,1,0,0,
55,-0.78857,45.846,0.000185,1,0,0.000185,1,0,0,
56,-0.78856,46.6515,0.00017796,1,0,0.00017796,1,0,0,
57,-0.78857,47.4164,0.00017124,1,0,0.00017124,1,0,0,
58,-0.78856,48.208,0.00016516,1,0,0.00016516,1,0,0,
59,-0.78857,49.0292,0.00015931,1,0,0.00015931,1,0,0,
60,-0.78857,49.8118,0.000154,1,0,0.000154,1,0,0,
61,-0.78857,50.6774,0.00014888,1,0,0.00014888,1,0,0,
62,-0.78857,51.5529,0.00014421,1,0,0.00014421,1,0,0,
63,-0.78857,52.428,0.00013969,1,0,0.00013969,1,0,0,
64,-0.78857,53.1963,0.00013555,1,0,0.00013555,1,0,0,
65,-0.78857,53.9941,0.00013152,1,0,0.00013152,1,0,0,
66,-0.78857,54.7366,0.00012783,1,0,0.00012783,1,0,0,
67,-0.78857,55.5321,0.00012423,1,0,0.00012423,1,0,0,
68,-0.78857,56.3885,0.00012091,1,0,0.00012091,1,0,0,
69,-0.78857,57.2536,0.00011767,1,0,0.00011767,1,0,0,
70,-0.78857,58.0433,0.00011467,1,0,0.00011467,1,0,0,
71,-0.78857,58.8162,0.00011174,1,0,0.00011174,1,0,0,
72,-0.78857,59.5962,0.00010903,1,0,0.00010903,1,0,0,
73,-0.78857,60.4582,0.00010637,1,0,0.00010637,1,0,0,
74,-0.78857,61.2518,0.00010389,1,0,0.00010389,1,0,0,
75,-0.78857,62.0646,0.00010146,1,0,0.00010146,1,0,0,
76,-0.78857,62.924,9.9202e-05,1,0,9.9202e-05,1,0,0,
