"iter","cost","time","qpsolnorm","stepsize","lsmaxiterbreak","dist","qpexitflag","maxviolation","meanviolation",
0,-0.050493,4.2289e-05,NaN,NaN,NaN,NaN,NaN,0.50039,0.12897,
1,-0.050493,0.045527,1.4063,0.25,0,0.95268,1,0.16006,0.025785,
2,-0.39005,0.083484,1.0861,0.25,0,0.82663,1,0,0,
3,-0.38996,0.13277,0.00072278,0.00048828,0,0.00072278,1,0,0,
4,-0.41857,0.16948,0.20006,0.25,0,0.19745,1,0,0,
5,-0.57345,0.20597,1.8941,1,0,1.085,1,0,0,
6,-0.57335,0.24563,0.00027689,0.00012207,0,0.00027689,1,0,0,
7,-0.57326,0.29276,0.00088122,0.0039063,0,0.00088122,1,0,0,
8,-0.57318,0.33695,0.00026807,0.00012207,0,0.00026807,1,0,0,
9,-0.5731,0.37912,0.00091092,0.0039063,0,0.00091092,1,0,0,
10,-0.57302,0.42614,0.00026721,0.00012207,0,0.00026721,1,0,0,
11,-0.57294,0.47971,0.00090383,0.0039063,0,0.00090383,1,0,0,
12,-0.57285,0.51822,0.00026703,0.00012207,0,0.00026703,1,0,0,
13,-0.57278,0.56382,0.00089902,0.0039063,0,0.00089902,1,0,0,
14,-0.57269,0.61231,0.00026706,0.00012207,0,0.00026706,1,0,0,
15,-0.57262,0.66734,0.00089517,0.0039063,0,0.00089517,1,0,0,
16,-0.57253,0.7313,0.00026714,0.00012207,0,0.00026714,1,0,0,
17,-0.57245,0.77554,0.00089161,0.0039063,0,0.00089161,1,0,0,
18,-0.57237,0.82019,0.00026724,0.00012207,0,0.00026724,1,0,0,
19,-0.57229,0.86245,0.00088813,0.0039063,0,0.00088813,1,0,0,
20,-0.57221,0.90509,0.00026735,0.00012207,0,0.00026735,1,0,0,
21,-0.57213,0.94187,0.00088469,0.0039063,0,0.00088469,1,0,0,
22,-0.57205,0.98469,0.00026745,0.00012207,0,0.00026745,1,0,0,
23,-0.57197,1.0294,0.00088127,0.0039063,0,0.00088127,1,0,0,
24,-0.57189,1.0693,0.00026756,0.00012207,0,0.00026756,1,0,0,
25,-0.57181,1.1108,0.00087788,0.0039063,0,0.00087788,1,0,0,
26,-0.57172,1.1567,0.00026766,0.00012207,0,0.00026766,1,0,0,
27,-0.57164,1.2009,0.0008745,0.0039063,0,0.0008745,1,0,0,
28,-0.57156,1.2551,0.00026777,0.00012207,0,0.00026777,1,0,0,
29,-0.57148,1.2927,0.00087114,0.0039063,0,0.00087114,1,0,0,
30,-0.5714,1.3385,0.00026787,0.00012207,0,0.00026787,1,0,0,
31,-0.57131,1.383,0.00086779,0.0039063,0,0.00086779,1,0,0,
32,-0.57123,1.4248,0.00026798,0.00012207,0,0.00026798,1,0,0,
33,-0.57115,1.4713,0.00086447,0.0039063,0,0.00086447,1,0,0,
34,-0.57107,1.511,0.00026808,0.00012207,0,0.00026808,1,0,0,
35,-0.57099,1.5621,0.00086116,0.0039063,0,0.00086116,1,0,0,
36,-0.5709,1.5991,0.00026818,0.00012207,0,0.00026818,1,0,0,
37,-0.57082,1.6372,0.00085787,0.0039063,0,0.00085787,1,0,0,
38,-0.57074,1.6774,0.00026829,0.00012207,0,0.00026829,1,0,0,
39,-0.57066,1.718,0.0008546,0.0039063,0,0.0008546,1,0,0,
40,-0.57057,1.7714,0.00026839,0.00012207,0,0.00026839,1,0,0,
41,-0.57049,1.816,0.00085134,0.0039063,0,0.00085134,1,0,0,
42,-0.57041,1.8645,0.00026849,0.00012207,0,0.00026849,1,0,0,
43,-0.57033,1.9012,0.0008481,0.0039063,0,0.0008481,1,0,0,
44,-0.57024,1.9463,0.00026859,0.00012207,0,0.00026859,1,0,0,
45,-0.57016,1.9827,0.00084488,0.0039063,0,0.00084488,1,0,0,
46,-0.57008,2.0285,0.00026869,0.00012207,0,0.00026869,1,0,0,
47,-0.56999,2.068,0.00084167,0.0039063,0,0.00084167,1,0,0,
48,-0.56991,2.1055,0.0002688,0.00012207,0,0.0002688,1,0,0,
49,-0.56983,2.1504,0.00083849,0.0039063,0,0.00083849,1,0,0,
50,-0.56974,2.1929,0.0002689,0.00012207,0,0.0002689,1,0,0,
51,-0.56966,2.2403,0.00083531,0.0039063,0,0.00083531,1,0,0,
52,-0.56958,2.2808,0.000269,0.00012207,0,0.000269,1,0,0,
53,-0.56949,2.3222,0.00083216,0.0039063,0,0.00083216,1,0,0,
54,-0.56941,2.3638,0.0002691,0.00012207,0,0.0002691,1,0,0,
55,-0.56933,2.4038,0.00082902,0.0039063,0,0.00082902,1,0,0,
56,-0.56924,2.4481,0.00026919,0.00012207,0,0.00026919,1,0,0,
57,-0.56916,2.4929,0.0008259,0.0039063,0,0.0008259,1,0,0,
58,-0.56908,2.5331,0.00026929,0.00012207,0,0.00026929,1,0,0,
59,-0.56899,2.5763,0.00082279,0.0039063,0,0.00082279,1,0,0,
60,-0.56891,2.623,0.00026939,0.00012207,0,0.00026939,1,0,0,
61,-0.56883,2.6695,0.0008197,0.0039063,0,0.0008197,1,0,0,
62,-0.56874,2.7189,0.00026949,0.00012207,0,0.00026949,1,0,0,
63,-0.56866,2.7569,0.00081663,0.0039063,0,0.00081663,1,0,0,
64,-0.56857,2.8021,0.00026959,0.00012207,0,0.00026959,1,0,0,
65,-0.56849,2.8434,0.00081357,0.0039063,0,0.00081357,1,0,0,
66,-0.56841,2.887,0.00026969,0.00012207,0,0.00026969,1,0,0,
67,-0.56832,2.9292,0.00081053,0.0039063,0,0.00081053,1,0,0,
68,-0.56824,2.9724,0.00026978,0.00012207,0,0.00026978,1,0,0,
69,-0.56815,3.0122,0.00080751,0.0039063,0,0.00080751,1,0,0,
70,-0.56807,3.0576,0.00026988,0.00012207,0,0.00026988,1,0,0,
71,-0.56799,3.1017,0.0008045,0.0039063,0,0.0008045,1,0,0,
72,-0.5679,3.1434,0.00026997,0.00012207,0,0.00026997,1,0,0,
73,-0.56782,3.1826,0.00080151,0.0039063,0,0.00080151,1,0,0,
74,-0.56773,3.2221,0.00027007,0.00012207,0,0.00027007,1,0,0,
75,-0.56765,3.2652,0.00079853,0.0039063,0,0.00079853,1,0,0,
76,-0.56757,3.3132,0.00027017,0.00012207,0,0.00027017,1,0,0,
77,-0.56748,3.3613,0.00079557,0.0039063,0,0.00079557,1,0,0,
78,-0.5674,3.4147,0.00027026,0.00012207,0,0.00027026,1,0,0,
79,-0.56731,3.4568,0.00079262,0.0039063,0,0.00079262,1,0,0,
80,-0.56723,3.5093,0.00027036,0.00012207,0,0.00027036,1,0,0,
81,-0.56714,3.5474,0.00078969,0.0039063,0,0.00078969,1,0,0,
82,-0.56706,3.5885,0.00027045,0.00012207,0,0.00027045,1,0,0,
83,-0.56698,3.6312,0.00078678,0.0039063,0,0.00078678,1,0,0,
84,-0.56689,3.684,0.00027054,0.00012207,0,0.00027054,1,0,0,
85,-0.56681,3.7334,0.00078388,0.0039063,0,0.00078388,1,0,0,
86,-0.56672,3.7728,0.00027064,0.00012207,0,0.00027064,1,0,0,
87,-0.56664,3.8122,0.000781,0.0039063,0,0.000781,1,0,0,
88,-0.56655,3.864,0.00027073,0.00012207,0,0.00027073,1,0,0,
89,-0.56647,3.9042,0.00077813,0.0039063,0,0.00077813,1,0,0,
90,-0.56639,3.9391,0.00027082,0.00012207,0,0.00027082,1,0,0,
91,-0.5663,3.9755,0.00077527,0.0039063,0,0.00077527,1,0,0,
92,-0.56622,4.0111,0.00027091,0.00012207,0,0.00027091,1,0,0,
93,-0.56613,4.0501,0.00077244,0.0039063,0,0.00077244,1,0,0,
94,-0.56605,4.095,0.00027101,0.00012207,0,0.00027101,1,0,0,
95,-0.56596,4.137,0.00076961,0.0039063,0,0.00076961,1,0,0,
96,-0.56588,4.1725,0.0002711,0.00012207,0,0.0002711,1,0,0,
97,-0.56579,4.2159,0.0007668,0.0039063,0,0.0007668,1,0,0,
98,-0.56571,4.2565,0.00027119,0.00012207,0,0.00027119,1,0,0,
99,-0.56563,4.3029,0.00076401,0.0039063,0,0.00076401,1,0,0,
100,-0.56554,4.3539,0.00027128,0.00012207,0,0.00027128,1,0,0,
101,-0.56546,4.4002,0.00076123,0.0039063,0,0.00076123,1,0,0,
102,-0.56537,4.4404,0.00027137,0.00012207,0,0.00027137,1,0,0,
103,-0.56529,4.4867,0.00075847,0.0039063,0,0.00075847,1,0,0,
104,-0.5652,4.5317,0.00027146,0.00012207,0,0.00027146,1,0,0,
105,-0.56512,4.5744,0.00075572,0.0039063,0,0.00075572,1,0,0,
106,-0.56503,4.6193,0.00027155,0.00012207,0,0.00027155,1,0,0,
107,-0.56495,4.6711,0.00075298,0.0039063,0,0.00075298,1,0,0,
108,-0.56487,4.7141,0.00027164,0.00012207,0,0.00027164,1,0,0,
109,-0.56478,4.7548,0.00075026,0.0039063,0,0.00075026,1,0,0,
110,-0.5647,4.8039,0.00027173,0.00012207,0,0.00027173,1,0,0,
111,-0.56461,4.8512,0.00074755,0.0039063,0,0.00074755,1,0,0,
112,-0.56453,4.8985,0.00027182,0.00012207,0,0.00027182,1,0,0,
113,-0.56444,4.9436,0.00074486,0.0039063,0,0.00074486,1,0,0,
114,-0.56436,4.9817,0.0002719,0.00012207,0,0.0002719,1,0,0,
115,-0.56427,5.0189,0.00074218,0.0039063,0,0.00074218,1,0,0,
116,-0.56419,5.0602,0.00027199,0.00012207,0,0.00027199,1,0,0,
117,-0.56411,5.1029,0.00073952,0.0039063,0,0.00073952,1,0,0,
118,-0.56402,5.1414,0.00027208,0.00012207,0,0.00027208,1,0,0,
119,-0.56394,5.1811,0.00073687,0.0039063,0,0.00073687,1,0,0,
120,-0.56385,5.2194,0.00027217,0.00012207,0,0.00027217,1,0,0,
121,-0.56377,5.2617,0.00073424,0.0039063,0,0.00073424,1,0,0,
122,-0.56368,5.3016,0.00027225,0.00012207,0,0.00027225,1,0,0,
123,-0.5636,5.3426,0.00073161,0.0039063,0,0.00073161,1,0,0,
124,-0.56352,5.3803,0.00027234,0.00012207,0,0.00027234,1,0,0,
125,-0.56343,5.4204,0.00072901,0.0039063,0,0.00072901,1,0,0,
126,-0.56335,5.4599,0.00027243,0.00012207,0,0.00027243,1,0,0,
127,-0.56326,5.5014,0.00072641,0.0039063,0,0.00072641,1,0,0,
128,-0.56318,5.5402,0.00027251,0.00012207,0,0.00027251,1,0,0,
129,-0.56309,5.5874,0.00072383,0.0039063,0,0.00072383,1,0,0,
130,-0.56301,5.6275,0.0002726,0.00012207,0,0.0002726,1,0,0,
131,-0.56293,5.6728,0.00072127,0.0039063,0,0.00072127,1,0,0,
132,-0.56284,5.7083,0.00027268,0.00012207,0,0.00027268,1,0,0,
133,-0.56276,5.7543,0.00071871,0.0039063,0,0.00071871,1,0,0,
134,-0.56267,5.7968,0.00027277,0.00012207,0,0.00027277,1,0,0,
135,-0.56259,5.8369,0.00071618,0.0039063,0,0.00071618,1,0,0,
136,-0.56251,5.8762,0.00027285,0.00012207,0,0.00027285,1,0,0,
137,-0.56242,5.9212,0.00071365,0.0039063,0,0.00071365,1,0,0,
138,-0.56234,5.9676,0.00027293,0.00012207,0,0.00027293,1,0,0,
139,-0.56226,6.011,0.00071114,0.0039063,0,0.00071114,1,0,0,
140,-0.56217,6.0615,0.00027302,0.00012207,0,0.00027302,1,0,0,
141,-0.56209,6.103,0.00070864,0.0039063,0,0.00070864,1,0,0,
142,-0.562,6.1459,0.0002731,0.00012207,0,0.0002731,1,0,0,
143,-0.56192,6.187,0.00070615,0.0039063,0,0.00070615,1,0,0,
144,-0.56184,6.2334,0.00027318,0.00012207,0,0.00027318,1,0,0,
145,-0.56175,6.2697,0.00070368,0.0039063,0,0.00070368,1,0,0,
146,-0.56167,6.3091,0.00027326,0.00012207,0,0.00027326,1,0,0,
147,-0.56159,6.3455,0.00070122,0.0039063,0,0.00070122,1,0,0,
148,-0.5615,6.3835,0.00027335,0.00012207,0,0.00027335,1,0,0,
149,-0.56142,6.425,0.00069878,0.0039063,0,0.00069878,1,0,0,
150,-0.56133,6.4647,0.00027343,0.00012207,0,0.00027343,1,0,0,
151,-0.56125,6.5081,0.00069635,0.0039063,0,0.00069634,1,0,0,
152,-0.56117,6.557,0.00027351,0.00012207,0,0.00027351,1,0,0,
153,-0.56108,6.5924,0.00069393,0.0039063,0,0.00069393,1,0,0,
154,-0.561,6.6355,0.00027359,0.00012207,0,0.00027359,1,0,0,
155,-0.56092,6.6797,0.00069152,0.0039063,0,0.00069152,1,0,0,
156,-0.56083,6.7212,0.00027367,0.00012207,0,0.00027367,1,0,0,
157,-0.56075,6.7656,0.00068912,0.0039063,0,0.00068912,1,0,0,
158,-0.56067,6.8127,0.00027375,0.00012207,0,0.00027375,1,0,0,
159,-0.56059,6.8525,0.00068674,0.0039063,0,0.00068674,1,0,0,
160,-0.5605,6.8994,0.00027383,0.00012207,0,0.00027383,1,0,0,
161,-0.56042,6.9387,0.00068438,0.0039063,0,0.00068438,1,0,0,
162,-0.56033,6.9726,0.00027391,0.00012207,0,0.00027391,1,0,0,
163,-0.56025,7.0121,0.00068202,0.0039063,0,0.00068202,1,0,0,
164,-0.56017,7.0589,0.00027399,0.00012207,0,0.00027399,1,0,0,
165,-0.56009,7.0978,0.00067968,0.0039063,0,0.00067968,1,0,0,
166,-0.56,7.1376,0.00027407,0.00012207,0,0.00027407,1,0,0,
167,-0.55992,7.1754,0.00067735,0.0039063,0,0.00067735,1,0,0,
168,-0.55984,7.2173,0.00027414,0.00012207,0,0.00027414,1,0,0,
169,-0.55976,7.2638,0.00067503,0.0039063,0,0.00067503,1,0,0,
170,-0.55967,7.3019,0.00027422,0.00012207,0,0.00027422,1,0,0,
171,-0.55959,7.3489,0.00067272,0.0039063,0,0.00067272,1,0,0,
172,-0.55951,7.3881,0.0002743,0.00012207,0,0.0002743,1,0,0,
173,-0.55943,7.4298,0.00067043,0.0039063,0,0.00067043,1,0,0,
174,-0.55934,7.4709,0.00027438,0.00012207,0,0.00027438,1,0,0,
175,-0.55926,7.5175,0.00066815,0.0039063,0,0.00066815,1,0,0,
176,-0.55918,7.5513,0.00027445,0.00012207,0,0.00027445,1,0,0,
177,-0.5591,7.6018,0.00066588,0.0039063,0,0.00066588,1,0,0,
178,-0.55901,7.6453,0.00027453,0.00012207,0,0.00027453,1,0,0,
179,-0.55893,7.6845,0.00066362,0.0039063,0,0.00066362,1,0,0,
180,-0.55885,7.728,0.00027461,0.00012207,0,0.00027461,1,0,0,
181,-0.55877,7.7631,0.00066138,0.0039063,0,0.00066138,1,0,0,
182,-0.55868,7.8018,0.00027468,0.00012207,0,0.00027468,1,0,0,
183,-0.5586,7.8453,0.00065915,0.0039063,0,0.00065915,1,0,0,
184,-0.55852,7.8867,0.00027476,0.00012207,0,0.00027476,1,0,0,
185,-0.55844,7.9296,0.00065693,0.0039063,0,0.00065693,1,0,0,
186,-0.55836,7.9702,0.00027483,0.00012207,0,0.00027483,1,0,0,
187,-0.55828,8.0136,0.00065472,0.0039063,0,0.00065472,1,0,0,
188,-0.55819,8.0616,0.00027491,0.00012207,0,0.00027491,1,0,0,
189,-0.55811,8.1005,0.00065252,0.0039063,0,0.00065252,1,0,0,
190,-0.55803,8.1377,0.00027498,0.00012207,0,0.00027498,1,0,0,
191,-0.55795,8.1887,0.00065034,0.0039063,0,0.00065034,1,0,0,
192,-0.55787,8.2277,0.00027506,0.00012207,0,0.00027506,1,0,0,
193,-0.55779,8.2767,0.00064817,0.0039063,0,0.00064817,1,0,0,
194,-0.5577,8.3279,0.00027513,0.00012207,0,0.00027513,1,0,0,
195,-0.55763,8.3766,0.00064601,0.0039063,0,0.00064601,1,0,0,
196,-0.55754,8.4204,0.0002752,0.00012207,0,0.0002752,1,0,0,
197,-0.55746,8.4592,0.00064386,0.0039063,0,0.00064386,1,0,0,
198,-0.55738,8.5099,0.00027528,0.00012207,0,0.00027528,1,0,0,
199,-0.5573,8.5509,0.00064172,0.0039063,0,0.00064172,1,0,0,
200,-0.55722,8.5928,0.00027535,0.00012207,0,0.00027535,1,0,0,
201,-0.55714,8.6381,0.00063959,0.0039063,0,0.00063959,1,0,0,
