"iter","cost","time","qpsolnorm","stepsize","lsmaxiterbreak","dist","qpexitflag","maxviolation","meanviolation",
0,-0.066423,3.8513e-05,NaN,NaN,NaN,NaN,NaN,0.24266,0.043036,
1,-0.066423,0.40403,5.9041,0.25,0,1.403,1,0.017825,0.001222,
2,-0.65178,0.78065,0.18689,0.03125,0,0.18476,1,0.016974,0.00059513,
3,-0.61163,1.1343,0.19278,0.125,0,0.19044,1,0.0072608,0.00014917,
4,-0.58851,1.5088,0.054858,0.03125,0,0.054803,1,0.00017686,2.3581e-06,
5,-0.58843,1.8571,0.0012925,0.0019531,0,0.0012925,1,0.00017651,2.3535e-06,
6,-0.58798,2.1802,0.0017698,0.0019531,0,0.0017698,1,0,0,
7,-0.67483,2.5165,0.50073,1,0,0.46423,1,1.5693e-13,8.0097e-15,
8,-0.67477,2.8526,0.0032741,0.0039063,0,0.0032741,1,1.5878e-13,2.1857e-15,
9,-0.74434,3.2441,0.28819,1,0,0.28059,1,0,0,
10,-0.74429,3.6142,0.00065294,0.0019531,0,0.00065294,1,0,0,
11,-0.75999,3.9828,0.10481,1,0,0.10443,1,0,0,
12,-0.7599,4.3278,0.0012569,0.0078125,0,0.0012569,1,0,0,
13,-0.76537,4.6755,0.057187,1,0,0.057124,1,0,0,
14,-0.7653,4.9972,0.0012826,0.015625,0,0.0012826,1,0,0,
15,-0.76767,5.3352,0.025035,1,0,0.025029,1,0,0,
16,-0.76761,5.6989,0.0021076,0.0625,0,0.0021076,1,0,0,
17,-0.76896,6.0506,0.010294,1,0,0.010294,1,0,0,
18,-0.7689,6.3878,0.0032982,0.25,0,0.0032982,1,0,0,
19,-0.76951,6.7429,0.0029504,1,0,0.0029504,1,0,0,
20,-0.76945,7.1178,0.002538,0.5,0,0.002538,1,0,0,
21,-0.76971,7.4739,0.0013833,1,0,0.0013833,1,0,0,
22,-0.76965,7.8354,0.002015,1,0,0.002015,1,0,0,
23,-0.76979,8.1964,0.0014828,1,0,0.0014828,1,0,0,
24,-0.76974,8.5602,0.00094755,1,0,0.00094755,1,0,0,
25,-0.76981,8.8957,0.00078669,1,0,0.00078669,1,0,0,
26,-0.76977,9.2373,0.00058831,1,0,0.00058831,1,0,0,
27,-0.76982,9.6119,0.00052505,1,0,0.00052505,1,0,0,
28,-0.76979,9.9238,0.00042654,1,0,0.00042654,1,0,0,
29,-0.76982,10.2505,0.0003925,1,0,0.0003925,1,0,0,
30,-0.7698,10.6253,0.00033381,1,0,0.00033381,1,0,0,
31,-0.76983,10.9746,0.00031253,1,0,0.00031253,1,0,0,
32,-0.76981,11.3054,0.00027369,1,0,0.00027369,1,0,0,
33,-0.76983,11.6492,0.00025914,1,0,0.00025914,1,0,0,
34,-0.76981,12.0231,0.00023158,1,0,0.00023158,1,0,0,
35,-0.76983,12.3579,0.00022102,1,0,0.00022102,1,0,0,
36,-0.76981,12.6841,0.00020048,1,0,0.00020048,1,0,0,
37,-0.76983,13.0046,0.00019248,1,0,0.00019248,1,0,0,
38,-0.76982,13.342,0.0001766,1,0,0.0001766,1,0,0,
39,-0.76983,13.7174,0.00017034,1,0,0.00017034,1,0,0,
40,-0.76982,14.0698,0.00015771,1,0,0.00015771,1,0,0,
41,-0.76983,14.453,0.00015267,1,0,0.00015267,1,0,0,
42,-0.76982,14.7889,0.00014239,1,0,0.00014239,1,0,0,
43,-0.76983,15.122,0.00013826,1,0,0.00013826,1,0,0,
44,-0.76982,15.4957,0.00012974,1,0,0.00012974,1,0,0,
45,-0.76983,15.8269,0.00012629,1,0,0.00012629,1,0,0,
46,-0.76982,16.223,0.00011911,1,0,0.00011911,1,0,0,
47,-0.76983,16.5945,0.0001162,1,0,0.0001162,1,0,0,
48,-0.76983,16.9284,0.00011005,1,0,0.00011005,1,0,0,
49,-0.76984,17.2584,0.00010755,1,0,0.00010755,1,0,0,
50,-0.76983,17.5792,0.00010224,1,0,0.00010224,1,0,0,
51,-0.76984,17.9094,0.00010008,1,0,0.00010008,1,0,0,
52,-0.76983,18.2502,9.544e-05,1,0,9.544e-05,1,0,0,
