"repeat","dim","snr","delta","rank","maxOuterIter","maxtime","minstepsize","verbosity","Z",
1,10,2,0.1,1,5000,3600,0.0001,1,0.12099,0.17537,0.82363,0.42087,-0.37042,-0.074872,0.26938,-0.41678,-0.035001,0.55908,
,,,,,,,,,0.025327,0.24055,-0.10666,0.096044,-0.37723,0.55413,0.13224,-0.23594,-0.17319,-0.037232,
,,,,,,,,,-0.60635,-0.10121,0.44062,0.25729,0.40691,0.038354,-0.136,-0.27057,0.33934,0.44747,
,,,,,,,,,0.14138,-0.67527,0.097633,0.91147,-0.42531,0.39175,0.26044,0.34795,-0.41694,0.008114,
,,,,,,,,,0.11529,0.07321,0.14728,-0.11078,-0.015421,-0.11664,0.19638,0.05486,1.0457,0.47756,
,,,,,,,,,0.24044,-0.66576,0.27698,0.058638,-0.37406,-0.40959,-0.28797,-0.48895,0.48874,-0.30234,
,,,,,,,,,0.23334,0.47408,0.46122,0.074454,-0.10514,0.20992,-0.20816,-0.00052453,-0.61907,-0.3651,
,,,,,,,,,0.27872,-0.30041,0.33661,-0.053041,0.29043,0.040832,-0.14225,-0.42986,0.28946,0.23995,
,,,,,,,,,-0.42853,-0.1527,-0.036168,0.021376,0.29194,-0.08999,-0.27711,0.0072516,-1.1955,0.47816,
,,,,,,,,,0.40393,0.062151,0.085562,-0.0046557,-0.14179,0.18731,0.44541,0.071178,-0.64571,0.073405,
