"repeat","dim","snr","delta","rank","maxOuterIter","maxtime","minstepsize","verbosity","Z",
1,25,1,0.1,1,5000,3600,0.0001,1,0.17349,-0.045081,-0.26564,-0.22422,0.42232,0.064177,0.061648,0.22011,-0.038234,-0.19614,-0.096384,0.037142,0.22454,0.26195,-0.21028,-0.17307,0.16725,-0.013288,-0.10682,-0.090296,-0.23065,0.079435,-0.19393,0.025049,-0.205,
,,,,,,,,,0.10007,-0.56393,-0.14537,-0.09222,0.011711,-0.12901,0.076998,0.15307,-0.19425,-0.0072027,0.23652,0.13098,0.079085,-0.095668,0.28936,0.23084,-0.20987,0.025014,-0.068935,-0.15846,-0.11452,-0.10351,-0.45058,0.25273,0.14287,
,,,,,,,,,0.015971,-0.049913,0.18625,0.27358,0.10091,-0.15256,-0.23128,0.086685,-0.011907,0.095098,-0.029136,0.012019,0.2208,-0.27964,0.12752,-0.38675,-0.14945,0.042097,0.31325,0.12063,0.099855,-0.092743,0.010297,0.13397,0.041382,
,,,,,,,,,-0.34588,0.1897,-0.094268,0.19436,0.0064431,0.035109,-0.57151,-0.12941,0.15236,0.071392,0.18102,0.075474,-0.069203,0.01989,0.15903,-0.14721,-0.0094792,-0.15877,-0.074466,0.096169,-0.065696,0.22392,-0.060573,-0.14263,-0.47594,
,,,,,,,,,0.064102,-0.16941,0.055468,-0.14095,-0.075776,0.016344,-0.32317,-0.049336,0.086958,0.20494,-0.17299,0.1187,-0.31767,0.068598,-0.031142,-0.081734,0.27083,0.011424,-0.20865,0.32963,0.17164,0.26602,0.053624,0.051063,0.1751,
,,,,,,,,,0.24589,0.086143,0.26762,0.55746,0.16077,0.084219,-0.28395,-0.12705,-0.30521,-0.045436,-0.36621,-0.099263,0.26097,0.17718,-0.085037,0.33959,0.13209,0.10395,-0.39362,-0.20128,0.032773,0.30251,-0.35139,-0.19901,-0.09293,
,,,,,,,,,-0.12807,0.052995,0.096954,-0.27599,-0.31768,0.091506,-0.074433,0.050334,-0.1271,-0.2223,0.060108,-0.11032,0.062262,-0.37789,-0.027352,0.07608,-0.25204,0.18925,-0.075238,-0.020733,0.25718,-0.20803,0.14696,-0.052158,-0.059709,
,,,,,,,,,-0.068001,0.16563,-0.063987,0.27989,0.47286,0.0047027,0.097665,0.45709,-0.14842,-0.090388,0.057612,0.16003,-0.28416,0.19049,-0.28607,-0.0093664,0.19758,0.097701,-0.15953,0.44838,-0.43534,-0.39776,0.086871,-0.34398,-0.13686,
,,,,,,,,,-0.17532,0.087106,0.091989,0.12454,-0.13076,0.34689,0.3623,0.0149,-0.1668,0.094695,-0.020225,0.28703,0.30911,-0.57789,-0.19458,-0.23519,-0.19381,0.35807,0.053257,0.05697,0.041156,0.10086,-0.14047,-0.0198,-0.10326,
,,,,,,,,,0.16763,0.23689,-0.10313,-0.059822,0.10399,-0.011981,0.14571,0.043167,0.44031,-0.63689,-0.28893,0.18138,-0.03409,-0.081401,0.016249,0.026357,-0.0068386,-0.11392,-0.21396,-0.12259,-0.16451,-0.13513,-0.12017,-0.031323,-0.20548,
