,ALM,LQH,LSE,Riemannian_SQP,log10residual
0,0.0,0.0,0.0,5.9557e-05,-3
1,0.0,0.0,0.0,5.9557e-05,-2
2,0.0,0.0,0.0,5.9557e-05,-1
3,0.20207,0.06867899999999999,0.1729,0.13212000000000002,0
4,0.26282,0.06867899999999999,0.1729,0.28672,1
5,0.31844,0.06867899999999999,0.37065,0.36624,2
6,0.41613999999999995,0.06867899999999999,0.98275,0.83144,3
7,0.61482,0.087766,1.234,0.86977,4
8,0.91412,0.18082,1.5298,0.86977,5
9,1.1431,0.23601999999999998,1.5298,0.9083399999999999,6
10,1.2641,22.6703,,0.9083399999999999,7
11,1.3226,,,0.9083399999999999,8
12,,,,0.9083399999999999,9
13,,,,0.9083399999999999,10
