"repeat","dim","snr","delta","rank","mineigval_correction","maxOuterIter","maxtime","minstepsize","verbosity","Z",
1,10,0.1,0.7,1,1e-12,5000,3600,1e-08,1,-0.46474,-0.015013,0.1756,-0.027869,-0.36484,0.097002,0.051888,-0.3387,-0.42703,0.20619,
,,,,,,,,,,0.27132,0.49862,0.22244,0.0025391,-0.12898,-0.16987,0.56459,-0.064876,0.25292,0.056456,
,,,,,,,,,,-0.27776,0.45443,-1.243,0.80062,-0.40727,-0.072395,-0.18585,-0.17533,0.18962,0.53,
,,,,,,,,,,-0.24095,-0.71185,0.21629,-1.2368,0.02643,-0.16957,0.081914,-0.092637,0.34799,-0.1028,
,,,,,,,,,,0.27284,0.11273,0.079465,-0.33892,1.0273,0.45506,-0.2757,0.37322,-0.44896,0.031986,
,,,,,,,,,,0.20501,-0.26887,-0.056448,0.077811,0.21585,-0.094502,-0.24916,0.11934,-0.064395,-0.18237,
,,,,,,,,,,0.3346,-0.094726,0.16056,-0.016005,-0.34354,-0.50813,-1.2448,0.31356,0.0056646,-0.019457,
,,,,,,,,,,-0.20023,-0.20057,-0.097999,-0.23089,0.094075,-0.063639,0.20479,-1.0664,0.031734,0.22945,
,,,,,,,,,,0.32192,0.5137,-0.12471,0.1034,-0.045318,0.36161,0.64957,-0.25073,-0.054974,-0.38812,
,,,,,,,,,,0.054368,0.39246,-0.085299,0.23812,0.44017,0.20975,0.25265,0.29435,0.22158,0.19441,
