"repeat","dim","snr","delta","rank","mineigval_correction","maxOuterIter","maxtime","minstepsize","verbosity","Z",
1,10,0.5,0.9,1,1e-12,5000,3600,1e-08,1,-0.0066655,-0.62509,-0.18987,0.085422,-0.068229,-0.48432,0.10958,0.086824,0.17149,0.46594,
,,,,,,,,,,-0.57606,-0.14173,0.030377,0.41951,-0.42758,0.2552,-0.56703,-0.17579,0.015234,0.39086,
,,,,,,,,,,0.093883,0.46107,0.81202,0.49209,-0.11013,-0.037845,0.78509,-0.27105,-0.014905,0.18947,
,,,,,,,,,,0.050126,-0.090705,0.17774,0.66649,-0.60314,0.33612,0.3393,0.01554,0.27225,-0.49217,
,,,,,,,,,,0.014594,-0.092108,-0.026012,0.3461,0.11801,-0.14797,-0.46168,0.82402,0.65812,-0.37823,
,,,,,,,,,,-0.034977,-0.46049,-0.26676,-0.20538,-0.20355,-0.31639,0.069886,0.077677,0.30451,-0.31905,
,,,,,,,,,,0.61495,0.095834,0.019258,-0.41502,0.2199,-0.34315,-0.23741,0.24328,-0.10587,0.33129,
,,,,,,,,,,-0.36618,0.32779,0.1704,-0.19176,0.21102,0.25163,-0.23963,-0.2296,0.095226,-0.0081984,
,,,,,,,,,,0.063685,-0.39763,-0.22825,-0.15095,-0.20694,0.065718,-0.57353,-0.4925,0.43085,0.60119,
,,,,,,,,,,0.13971,-0.42736,0.072733,0.098796,-0.48296,0.59157,-0.29944,-0.35642,0.022262,0.64125,
