"repeat","dim","snr","delta","rank","mineigval_correction","maxOuterIter","maxtime","minstepsize","verbosity","Z",
1,10,0.1,0.9,1,1e-12,5000,3600,1e-08,1,1.2325,-0.46279,-0.19751,-0.32768,-0.0075656,-0.18468,-0.040327,0.0011423,-0.43147,-0.61541,
,,,,,,,,,,0.51712,-0.29426,0.24561,-0.0089295,0.69295,0.074137,0.21515,0.31469,0.1893,-0.41413,
,,,,,,,,,,0.21704,0.29393,-0.41231,-0.89169,-0.4429,0.081835,0.13478,-0.15146,-0.0653,0.41287,
,,,,,,,,,,-0.3635,0.56698,0.47443,0.38556,0.15182,0.19089,-0.50776,-0.16415,0.67653,0.31116,
,,,,,,,,,,0.35106,-0.37415,-0.69662,-0.014152,0.44849,0.70233,0.28657,-0.09318,-0.20517,-0.39572,
,,,,,,,,,,0.37396,-0.035157,0.10199,0.35353,0.10185,0.17696,0.078903,-0.05077,0.13395,-0.056843,
,,,,,,,,,,0.5399,-0.20769,0.13313,-0.52162,-0.0018596,0.21516,-0.9281,0.32366,0.037272,-0.23509,
,,,,,,,,,,-0.13292,0.59442,-0.25953,0.21461,0.088983,0.042953,-0.35177,-0.43723,-0.34177,0.073758,
,,,,,,,,,,0.51842,-0.28337,-0.30562,0.15632,-0.07948,-0.012013,-0.22833,-0.15263,-0.54896,0.6645,
,,,,,,,,,,0.083316,0.42106,0.19269,-0.18609,-0.53552,-0.21919,-0.55409,0.2007,-0.70401,-0.32414,
