"repeat","dim","snr","delta","rank","mineigval_correction","maxOuterIter","maxtime","minstepsize","verbosity","Z",
1,10,0.5,0.7,1,1e-12,5000,3600,1e-08,1,-0.31541,-0.11975,0.52534,-0.25193,-0.010369,0.14329,-0.048652,-0.088917,-0.20939,0.20686,
,,,,,,,,,,0.2113,-0.12741,-0.13951,0.075535,0.19195,0.21095,0.16153,-0.27494,-0.048442,-0.10784,
,,,,,,,,,,-0.039639,-0.17522,0.43724,-0.3679,-0.34439,-0.33583,-0.68662,-0.32843,0.12439,-0.26666,
,,,,,,,,,,-0.29105,0.080732,0.51535,0.12612,-0.30604,-0.63588,-0.47034,0.30133,0.34942,-0.23081,
,,,,,,,,,,0.075465,0.36307,0.094438,0.70698,0.29258,0.18728,-0.2472,-0.13493,0.032284,-0.41003,
,,,,,,,,,,0.34064,-0.028704,0.16928,-0.051399,-0.059812,-0.2393,0.04642,0.14816,-0.54539,-0.26047,
,,,,,,,,,,-0.68876,-0.34128,0.42173,-0.12721,-0.53,-0.005612,-0.11188,0.064335,0.26384,0.37376,
,,,,,,,,,,0.036052,-0.032689,-0.20719,0.52528,-0.54505,-0.12842,0.79366,1.0245,-0.17281,-0.18919,
,,,,,,,,,,0.044632,0.13727,-0.058724,-0.29662,-0.54775,-0.098525,-0.55572,0.24219,1.2785,-0.018838,
,,,,,,,,,,0.11066,-0.085452,0.27496,-0.11909,0.0062644,0.60139,-0.54649,-0.081051,0.19291,-0.021731,
