"repeat","dim","snr","delta","rank","mineigval_correction","maxOuterIter","maxtime","minstepsize","verbosity","Z",
1,10,0.5,0.3,1,1e-12,5000,3600,1e-08,1,0.27413,0.16503,-0.29274,-0.13635,0.69682,0.0081917,0.34283,0.18747,0.0068192,0.057341,
,,,,,,,,,,0.56725,0.29773,0.4026,0.49139,-0.08472,-0.66068,-0.004601,0.34477,-0.28009,-0.18877,
,,,,,,,,,,-0.15341,0.36948,-0.53289,0.10962,0.20177,0.39271,0.20331,-0.066238,-0.060596,0.31693,
,,,,,,,,,,-0.20037,0.10751,-0.22511,0.23775,-0.0061251,0.10819,-0.51225,-0.16419,0.21804,0.29245,
,,,,,,,,,,0.34845,-0.32089,-0.42194,-0.15604,-0.70952,0.17411,0.11028,0.56992,0.6196,-0.4812,
,,,,,,,,,,-0.22674,0.029455,0.31757,0.47578,-0.50272,0.52171,0.34261,-0.027235,-0.14295,-0.20241,
,,,,,,,,,,0.69571,-0.48579,0.19243,-0.2055,0.078946,0.090698,-0.13525,0.12036,0.16863,-0.14167,
,,,,,,,,,,0.28164,0.18222,0.01136,-0.33536,0.24132,0.44852,-0.074517,0.45538,-0.14453,-0.080216,
,,,,,,,,,,-0.20094,0.1809,0.080749,0.36516,-0.0018127,-0.35384,-0.39629,0.16043,-0.62832,0.033175,
,,,,,,,,,,-0.11811,0.046384,0.22046,0.10096,-0.11374,-0.023618,-0.32578,-0.38648,0.87993,0.49449,
