"repeat","dim","snr","delta","rank","mineigval_correction","maxOuterIter","maxtime","minstepsize","verbosity","Z",
1,15,0.25,0.3,1,1e-12,5000,3600,1e-08,1,-0.87473,-0.19431,0.19962,0.40052,-0.0064426,0.13858,0.27954,0.085708,0.026079,0.14537,0.24397,0.3459,-0.093904,0.10593,0.030122,
,,,,,,,,,,0.13519,0.1273,-0.22548,0.43339,-0.37044,-0.1555,0.20261,-0.047641,-0.35555,0.33966,-0.36471,0.05493,0.58506,0.14115,-0.044768,
,,,,,,,,,,-0.27212,-0.094531,-0.35177,-0.31641,-0.13262,0.1825,0.14695,-0.47438,-0.21944,0.25282,-0.043763,0.41396,-0.12354,0.052523,-0.1364,
,,,,,,,,,,0.078202,0.36954,0.21745,-0.22574,0.41246,0.40586,0.025523,-0.035791,-0.33115,0.12011,0.22522,-0.55307,0.41501,0.18799,-0.42467,
,,,,,,,,,,-0.25274,-0.06004,-0.52618,0.13784,-0.29533,0.47638,-0.11436,0.055659,-0.03479,-0.012417,-0.18571,-0.24487,-0.44732,0.032534,-0.017826,
,,,,,,,,,,-0.019258,0.51553,0.2048,-0.095896,-0.57873,-0.47155,-0.12916,-0.20645,-0.018906,-0.19471,-0.0042773,0.055929,-0.31143,0.12444,-0.12587,
,,,,,,,,,,0.32882,0.24262,-0.17978,-0.14538,-0.29341,-0.35827,-0.67416,-0.32477,0.112,-0.023782,-0.16578,-0.28287,-0.3995,-0.20709,0.10767,
,,,,,,,,,,-0.25752,-0.13258,-0.039816,-0.41688,-0.36472,-0.12884,-0.20428,-0.014703,-0.072287,-0.0089699,-0.30455,0.21832,-0.59202,-0.3141,0.15969,
,,,,,,,,,,0.10716,-0.14802,-0.21943,0.090502,0.072983,-0.16216,-0.5695,0.48919,-0.12118,0.015538,-0.035484,-0.64513,0.13659,-0.11952,-0.1353,
,,,,,,,,,,0.1624,0.17648,0.27637,0.29246,-0.004247,-0.19146,0.16789,-0.13468,-0.50083,0.78647,-0.43869,-0.21738,0.11219,-0.25262,-0.29208,
,,,,,,,,,,0.060341,0.39528,-0.37776,0.095045,-0.0038868,-0.21971,-0.19616,0.5598,0.35012,-0.15418,-0.31766,0.28097,0.077813,0.11289,0.12014,
,,,,,,,,,,-0.28872,-0.38983,-0.023004,0.086284,0.16335,-0.13999,0.041093,0.10779,-0.52962,0.28436,-0.0055865,-0.40158,0.056662,-0.088137,-0.059855,
,,,,,,,,,,0.065603,0.22045,0.70953,0.52767,0.37558,0.52002,-0.17911,-0.059344,0.5599,0.038692,-0.0373,0.090875,0.095128,0.05228,0.35359,
,,,,,,,,,,0.15568,-0.32826,-0.12356,-0.13987,-0.21774,0.10077,0.022657,-0.069341,-0.17021,-0.34957,0.086883,0.26481,0.31103,0.44116,0.24143,
,,,,,,,,,,0.20637,0.018563,-0.10396,-0.2816,0.27038,-0.25529,0.19167,-0.092378,-0.2942,0.16351,-0.2002,0.41696,-0.23147,0.15216,0.6703,
