"repeat","dim","snr","delta","rank","mineigval_correction","maxOuterIter","maxtime","minstepsize","verbosity","Z",
1,10,0.25,0.9,1,1e-12,5000,3600,1e-08,1,1.0813,-0.43838,-0.17785,-0.35998,-0.27603,-0.17828,-0.57268,0.61868,0.10693,-0.2759,
,,,,,,,,,,0.044807,0.30702,0.074046,0.099543,0.42372,-0.40756,-0.15477,-0.40231,-0.16788,-0.25383,
,,,,,,,,,,0.034559,-0.38278,0.061499,-0.096951,-0.068126,0.12677,0.09532,0.086984,-0.2395,0.3486,
,,,,,,,,,,-0.17392,0.079586,-0.19567,0.67879,0.28394,0.16696,-0.31114,-0.29306,-0.83217,-0.1519,
,,,,,,,,,,-0.5791,0.19075,-0.17032,0.27657,0.46044,-0.79454,0.080153,-0.22824,0.24039,0.028917,
,,,,,,,,,,-0.041387,0.50546,0.19489,-0.15585,-0.16893,-1.5488,0.24918,0.13945,0.59288,-0.42158,
,,,,,,,,,,-0.49489,-0.64852,0.15547,-0.1525,-0.081966,0.66267,-1.1331,0.3456,0.158,-0.05789,
,,,,,,,,,,-0.052072,0.26224,0.34805,-0.081964,0.30322,-0.059589,0.15565,-0.52706,0.43523,-0.51414,
,,,,,,,,,,0.065569,-0.051278,0.11477,0.067229,0.40059,-0.20371,0.17882,0.41263,-0.55252,-0.22213,
,,,,,,,,,,0.062601,-0.023815,-0.046136,0.64414,0.3039,-0.31868,-0.013536,-0.29413,-0.38909,-1.0121,
