"repeat","dim","snr","delta","rank","mineigval_correction","maxOuterIter","maxtime","minstepsize","verbosity","Z",
1,30,0.25,0.7,1,1e-12,5000,3600,1e-08,1,-0.58929,-0.12181,-0.15276,-0.20243,0.20918,-0.29385,0.2634,-0.06403,-0.0022119,0.4591,-0.18552,0.26109,0.022205,-0.20958,-0.37777,0.1271,0.1125,-0.1768,0.12998,-0.072607,0.033135,0.27137,0.1544,-0.020722,-0.12394,-0.13476,0.0049433,0.19798,0.089714,-0.22367,
,,,,,,,,,,-0.0092517,0.14952,-0.21051,0.052121,-0.16744,-0.18603,-0.040861,-0.18196,0.035156,-0.18663,-0.22686,-0.06538,-0.071808,-0.13335,0.10864,0.044417,0.2515,0.054558,0.053133,-0.29608,0.0019915,0.33279,0.035767,-0.10931,0.18914,-0.070575,0.18223,0.058958,-0.1108,-0.12906,
,,,,,,,,,,0.0014007,0.3204,0.8529,-0.014215,-0.02235,-0.14653,-0.37729,-0.22857,-0.1452,-0.28878,0.012368,0.050598,-0.00061422,0.12105,0.042791,-0.1938,-0.11051,0.071714,-0.025457,-0.11017,-0.019045,-0.24032,-0.12579,-0.1516,0.20896,0.20371,-0.20745,0.19504,-0.1336,0.0093266,
,,,,,,,,,,0.17326,-0.08072,-0.095521,-0.63689,0.23068,-0.0019617,-0.075381,-0.042674,-0.0017052,-0.17247,-0.16095,-0.011993,-0.058706,-0.098019,0.0086962,0.13054,-0.39942,0.08362,-0.060054,0.030297,-0.16679,-0.29189,-0.030417,0.46406,-0.28096,-0.079297,-0.058268,-0.067635,0.16846,0.14752,
,,,,,,,,,,0.10782,-0.23472,0.081563,0.061652,-0.59706,0.086636,-0.11663,0.16901,-0.1254,-0.074998,-0.11044,0.4816,0.26869,0.010146,0.1069,0.053808,-0.079786,0.084964,-0.24605,0.2315,0.29702,-0.23822,0.11933,-0.13694,-0.072416,-0.071805,-0.4188,0.1653,0.069269,0.25212,
,,,,,,,,,,0.17446,0.055991,-0.0031727,-0.04484,-0.010434,0.13845,0.046101,-0.2447,-0.2041,0.13202,-0.059221,0.057813,-0.047763,-0.070665,0.046401,0.1522,-0.22123,0.15078,0.11256,0.13119,-0.31252,-0.067754,0.24441,0.016553,-0.039701,-0.03542,0.0018594,-0.21438,-0.08696,-0.03059,
,,,,,,,,,,0.042637,0.27005,-0.083573,0.2656,-0.024228,0.0049862,-0.11817,0.35775,0.21362,-0.061077,0.11018,0.051149,-0.12995,0.20198,0.091631,0.04703,-0.18121,0.026076,-0.063657,0.42484,-0.18823,0.070409,-0.071086,-0.15277,0.1402,-0.21127,-0.27446,-0.068527,0.072257,-0.0676,
,,,,,,,,,,-0.13626,0.2143,-0.14725,-0.16623,0.072348,-0.17398,-0.25869,0.22065,0.15365,-0.22885,-0.25856,0.2132,0.10699,-0.29888,0.08891,0.092918,0.18436,0.34178,0.076063,-0.15114,0.13191,0.083909,-0.37024,0.098531,-0.011017,-0.24548,0.042517,0.2052,-0.18085,-0.13008,
,,,,,,,,,,0.40406,0.14356,-0.084179,-0.052514,0.39311,-0.10401,-0.26653,-0.049638,-0.073176,-0.20163,0.31739,-0.03322,0.18989,-0.20448,-0.19938,-0.050639,0.43532,-0.16355,-0.13477,-0.19614,0.30159,-0.14832,0.35196,-0.098834,0.075803,0.17042,0.0044249,-0.0074403,-0.0057918,-0.013109,
,,,,,,,,,,0.12671,0.025586,0.13764,0.24484,0.042329,0.1176,0.22039,-0.045103,0.029256,0.1684,0.084434,0.0063251,-0.33996,0.042075,-0.14505,0.010373,0.013492,0.056746,0.073681,0.065235,0.098952,-0.011659,-0.20321,0.28808,-0.22438,0.031913,0.13883,-0.28429,0.41885,-0.18683,
,,,,,,,,,,-0.007181,0.020684,-0.0063861,0.0054063,-0.12634,0.11146,-0.21786,-0.26289,-0.10577,0.060859,0.32624,-0.34956,-0.2077,0.037707,-0.10237,0.013033,0.10658,-0.26379,-0.054111,-0.13012,0.19227,0.16332,-0.15847,0.20757,0.3421,0.15778,0.058176,0.34397,-0.093265,-0.010153,
,,,,,,,,,,-0.086983,0.0064395,-0.21382,-0.20134,-0.046237,-0.091382,-0.024378,-0.0063472,0.039702,0.03804,-0.21356,0.13751,-0.17199,-0.025209,-0.14367,0.11928,-0.074539,0.12158,0.15593,0.041385,-0.021937,-0.26538,0.21844,-0.39158,-0.097512,-0.04512,-0.31959,-0.048685,0.07325,-0.16559,
