"repeat","dim","snr","delta","rank","mineigval_correction","maxOuterIter","maxtime","minstepsize","verbosity","Z",
1,25,0.5,0.7,1,1e-12,5000,3600,1e-08,1,0.45078,0.23411,-0.10433,0.14511,0.12493,0.084288,-0.11205,-0.10459,0.085347,0.035152,0.45277,0.021213,0.19169,-0.084368,0.28794,-0.13301,0.073688,0.20217,0.28897,-0.26126,0.28935,0.36436,-0.023893,-0.26389,0.11384,
,,,,,,,,,,0.31399,0.17063,0.14272,0.31795,-0.31943,-0.046018,0.20667,0.0085632,0.011809,-0.071191,0.31143,-0.21385,0.16321,0.11202,0.17465,-0.36055,-0.075561,0.44498,0.11053,-0.079771,0.16861,0.1316,0.10341,0.24074,-0.23733,
,,,,,,,,,,-0.02336,0.21225,-0.89081,-0.030315,0.080852,-0.10119,0.051803,-0.42044,-0.2846,-0.17961,0.41068,-0.293,-0.21863,0.077209,0.087031,0.35182,-0.28215,0.017274,0.49419,-0.050152,-0.33503,-0.064062,0.13576,0.18364,0.11693,
,,,,,,,,,,0.079359,-0.078542,-0.07681,-0.021102,0.11746,0.01674,-0.2478,-0.14556,-0.025424,0.13867,0.14474,-0.14553,0.090968,0.014519,0.07334,-0.09908,0.41879,-0.0060678,0.010325,-0.0077493,-0.22287,0.253,-0.029371,0.1705,-0.16672,
,,,,,,,,,,0.21363,0.19167,-0.0065754,0.12448,0.58043,0.0037862,0.15491,0.13336,0.15726,-0.13529,-0.22067,0.23415,-0.099998,-0.15829,0.1721,-0.12956,0.16575,-0.2732,0.030975,0.50463,-0.28762,0.11881,0.12726,-0.15548,-0.085667,
,,,,,,,,,,-0.12482,0.20708,0.19309,-0.022992,0.2657,0.0089665,0.2299,-0.26375,0.039641,-0.28443,0.076202,-0.077382,-0.28242,0.37229,0.22823,0.18205,-0.18896,0.010045,-0.034607,-0.28398,0.0023513,0.47752,-0.047617,0.11761,-0.026176,
,,,,,,,,,,-0.1556,-0.21957,0.030723,-0.038658,0.23717,0.024465,0.0070038,0.15555,0.35945,-0.15046,-0.13185,0.085398,0.30737,0.064104,-0.011598,0.21804,0.092574,-0.25319,-0.19095,-0.068602,0.032669,-0.23258,-0.11259,0.22963,-0.28889,
,,,,,,,,,,-0.085577,-0.055495,-0.17011,0.42765,-0.22219,-0.23486,0.10424,-0.19384,0.0094473,-0.24101,0.20167,0.25588,-0.0488,0.060729,-0.32038,0.29977,-0.098838,-0.19511,0.020231,0.10114,0.34007,-0.05894,0.50025,-0.14977,-0.060752,
,,,,,,,,,,-0.08008,0.15838,0.39652,-0.35198,-0.10794,-0.043806,0.034568,-0.26669,0.59622,0.1535,-0.016308,-0.050363,-0.23223,0.4715,0.28677,0.19942,0.062243,-0.097168,-0.090951,0.15146,-0.010306,0.12196,0.14073,0.089025,-0.23618,
,,,,,,,,,,-0.14253,0.064246,0.061757,-0.061585,0.16211,-0.056925,0.022595,-0.060909,0.083702,-0.73231,0.1758,0.044193,0.17036,0.046981,-0.25705,-0.167,0.28016,-0.1079,-0.26605,-0.29599,-0.085324,0.2396,-0.33531,0.149,0.10932,
,,,,,,,,,,-0.098063,0.099554,0.24926,-0.094123,0.043558,0.1378,0.44957,0.19763,0.35358,-0.34839,-0.1832,-0.28922,-0.10566,-0.0023799,-0.20042,-0.15747,0.44179,0.041748,-0.0076473,0.028403,0.17493,-0.34622,0.23719,0.24103,-0.51143,
,,,,,,,,,,0.048788,0.35933,-0.34554,-0.26389,-0.086939,0.12843,-0.070701,-0.1694,0.02058,0.1881,0.24514,-0.3199,-0.13006,-0.00031682,0.0069856,-0.27468,-0.062489,-0.090666,-0.049678,0.019318,0.10843,0.047676,0.074133,-0.014763,-0.018843,
,,,,,,,,,,0.075269,-0.24178,0.17203,-0.20244,-0.094404,-0.030296,0.14717,0.31522,0.040582,-0.10332,-0.32612,0.1796,-0.9732,-0.48123,0.14506,0.054586,0.20533,-0.018008,-0.35722,-0.34005,0.23589,0.0088001,0.13257,-0.26299,0.13524,
,,,,,,,,,,0.44187,-0.16263,-0.047438,0.088347,-0.54307,-0.23707,0.17904,-0.22341,0.11537,-0.048308,0.26165,0.077582,0.010226,0.29595,0.4089,0.10661,-0.26201,-0.14301,-0.0022695,0.070726,-0.099348,-0.14913,0.14896,-0.034363,0.18766,
,,,,,,,,,,0.24391,-0.19504,0.17535,0.0043182,0.11781,-0.051497,0.070318,0.40269,-0.16709,-0.043729,0.030808,-0.084968,0.13455,-0.2174,-0.38569,0.20749,0.21009,-0.050899,0.31,-0.05836,-0.24908,0.29567,0.095911,-0.052288,-0.23897,
,,,,,,,,,,0.16949,-0.32437,0.12005,-0.057841,-0.42506,0.33052,-0.071991,0.17344,-0.14966,-0.061508,-0.17543,-0.024754,0.052811,0.20429,0.18079,0.54434,0.1219,0.091259,0.26883,0.039341,0.12,-0.083904,-0.033291,-0.017286,0.113,
,,,,,,,,,,-0.020366,0.17441,0.17222,-0.10954,-0.063864,0.011094,-0.33019,-0.072741,-0.067718,0.32325,-0.15198,-0.38234,-0.0042695,-0.14756,-0.37238,-0.0039956,-0.43734,-0.28658,0.082274,-0.13881,0.24672,0.14732,-0.10729,-0.21041,-0.239,
,,,,,,,,,,0.40397,0.28453,0.11425,-0.37008,0.088601,-0.23682,0.33282,0.035051,-0.1556,0.10939,-0.16287,-0.2668,-0.15735,0.064481,0.013625,-0.050322,-0.24728,0.34709,0.095735,-0.13661,-0.28414,0.070423,-0.07899,-0.10219,-0.27969,
,,,,,,,,,,-0.025409,0.049391,-0.10237,0.12115,-0.057667,-0.16576,-0.11666,-0.35803,0.059551,0.18011,0.21579,-0.068399,0.2152,0.055454,-0.028632,0.0053215,-0.18253,-0.018766,-0.41669,0.1108,0.13783,-0.32454,-0.32272,0.37054,-0.20196,
,,,,,,,,,,-0.12675,0.36583,-0.06141,0.062295,-0.10895,0.19575,-0.035438,0.11984,0.066006,0.070524,0.047219,0.14987,-0.32707,-0.17018,0.0071334,-0.0077055,0.15231,0.096721,-0.25151,-0.58029,-0.35159,0.10747,-0.057054,-0.059595,-0.3029,
,,,,,,,,,,0.08548,0.158,-0.073352,0.12782,0.048345,-0.065604,-0.032595,-0.041854,-0.22712,0.17029,-0.0029264,0.24558,-0.1684,0.10359,0.31919,0.10112,-0.37205,0.088686,0.042428,-0.035843,0.9043,0.14001,-0.064105,-0.33809,0.50255,
,,,,,,,,,,-0.15519,0.095714,-0.26626,-0.045049,0.017153,-0.054919,0.204,0.057783,-0.22018,-0.46323,-0.072738,-0.26336,0.022228,0.34663,-0.29211,0.056272,0.1677,0.023389,-0.14875,-0.013464,-0.20655,0.16913,0.31731,0.12828,0.034997,
,,,,,,,,,,-0.29624,0.047002,0.14725,-0.20808,0.022816,0.19427,0.0028533,-0.40353,-0.35579,-0.28232,-0.12228,-0.16162,0.058756,0.012455,-0.29131,-0.097811,-0.43516,-0.02122,-0.24173,-0.057984,0.057286,0.041613,-0.05419,0.029295,0.14799,
