"repeat","dim","snr","delta","rank","mineigval_correction","maxOuterIter","maxtime","minstepsize","verbosity","Z",
1,20,0.25,0.9,1,1e-12,5000,3600,1e-08,1,0.26136,-0.0049963,-0.28781,0.057836,0.02937,-0.40918,-0.092541,-0.032452,-0.10301,-0.2234,0.019434,-0.52104,0.12898,-0.26176,0.033848,0.15182,0.21477,-0.30125,0.030876,0.47526,
,,,,,,,,,,0.093418,0.20209,0.013789,0.074122,-0.0030002,-0.01852,0.068664,0.27705,0.43251,-0.27516,0.1827,0.19756,-0.45672,-0.077056,0.38199,0.19031,-0.14084,-0.078997,0.14249,-0.15614,
,,,,,,,,,,-0.11275,0.07402,0.35395,-0.12483,-0.0079978,-0.047868,-0.35392,-0.092391,0.016799,-0.079634,-0.045968,0.13059,-0.081537,-0.0023521,-0.2623,-0.34296,-0.081326,0.19291,0.10358,-0.11985,
,,,,,,,,,,-0.4567,-0.17608,-0.2419,-0.2479,0.12811,-0.084222,-0.053577,0.20591,0.1922,0.066942,-0.086718,0.042662,-0.36318,0.20639,0.069649,-0.33662,-0.14956,-0.19964,-0.2748,-0.21526,
,,,,,,,,,,0.13464,-0.14551,-0.05116,0.21222,-0.17712,-0.39702,0.2503,-0.21585,-0.015519,0.074611,-0.2681,-0.087786,0.13611,-0.18171,0.31795,0.19219,-0.27342,-0.049014,-0.29215,0.16356,
,,,,,,,,,,-0.018331,-0.14474,-0.11581,-0.09002,-0.47404,0.87849,-0.080843,-0.16648,-0.064297,-0.10926,0.095488,0.23357,0.10917,-0.25405,0.11817,0.17282,-0.18696,-0.086733,0.34185,-0.47176,
,,,,,,,,,,2.4357e-05,-0.24437,0.1595,0.056009,-0.035789,-0.082792,0.25373,-0.045094,-0.20556,-0.42582,0.10606,0.63655,-0.11671,0.087084,0.041071,0.13232,-0.081454,-0.35206,-0.35259,-0.091343,
,,,,,,,,,,-0.22779,-0.21143,0.11149,-0.43098,-0.12602,-0.22902,-0.13747,-0.15048,-0.4038,0.10453,-0.37472,0.081817,-0.24044,-0.10999,0.075316,-0.070547,-0.29347,0.059045,0.081506,-0.081394,
,,,,,,,,,,0.16849,-0.025468,-0.063247,0.023202,0.1555,0.33825,-0.15516,0.015024,-0.078688,0.15147,-0.1656,0.25448,0.31082,0.22242,0.36611,0.1269,0.49403,0.19709,-0.12484,-0.017559,
,,,,,,,,,,-0.018834,0.24103,0.059462,0.33001,-0.11767,0.32681,-0.061463,-0.10113,0.039158,0.16533,0.080824,-0.097443,-0.25833,-0.013609,-0.3556,0.024675,0.54292,0.063553,-0.40181,-0.47066,
,,,,,,,,,,0.16499,-0.40498,-0.13927,-0.081806,-0.39983,0.32484,0.35428,0.031817,0.36753,0.37484,-0.098738,-0.41489,-0.084738,0.23402,0.0375,0.16614,-0.18449,-0.13409,0.22617,0.10098,
,,,,,,,,,,-0.25766,0.15323,0.082252,-0.018592,-0.14011,0.18119,-0.017748,-0.35398,0.071021,0.2249,-0.036329,-0.37417,0.22435,0.12298,0.13031,-0.014486,0.00043411,-0.055738,-0.24551,-0.10218,
,,,,,,,,,,0.44653,0.37301,-0.20833,0.1861,0.0051064,0.23095,0.1782,-0.021813,-0.16044,0.3856,0.088848,-0.092457,-0.45479,-0.12332,0.17584,0.25915,-0.13789,0.23378,0.16987,0.38992,
,,,,,,,,,,-0.10046,-0.13622,0.13513,0.29134,0.38156,0.31445,-0.11311,0.10939,0.083443,-0.47075,-0.10334,0.057706,0.39762,0.0043516,0.27688,-0.12143,-0.24641,-0.14277,0.33864,0.17509,
,,,,,,,,,,0.013667,0.11603,-0.087151,0.027462,0.063726,-0.37942,-0.016329,0.36401,0.37011,-0.44635,0.049877,-0.012491,-0.13441,-0.019955,-0.0034365,-0.27791,-0.42223,-0.063075,-0.1182,0.21183,
,,,,,,,,,,-0.17417,-0.046037,-0.010439,0.27908,0.060687,0.48921,-0.30432,-0.0063085,-0.088255,-0.31493,-0.082004,-0.29823,-0.012232,-0.062108,0.23465,-0.094886,0.26225,-0.13043,0.11022,0.016135,
,,,,,,,,,,-0.58028,-0.58662,0.19336,-0.012213,0.14474,-0.056985,0.066867,-0.06133,-0.2649,-0.32614,0.071177,0.035358,-0.27576,-0.03712,0.030112,-0.28853,0.7725,-0.58478,0.1137,0.038875,
,,,,,,,,,,0.59869,0.074221,0.0071421,-0.29779,0.30847,-0.17027,0.30098,0.13649,0.026264,0.1624,0.13929,0.077318,0.16047,0.33463,-0.22092,-0.11133,-0.029884,-0.64972,-0.34241,0.19723,
,,,,,,,,,,0.01637,-0.21794,-0.10306,-0.06988,0.49796,-0.0048437,-0.13944,0.094507,-0.28661,0.35044,0.031265,-0.099025,-0.13221,-0.012886,0.4314,0.12272,0.045186,0.090389,-0.012517,0.0043271,
,,,,,,,,,,-0.23137,-0.15891,0.028436,0.06272,-0.086081,0.024976,0.25325,0.39359,0.087385,-0.14445,0.20128,0.11655,-0.22746,0.23207,0.075608,-0.19179,-0.32213,-0.15049,0.0077648,0.10947,
