"repeat","dim","snr","delta","rank","mineigval_correction","maxOuterIter","maxtime","minstepsize","verbosity","Z",
1,10,1,0.7,1,1e-12,5000,3600,1e-08,1,-0.54876,-0.23592,-0.24774,0.024601,-0.038221,-0.036349,0.13701,0.15549,0.045791,0.059577,
,,,,,,,,,,0.0059573,-1.0096,-0.14203,-0.46103,-0.22382,0.0062325,-0.52312,-0.097862,-0.49506,-0.23362,
,,,,,,,,,,0.1179,0.33195,-1.4674,0.0091351,0.58243,-0.010252,0.059509,0.17688,0.099043,-0.64711,
,,,,,,,,,,0.099226,-0.062864,0.32329,-0.56015,-0.12072,-0.14314,-0.28835,-0.089916,-0.029439,-0.32223,
,,,,,,,,,,-0.29855,-0.10889,-0.12969,-0.0086083,0.34225,-0.37665,-0.50331,-0.40306,0.20372,-0.38198,
,,,,,,,,,,-0.12938,0.15965,-0.010166,0.19497,0.27048,-0.10948,-0.22173,-0.39778,0.27048,0.048916,
,,,,,,,,,,-0.08046,-0.26151,-0.050896,0.004736,0.21376,0.3914,0.013741,-0.043197,-0.4164,-0.42587,
,,,,,,,,,,0.05995,0.54978,0.37948,0.21841,0.1233,0.6338,0.028846,0.42886,0.20075,-0.44238,
,,,,,,,,,,0.048132,-0.24906,-0.6358,0.54361,-0.17983,-0.012642,-0.33975,-0.16576,0.92606,0.044866,
,,,,,,,,,,0.069484,0.0070678,0.1786,0.21993,0.24329,0.20022,0.22647,0.016767,0.41144,-1.2191,
