"repeat","dim","snr","delta","rank","mineigval_correction","maxOuterIter","maxtime","minstepsize","verbosity","Z",
1,15,0.5,0.9,1,1e-12,5000,3600,1e-08,1,0.65142,0.2944,-0.37926,-0.31323,0.086878,0.21292,0.17681,-0.14428,-0.14259,0.23165,0.1667,-0.017999,-0.098379,0.15019,0.43416,
,,,,,,,,,,-0.52078,0.83726,0.17117,0.25468,0.27471,-0.081466,0.22741,-0.15258,0.25144,-0.074967,-0.24865,0.10433,-0.09359,-0.013174,0.26856,
,,,,,,,,,,0.18926,-0.31391,-0.27992,-0.052226,0.14695,0.19278,0.30409,-0.1262,-0.051386,0.39879,0.32598,-0.054045,0.11098,-0.086013,0.28945,
,,,,,,,,,,-0.018822,-0.026295,-0.23633,0.46743,-0.02341,0.1047,-0.76698,0.01067,-0.23955,0.084257,-0.067502,0.26029,0.14072,0.24388,-0.2056,
,,,,,,,,,,0.52847,0.025375,0.29381,0.188,-0.40673,0.32758,-0.12416,0.2873,0.070877,-0.35983,-0.23011,-0.096971,0.099268,0.0036129,0.062078,
,,,,,,,,,,0.5091,-0.30814,-0.16382,0.074767,-0.58724,-0.5414,0.00762,-0.17822,-0.22189,-0.14285,-0.40481,-0.74228,0.14481,-0.021244,-5.7574e-05,
,,,,,,,,,,0.29484,0.27245,-0.023415,0.14575,-0.022183,-0.29124,-0.21868,-0.36544,-0.18346,0.36584,-0.14397,-0.015958,-0.23499,0.2573,0.3031,
,,,,,,,,,,-0.11815,-0.061264,-0.072385,0.035945,-0.30078,0.071804,0.48662,0.37706,-0.038258,0.31955,-0.0021809,-0.076544,-0.29873,-0.041052,-0.085466,
,,,,,,,,,,-0.043533,-0.23224,0.089349,-0.26548,0.10851,-0.4832,0.094137,-0.21234,0.78035,-0.15838,0.30443,0.47415,-0.1344,-0.20678,0.18197,
,,,,,,,,,,0.29568,0.021833,0.32164,-0.40101,0.33157,-0.25203,0.031942,0.43007,-0.1884,0.0031021,-0.13534,0.45134,-0.20729,0.11788,0.067888,
,,,,,,,,,,0.25612,-0.13451,0.081104,-0.11641,-0.044187,-0.14943,0.33779,0.27853,-0.39019,-0.10666,-0.25392,-0.11119,0.18312,0.37582,0.41232,
,,,,,,,,,,-0.22789,-0.49266,0.070522,0.21575,-0.30718,-0.21793,0.069027,0.67132,0.090232,-0.36476,0.1528,0.29684,-0.21131,0.059828,0.18931,
,,,,,,,,,,0.022709,-0.5243,0.036143,-0.2976,-0.4425,0.079064,-0.057937,-0.24338,0.36818,-0.42068,-0.087936,0.25779,-0.1926,-0.098206,0.24925,
,,,,,,,,,,0.02967,0.054166,-0.19941,0.11522,-0.0068716,-0.30046,-0.2501,0.1628,0.076711,0.49548,0.0055406,0.23379,0.43848,-0.031057,0.22192,
,,,,,,,,,,-0.25906,-0.1554,-0.067664,0.19914,-0.075831,0.56407,-0.44503,0.12172,-0.2542,0.064355,0.21368,0.028558,-0.22819,0.50269,0.19045,
