"repeat","dim","snr","delta","rank","mineigval_correction","maxOuterIter","maxtime","minstepsize","verbosity","Z",
1,25,0.25,0.3,1,1e-12,5000,3600,1e-08,1,-0.48047,-0.1355,-0.20642,-0.10346,-0.072251,0.056115,0.034687,0.0014006,0.10576,0.083324,-0.11207,0.23523,-0.16422,-0.39286,0.065175,-0.027994,-0.045838,-0.19755,0.06146,0.13576,-0.10174,-0.027321,-0.14217,0.034856,-0.12637,
,,,,,,,,,,-0.21794,-0.085748,-0.1672,-0.34553,0.12339,-0.17481,0.052874,0.29101,-0.33967,-0.31369,-0.05414,-0.20481,-0.14063,-0.21949,-0.071131,0.31162,-0.45149,-0.12044,0.060063,-0.16082,0.059073,-0.10451,0.092809,-0.081279,-0.20519,
,,,,,,,,,,0.18727,0.10688,0.27509,-0.22008,-0.30924,-0.33013,-0.078993,0.25246,-0.1723,-0.058926,-0.29955,0.20555,0.32821,0.11264,-0.11726,-0.10246,-0.099915,0.13536,0.02711,-0.025974,-0.18536,0.23202,0.25349,0.012168,-0.081964,
,,,,,,,,,,0.096464,0.061235,-0.30968,0.33566,-0.17269,0.1637,-0.35342,0.076209,-0.31528,-0.22956,-0.033159,-0.037066,-0.3994,0.0087191,0.24495,-0.032629,0.15556,-0.083093,0.088529,-0.23333,-0.12415,-0.047409,0.22982,0.056131,0.013574,
,,,,,,,,,,-0.33455,0.010589,0.076055,-0.2241,-0.4112,-0.042154,-0.2162,-0.27333,-0.0574,-0.57259,-0.23426,0.0016524,-0.1055,-0.038944,-0.088915,0.20858,0.19059,0.096526,0.10735,-0.055181,0.12738,-0.039338,0.25516,-0.026455,-0.094305,
,,,,,,,,,,-0.064147,-0.3227,-0.24047,-0.30648,0.11062,0.35257,-0.018921,0.25555,0.073445,-0.38513,0.075522,-0.021912,0.19791,0.14254,-0.22556,-0.062366,-0.12553,-0.25198,-0.20596,-0.14676,-0.095661,0.094521,-0.025432,-0.057293,0.20578,
,,,,,,,,,,-0.040496,0.23338,0.2705,-0.044266,0.20763,-0.12488,0.89267,0.0096909,-0.21688,0.050754,-0.11331,-0.23312,0.24546,-0.14205,-0.037715,0.011487,-0.12095,0.31211,-0.26297,0.16791,0.35336,0.026755,-0.25636,0.27342,-0.021369,
,,,,,,,,,,0.0095892,0.022067,-0.09374,0.20482,-0.060965,-0.32993,0.057724,-0.21183,0.21513,-0.27462,-0.43393,0.20227,0.12382,0.04097,0.11667,-0.12864,0.1401,0.028854,-0.46004,-0.26392,0.19201,-0.15591,0.033417,0.04319,0.062731,
,,,,,,,,,,0.066171,0.49214,0.10098,0.059085,0.23834,0.073492,0.1586,0.0067777,0.45933,-0.18906,0.28977,-0.24591,0.13268,-0.17564,0.28147,-0.073955,-0.26923,-0.18697,-0.10334,-0.25002,-0.024798,0.18294,-0.15555,0.11558,0.15068,
,,,,,,,,,,-0.12861,-0.067458,-0.18606,-0.18424,-0.064013,0.020023,0.05342,-0.23215,0.16444,0.074878,0.19805,-0.057305,0.058309,0.30399,0.061126,0.063697,0.056223,-0.059192,0.064135,-0.061729,0.021928,0.41506,0.1271,-0.15858,0.067725,
