"repeat","dim","snr","delta","rank","mineigval_correction","maxOuterIter","maxtime","minstepsize","verbosity","Z",
1,50,0.25,0.7,1,1e-12,5000,3600,1e-08,1,0.46353,0.15681,-0.013512,0.12445,0.072834,0.17835,0.17962,-0.081881,-0.11521,-0.038331,0.046974,-0.02162,0.032609,-0.13462,-0.0063632,-0.067548,0.061396,0.082153,0.035772,-0.054608,-0.026424,-0.1918,-0.10262,0.074706,-0.063774,0.1359,-0.0078895,0.19298,-0.060597,0.063517,-0.13991,-0.086357,-0.47692,-0.13058,0.072849,-0.10629,0.2161,-0.0061526,0.034565,0.20349,-0.15672,0.16063,-0.12213,0.065183,0.041576,0.076215,-0.20994,-0.087283,0.12186,-0.2451,
,,,,,,,,,,0.21437,0.029262,-0.31514,0.027509,-0.099794,0.056571,-0.18873,-0.1365,-0.13718,0.01022,0.12256,0.21354,-0.08718,-0.14984,0.045929,0.24073,-0.014322,-0.026846,0.19542,-0.24679,-0.080541,-0.089247,0.017342,-0.14076,-0.08781,-0.22206,-0.047982,0.13281,-0.099821,-0.22987,-0.18056,-0.2855,-0.022446,-0.096539,0.091521,0.15605,-0.1183,0.11292,0.26087,0.02402,-0.089507,-0.020884,0.15171,0.0024274,-0.057512,-0.14791,-0.075151,-0.0069388,-0.25486,-0.12296,
,,,,,,,,,,0.14098,-0.19314,-0.059514,-0.20985,-0.12466,0.081464,-0.15497,0.018067,-0.070984,0.20005,0.23874,0.071175,0.11352,-0.10463,0.060597,-0.26311,0.05245,-0.045702,0.01752,0.04426,0.22309,-0.060248,0.24467,0.2703,0.15391,-0.084837,-0.044112,-0.039214,-0.25626,0.0031797,-0.037289,-0.23127,0.052225,0.046184,0.085932,0.19326,-0.041988,-0.10833,0.018194,-0.10414,-0.050673,0.037796,0.051293,-0.092214,0.013115,0.041609,-0.065075,0.18338,0.21965,-0.069205,
,,,,,,,,,,0.024953,0.094464,0.12008,0.07411,-0.21099,0.27099,-0.12752,0.067703,0.0065508,-0.069535,0.15381,-0.06131,-0.051914,0.06769,0.2415,0.033453,-0.12986,-0.040473,0.13988,-0.033798,0.033627,0.095522,-0.17429,0.0056617,-0.21989,0.042811,0.32514,0.084439,0.12548,-0.11272,-0.00012243,0.12278,0.10746,-0.15545,0.13059,0.0027364,0.073375,0.10989,0.26341,-0.14908,0.23607,0.025094,0.055687,0.22085,0.12172,-0.14255,-0.20798,-0.11412,-0.065791,-0.058091,
,,,,,,,,,,0.14144,-0.030683,0.21675,-0.13153,-0.40403,0.032552,0.044843,0.021847,0.1171,-0.0438,-0.19993,0.042469,-0.05068,-0.056756,0.1265,-0.085997,0.048356,0.082226,-0.14862,0.067785,0.070793,0.20268,-0.34736,-0.012376,0.079611,-0.11209,-0.012103,0.17062,-0.071674,-0.26297,-0.14604,0.21998,-0.10025,0.14132,0.26119,-0.094075,-0.20017,-0.11722,-0.041849,-0.18381,0.11964,0.0041269,-0.046914,-0.26876,0.31452,-0.38616,-0.079134,-0.2971,-0.14049,0.10667,
,,,,,,,,,,-0.23073,-0.10092,0.033305,-0.059111,0.0027228,0.072307,0.084803,0.14851,0.10982,-0.15445,-0.022084,0.14432,0.08385,-0.14847,0.32376,0.11338,-0.017927,0.041816,-0.11668,0.16424,-0.19315,0.078435,-0.14737,-0.19598,0.057836,0.067088,-0.01207,-0.14828,0.12137,0.010439,-0.024554,-0.075972,0.058112,0.0041549,0.018884,0.0831,0.10285,-0.27415,-0.19929,0.033221,-0.13103,0.15232,0.10755,-0.18153,-0.041109,0.093857,0.21841,0.19088,0.10544,0.03549,
,,,,,,,,,,-0.26045,0.04491,-0.24177,0.061566,0.22241,-0.032887,0.14113,-0.010089,-0.026305,0.00847,0.2024,-0.012,0.057184,-0.15764,0.11517,0.11819,0.1301,-0.11749,-0.016709,-0.29611,-0.1794,-0.19646,-0.16793,0.0042465,0.081068,-0.092948,0.17011,-0.13094,-0.32564,-0.21127,0.32728,0.061704,0.0038286,0.0019961,-0.14717,0.15466,0.17301,-0.2387,0.053242,0.16893,0.18148,0.19333,-0.14818,0.1548,-0.29553,-0.022932,0.11229,0.20205,-0.0053091,0.078873,
,,,,,,,,,,0.024675,0.11274,0.17948,-0.11465,-0.19228,0.12911,0.17973,-0.1937,0.23881,-0.014191,0.026192,0.081549,-0.0987,-0.19391,0.025691,0.039581,-0.2097,-0.096644,-0.13021,-0.17035,-0.05304,-0.020244,-0.19875,0.026949,0.17584,0.044842,0.071542,-0.10771,0.026844,0.043705,-0.010621,0.12889,-0.066951,0.087217,-0.14077,-0.063635,0.10757,0.078929,-0.090119,0.064385,-0.25778,0.14883,0.027095,-0.049966,0.0030736,-0.21352,0.054771,-0.070543,-0.0099961,0.29986,
,,,,,,,,,,0.086535,-0.011971,-0.037322,0.14892,-0.14665,-0.021918,-0.14074,0.038751,-0.18893,0.1284,-0.027238,0.23671,0.050998,-0.00074249,-0.14837,-0.033306,0.090303,0.10234,0.058915,0.0061594,-0.05408,-0.29474,-0.092932,-0.1975,-0.034781,-0.024716,0.15051,0.045961,0.030486,-0.01257,-0.29824,0.037437,0.12399,0.10376,0.13225,-0.27725,-0.0064505,-0.1797,0.02954,0.11427,0.0090446,0.081065,-0.14004,0.14058,0.084034,0.11341,-0.0073536,0.13235,-0.27837,0.01589,
,,,,,,,,,,0.038902,-0.11823,0.13813,0.023257,-0.05886,-0.018109,0.093707,-0.031641,0.036504,-0.069036,0.19582,-0.17165,-0.068161,0.064165,0.010856,0.0037259,-0.12476,0.022027,-0.044521,0.074657,-0.094642,-0.11414,-0.054713,-0.14267,-0.18548,-0.077887,-0.12912,0.17857,-0.22501,-0.067574,-0.013262,0.34863,0.34946,-0.12982,0.31333,-0.022119,-0.078462,-0.12909,0.1115,0.068373,0.25259,0.21249,-0.042812,-0.041997,0.018336,0.12432,-0.16187,0.0091737,-0.11738,-0.039679,
,,,,,,,,,,-0.065549,0.084428,0.085241,0.10264,0.020815,-0.15588,0.12574,-0.13165,0.04144,0.054527,0.28316,-0.0052969,-0.048387,-0.2345,-0.011656,-0.041729,0.020757,-0.12897,-0.047425,-0.13676,0.35177,0.090453,0.19384,0.27931,0.039525,0.1439,0.059543,-0.1228,-0.11766,0.363,-0.28061,0.085571,-0.061814,-0.10335,0.11678,-0.092475,-0.071929,0.09644,-0.19869,-0.15024,-0.020163,0.15912,-0.0082262,0.013054,-0.13174,0.033075,-0.027137,-0.081472,0.12614,-0.01329,
,,,,,,,,,,0.15593,-0.21547,0.17154,-0.065382,-0.07117,0.037755,-0.009499,0.057535,0.30844,-0.35573,-0.0413,-0.31655,-0.1842,0.041331,0.097829,-0.05618,0.17949,-0.0905,-0.011036,-0.035684,0.11698,-0.15005,-0.092007,-0.11096,0.043878,-0.059576,-0.015469,0.28566,-0.1636,0.17847,-0.074064,-0.11865,0.007333,0.1109,0.17601,-0.1917,0.00028579,-0.075316,-0.1491,0.35595,0.12153,0.0093548,-0.25948,0.06723,-0.031932,0.099556,-0.16789,-0.090708,0.065043,0.22455,
