"repeat","dim","snr","delta","rank","mineigval_correction","maxOuterIter","maxtime","minstepsize","verbosity","Z",
1,20,0.25,0.7,1,1e-12,5000,3600,1e-08,1,-0.27305,-0.30393,-0.18356,0.34962,0.21146,-0.45781,0.0060317,0.074363,-0.28452,0.12117,-0.42143,-0.079719,-0.18881,0.31306,-0.095162,0.091642,0.23525,-0.076569,0.13858,-0.051494,
,,,,,,,,,,0.026429,0.28768,-0.082325,-0.38206,0.35675,-0.16676,0.026007,-0.095573,-0.154,0.21626,0.19348,0.21506,-0.20839,0.1497,0.3675,0.1012,0.58715,0.15346,-0.012285,-0.011525,
,,,,,,,,,,-0.16223,0.035412,-0.42078,-0.01728,-0.17344,-0.25983,0.28275,-0.26903,0.02048,0.03024,-0.27407,-0.072182,-0.1854,-0.28019,-0.0064288,-0.35407,0.060368,0.047967,0.031171,0.029975,
,,,,,,,,,,0.3304,-0.077266,0.03727,-0.17919,0.065502,0.38856,-0.085022,-0.16098,-0.30423,-0.41536,-0.066141,0.10246,0.33428,0.61215,-0.088105,0.41311,-0.1929,0.084594,-0.01917,-0.093509,
,,,,,,,,,,0.16146,0.3387,-0.15053,0.07285,0.31108,-0.018797,-0.19686,-0.28839,0.28217,0.0068903,-0.29511,-0.078098,-0.070449,0.037952,-0.11924,-0.05546,0.36617,-0.12222,0.2406,-0.11903,
,,,,,,,,,,0.063799,0.084754,0.35282,0.14292,0.10821,-0.094161,0.15636,-0.087094,0.18957,0.0046216,0.3914,0.021365,-0.16736,-0.012438,0.15289,0.11715,-0.31873,-0.28136,0.1305,-0.08161,
,,,,,,,,,,-0.16303,0.057347,0.038183,0.18366,-0.13347,0.25149,-0.43411,-0.44685,0.074656,-0.34461,-0.039163,0.28693,0.17938,-0.037521,-0.17258,-0.33825,-0.17224,0.18427,0.60651,0.077535,
,,,,,,,,,,-0.070149,-0.012351,0.27816,0.068873,0.41167,0.12845,0.20425,-0.013706,-0.082119,0.15889,-0.21486,0.031523,-0.030736,0.26312,0.33326,-0.015317,-0.059306,0.16775,-0.049192,0.29632,
,,,,,,,,,,-0.018751,0.37008,0.055058,0.48579,-0.18787,-0.23699,-0.12646,0.039983,-0.054728,0.30903,0.2223,0.42557,0.13502,0.054279,0.36695,0.0092336,0.49508,0.45894,-0.1691,-0.046119,
,,,,,,,,,,-0.27894,-0.022847,0.022033,0.095288,-0.079302,-0.20602,-0.37433,0.01716,-0.17384,-0.19398,0.09308,0.13955,-0.11666,-0.066452,-0.26502,0.19529,0.01711,-0.085606,0.11034,-0.26698,
,,,,,,,,,,0.032443,0.18026,-0.1206,-0.23618,0.034735,-0.088876,0.29992,0.01693,0.16039,-0.064649,-0.15321,-0.030165,0.13955,0.1793,0.028222,0.020222,-0.18425,-0.17431,-0.13053,-0.19981,
,,,,,,,,,,-0.098559,0.33033,0.47631,-0.25718,-0.022836,-0.0487,-0.38734,0.064483,0.0089014,-0.16381,0.3556,-0.69497,0.48193,0.085507,-0.043585,0.010204,-0.49499,-0.033454,-0.038131,0.13333,
,,,,,,,,,,0.20436,-0.22971,0.11027,-0.010498,-0.14335,0.23274,-0.0028632,0.032782,-0.15093,0.02657,-0.35266,-0.014527,-0.42798,-0.23507,-0.31182,-0.11036,0.23587,0.12118,-0.088825,0.22326,
,,,,,,,,,,0.038331,-0.13777,-0.0013397,0.39688,0.2127,0.016364,-0.55069,0.1212,-0.11178,-0.05278,0.20031,-0.2228,-0.27295,0.25342,-0.040215,-0.25092,0.34126,0.1773,0.21946,-0.26163,
,,,,,,,,,,0.080793,0.073323,0.00072117,0.012569,-0.23222,-0.18754,-0.0017966,0.15499,0.064818,0.26969,0.023859,-0.3182,-0.23777,0.23662,-0.055132,-0.035811,0.035012,-0.17524,-0.053581,0.026643,
,,,,,,,,,,0.36878,-0.30687,0.050639,-0.40526,0.079407,0.1412,0.073467,0.23556,0.20748,-0.030626,-0.049971,0.53478,0.33036,0.12751,0.11483,-0.3872,-0.088375,0.065516,-0.35627,-0.23277,
,,,,,,,,,,0.1702,0.21326,0.13008,-0.11779,0.41882,-0.41394,-0.32825,-0.036023,0.1093,-0.10069,-0.080184,0.28234,0.054106,0.075436,-0.18609,-0.036506,0.011326,-0.12236,0.30462,-0.00073774,
,,,,,,,,,,0.19357,-0.048106,0.28417,0.54027,-0.078188,-0.16679,-0.060214,-0.23922,-0.02667,0.17218,0.16401,0.0028735,-0.17166,-0.19128,-0.16928,0.29107,-0.2403,-0.28174,-0.32365,-0.074953,
,,,,,,,,,,-0.24578,-0.03473,0.086568,-0.070795,-0.27094,-0.061286,-0.09636,0.48379,-0.19598,-0.070077,0.32499,-0.4127,0.11169,-0.1855,0.059177,-0.050733,0.16855,-0.1091,0.32804,0.20686,
,,,,,,,,,,-0.19464,-0.085886,0.14396,-0.098103,0.0027189,-0.24783,-0.39817,0.18618,0.033558,0.021863,0.10695,0.20256,0.22495,0.064224,0.080265,0.6044,-0.1209,-0.12561,0.13093,-0.36221,
