"repeat","dim","snr","delta","rank","mineigval_correction","maxOuterIter","maxtime","minstepsize","verbosity","Z",
1,10,1,0.3,1,1e-12,5000,3600,1e-08,1,0.049931,0.48933,-0.065849,0.36964,0.43647,-0.027289,-0.0097232,0.09554,-0.35181,0.13854,
,,,,,,,,,,-0.18845,-0.63878,0.073661,0.35242,0.082463,-0.036335,-0.23276,0.0041557,0.22806,0.1186,
,,,,,,,,,,-0.055835,-0.11374,-0.44179,0.19833,0.088586,0.43351,-0.42405,-0.0034703,-0.46318,-0.024268,
,,,,,,,,,,-0.24926,0.088534,-0.031035,-0.076213,0.039261,0.14985,0.51545,-0.22874,0.16951,0.080034,
,,,,,,,,,,0.16311,-0.12666,-0.096606,-0.29448,0.22618,0.14057,0.27497,0.37264,0.48637,0.13833,
,,,,,,,,,,0.083685,-0.41872,0.21898,-0.39746,0.0064648,-0.12937,-0.065222,-0.094256,0.039236,-0.053403,
,,,,,,,,,,0.26794,-0.18825,0.2732,0.14521,0.27049,-0.25809,-0.0015514,-0.013213,-0.36528,0.08402,
,,,,,,,,,,0.080124,-0.1763,-0.17359,-0.048737,-0.36137,-0.14272,0.026271,-0.39832,0.54356,-0.11716,
,,,,,,,,,,0.10339,0.14843,-0.61036,-0.37498,0.30159,0.13206,0.14932,0.0099016,-0.96222,-0.16449,
,,,,,,,,,,0.060301,0.16834,0.019208,0.22321,0.39722,-0.29018,0.13576,0.47441,-0.21281,-0.38185,
