"iter","time","maxviolation","meanviolation","cost",
0,0,0.31115,0.06223,0.48717,
1,0.43251,3.1829e-08,6.3659e-09,-0.52179,
2,0.47233,3.1829e-08,6.3659e-09,-0.52179,
3,0.51546,3.1829e-08,6.3659e-09,-0.52179,
4,0.55254,3.1829e-08,6.3659e-09,-0.52179,
5,0.58902,3.1829e-08,6.3659e-09,-0.52179,
6,0.62258,3.1829e-08,6.3659e-09,-0.52179,
7,0.68245,3.1829e-08,6.3659e-09,-0.52179,
8,0.72106,3.1829e-08,6.3659e-09,-0.52179,
9,0.76306,3.1829e-08,6.3659e-09,-0.52179,
10,0.80428,3.1829e-08,6.3659e-09,-0.52179,
11,0.8445,3.1829e-08,6.3659e-09,-0.52179,
12,0.88265,3.1829e-08,6.3659e-09,-0.52179,
13,0.91782,3.1829e-08,6.3659e-09,-0.52179,
14,0.95149,3.1829e-08,6.3659e-09,-0.52179,
15,0.98528,3.1829e-08,6.3659e-09,-0.52179,
16,1.0185,3.1829e-08,6.3659e-09,-0.52179,
17,1.0539,3.1829e-08,6.3659e-09,-0.52179,
18,1.0939,3.1829e-08,6.3659e-09,-0.52179,
19,1.1324,3.1829e-08,6.3659e-09,-0.52179,
20,1.1709,3.1829e-08,6.3659e-09,-0.52179,
21,1.209,3.1829e-08,6.3659e-09,-0.52179,
22,1.2471,3.1829e-08,6.3659e-09,-0.52179,
23,1.3702,3.496e-09,6.992e-10,-0.52179,
24,1.4362,3.496e-09,6.992e-10,-0.52179,
25,1.5015,3.496e-09,6.992e-10,-0.52179,
26,1.5663,3.496e-09,6.992e-10,-0.52179,
27,1.6296,3.496e-09,6.992e-10,-0.52179,
28,1.7174,3.496e-09,6.992e-10,-0.52179,
29,1.799,3.496e-09,6.992e-10,-0.52179,
30,1.8754,3.496e-09,6.992e-10,-0.52179,
