"repeat","dim","snr","delta","rank","mineigval_correction","maxOuterIter","maxtime","minstepsize","verbosity","Z",
1,15,0.1,0.7,1,1e-12,5000,3600,1e-08,1,0.68894,-0.23021,0.31007,-0.22179,-0.32391,0.29674,0.17398,-0.32462,-0.19258,0.24127,0.16031,0.057869,0.27541,-0.21526,-0.14635,
,,,,,,,,,,0.59025,0.34759,0.050944,0.30586,-0.32898,0.1313,-0.61131,-0.44321,-0.15263,-0.26822,0.2592,-0.20248,0.29449,0.078816,0.35822,
,,,,,,,,,,-0.063208,-0.36848,-0.95023,0.29239,-0.14171,0.025396,0.22886,-0.084087,0.49784,0.39398,-0.19977,0.059993,0.16358,0.33376,0.06035,
,,,,,,,,,,0.14299,0.10572,-0.24505,-0.20927,0.2447,0.57572,-0.42926,0.33972,-0.38869,-0.047017,0.14437,-0.38851,0.69164,0.3239,0.1491,
,,,,,,,,,,0.15167,-0.23024,0.36759,0.07936,1.181,-0.4358,-0.5443,-0.37399,0.77371,0.010966,0.1561,0.2021,-0.3286,0.066322,0.55666,
,,,,,,,,,,0.21538,0.34913,0.35532,-0.32676,-0.19009,0.42276,-0.071453,0.4785,-0.7132,0.12288,-0.11453,-0.17225,-0.21761,-0.15592,-0.095462,
,,,,,,,,,,-0.12235,0.16221,0.0094793,0.19789,-0.4183,0.35285,-0.37184,-0.14087,-0.071416,0.044466,-0.0070655,0.10484,0.075753,-0.36991,-0.076031,
,,,,,,,,,,0.44505,-0.17034,-0.14386,0.016197,0.11083,-0.064822,0.43148,-0.2888,-0.098789,0.59785,-0.21008,-0.1976,-0.11708,0.20422,-0.33986,
,,,,,,,,,,0.062884,-0.010258,0.034978,-0.10793,0.028083,0.13853,0.35405,0.12917,-0.18682,0.017654,0.10053,-0.018077,0.12696,0.09763,0.12119,
,,,,,,,,,,0.054421,0.24237,-0.18964,0.16516,-0.089733,-0.11213,-0.36722,0.41427,0.11109,-0.15745,-0.088087,0.31252,-0.35497,-0.14502,-0.1256,
,,,,,,,,,,0.066511,0.066664,-0.099492,0.17863,-0.0025967,0.37352,0.23973,-0.21924,-0.23014,-0.074464,-0.50789,0.017659,0.020544,-0.063309,-0.19424,
,,,,,,,,,,0.29455,-0.18145,-0.077184,0.5404,-0.12438,0.23043,-0.14009,0.47733,0.10739,-0.37013,0.12035,1.0323,0.22077,0.018523,0.16864,
,,,,,,,,,,0.31028,0.42821,0.031764,0.052231,0.15581,-0.13781,-0.64965,0.13759,-0.44407,0.10008,-0.078849,0.32304,0.50395,-0.19765,-0.35625,
,,,,,,,,,,-0.039382,0.06142,-0.015498,-0.41011,0.54931,-0.070978,0.29313,-0.35912,-0.22101,0.14356,-0.18755,-0.11462,-0.088166,0.19791,-0.66613,
,,,,,,,,,,-0.51666,0.45903,0.27709,-0.40299,0.11191,-0.15986,-0.28567,-0.38542,0.39135,0.14144,-0.68808,0.1187,-0.52187,-0.073281,0.79065,
