"iter","time","maxviolation","meanviolation","cost",
0,0,1.3665,0.41149,8.8259,
1,2.6379,1.2259,0.3099,0.22486,
2,4.3122,1.1746,0.23489,2.5249,
3,5.5435,1,0.13333,11.0032,
4,5.6211,1,0.13333,11.0032,
5,5.7037,1,0.13333,11.0032,
6,5.7751,1,0.13333,11.0032,
7,5.7914,1,0.13333,11.0032,
8,5.7992,1,0.13333,11.0032,
9,5.8109,1,0.13333,11.0032,
10,5.8853,1,0.13333,11.0032,
11,5.9439,1,0.13333,11.0032,
12,5.9548,1,0.13333,11.0032,
13,6.0119,1,0.13333,11.0032,
14,6.0186,1,0.13333,11.0032,
15,6.0731,1,0.13333,11.0032,
16,6.0805,1,0.13333,11.0032,
17,6.6627,0.0070847,0.00073513,40.3934,
18,6.8797,0.0020734,0.00022614,40.3696,
19,7.1736,0.0019832,0.0001851,40.3662,
20,7.2439,0.001983,0.00018329,40.3667,
21,7.2968,0.001983,0.00018329,40.3667,
22,7.3483,0.001983,0.00018329,40.3667,
23,7.4031,0.001983,0.00018329,40.3667,
24,7.4137,0.001983,0.00018329,40.3667,
25,7.467,0.001983,0.00018329,40.3667,
26,7.5356,0.0019743,0.0001824,40.3663,
27,7.5895,0.0019743,0.0001824,40.3663,
28,7.6438,0.0019743,0.0001824,40.3663,
29,7.701,0.0019743,0.0001824,40.3663,
30,7.7522,0.0019743,0.0001824,40.3663,
