"iter","cost","gradnorm","time","stepsize","ls_max_steps_break","dist","qpexitflag","rho","violation_sum","maxviolation","meanviolation",
0,52.7495,108.0138,6.1168e-05,NaN,NaN,NaN,NaN,1,108.0483,1.3117,0.30881,
1,91.681,61404274373.1947,0.041788,1,0,1.0694,0,18948175803.1196,61404274373.1947,1.0821,0.23781,
2,103.9419,18134709395.586,0.079781,1,0,0.8044,1,18948175803.1196,18134709395.586,0.57494,0.15456,
3,96.2811,589213835123.4952,0.11997,1,0,0.75687,1,233233900594.5932,589213835123.4952,0.36099,0.078344,
4,96.1703,2594237556.1002,0.15512,1,0,0.48405,1,233233900594.5932,2594237556.1002,0.2442,0.043918,
5,100.4203,951890898.4087,0.1901,1,0,0.56964,1,233233900594.5932,951890898.4087,0.20173,0.031541,
6,101.5269,96800597.4743,0.23113,1,0,0.14737,1,233233900594.5932,96800597.4743,0.031665,0.006605,
7,101.0735,371122415.0543,0.26468,1,0,0.17254,1,233233900594.5932,371122415.0543,0.026238,0.0021797,
8,101.1123,22675330.3814,0.29926,1,0,0.02182,1,233233900594.5932,22675330.3814,0.015123,0.001793,
9,101.0467,19883520.5972,0.33294,1,0,0.030558,1,233233900594.5932,19883520.5972,0.010854,0.0014233,
10,100.9121,25293743.4285,0.36717,1,0,0.064684,1,233233900594.5932,25293743.4285,0.0017924,0.00016193,
11,100.9277,6047547.3821,0.40071,1,0,0.0015081,1,233233900594.5932,6047547.3821,0.00023442,1.1359e-05,
12,100.9277,162057.0327,0.44483,7.276e-12,0,2.0249e-15,1,233233900594.5932,162057.0327,0.00023442,1.1359e-05,
