"iter","time","maxviolation","meanviolation","cost","violation_sum",
0,0,1.4085,0.30762,25.2991,64.773,
1,0.11166,1.1806,0.38852,0.034348,2.9178,
2,0.17528,1.2259,0.34431,0.49146,7.7141,
3,0.20937,1.0606,0.21963,15.1828,34.9264,
4,0.28046,0.043796,0.0109,59.5721,104.9977,
5,0.32878,0.011307,0.0023614,58.7846,101.3011,
6,0.38987,0.0064894,0.00098004,58.8287,101.575,
7,0.45288,0.0033371,0.00061395,58.8356,101.721,
8,0.51336,0.0020726,0.00040636,58.842,101.8431,
9,0.57362,0.0012823,0.00026978,58.8458,101.9249,
10,0.61163,0.00082217,0.00017815,58.8483,101.9811,
11,0.64854,0.00053039,0.00011711,58.85,102.0184,
12,0.69044,0.00034473,7.6683e-05,58.851,102.0431,
13,0.72694,0.00022442,5.0168e-05,58.8518,102.0593,
14,0.76307,0.00014659,3.2693e-05,58.8522,102.0699,
15,0.79863,9.5346e-05,2.1401e-05,58.8525,102.0769,
16,0.83177,6.2204e-05,1.3948e-05,58.8527,102.0814,
17,0.8632,4.0574e-05,9.0847e-06,58.8529,102.0844,
18,0.89418,2.6478e-05,5.9186e-06,58.853,102.0863,
19,0.92342,1.7234e-05,3.8509e-06,58.853,102.0876,
20,0.94759,1.1334e-05,2.5173e-06,58.8531,102.0884,
21,0.97026,7.4103e-06,1.6378e-06,58.8531,102.0889,
22,0.99953,4.7778e-06,1.0673e-06,58.8531,102.0893,
23,1.0249,3.1432e-06,6.9991e-07,58.8531,102.0895,
24,1.0498,2.0482e-06,4.6001e-07,58.8531,102.0897,
25,1.0764,1.3443e-06,2.9178e-07,58.8531,102.0898,
26,1.0939,9.172e-07,1.9648e-07,58.8531,102.0898,
27,1.1109,5.8293e-07,1.2119e-07,58.8531,102.0899,
28,1.1284,3.8768e-07,8.5918e-08,58.8531,102.0899,
29,1.1458,2.4148e-07,5.0758e-08,58.8531,102.0899,
30,1.1614,1.6503e-07,3.5199e-08,58.8531,102.0899,
31,1.178,1.0727e-07,2.1762e-08,58.8531,102.0899,
32,1.1849,8.7499e-08,1.7868e-08,58.8531,102.0899,
33,1.2105,2.7735e-08,5.1081e-09,58.8531,102.0899,
34,1.2207,2.1348e-08,5.3864e-09,58.8531,102.0899,
35,1.2397,1.6188e-08,2.274e-09,58.8531,102.0899,
36,1.2482,5.2523e-09,6.6089e-10,58.8531,102.0899,
37,1.2569,7.5823e-09,9.494e-10,58.8531,102.0899,
38,1.266,2.6185e-09,3.0928e-10,58.8531,102.0899,
39,1.2752,7.914e-10,1.8085e-10,58.8531,102.0899,
