"iter","cost","gradnorm","time","stepsize","ls_max_steps_break","dist","qpexitflag","rho","violation_sum","maxviolation","meanviolation",
0,54.4557,156.0967,5.5504e-05,NaN,NaN,NaN,NaN,1,156.1288,1.4925,0.3024,
1,78.5882,124777467577.3028,0.067347,1,0,1.2979,0,53905752995.675,124777467577.3028,1.1965,0.23886,
2,159.2505,295599368966.3601,0.12715,1,0,0.91966,1,59211629285.0184,295599368966.3601,0.99716,0.17707,
3,196.6442,166042082448.0845,0.19718,1,0,1.5729,0,59211629285.0184,166042082448.0845,0.84166,0.10136,
4,205.4036,27954390476.5973,0.25725,1,0,0.89686,1,59211629285.0184,27954390476.5973,0.52875,0.058808,
5,202.7213,2113370045.0019,0.31295,0.5,0,0.60278,1,59211629285.0184,2113370045.0019,0.28375,0.04091,
6,198.6822,496399454.2922,0.36862,1,0,0.5739,1,59211629285.0184,496399454.2922,0.11641,0.018578,
7,199.1725,922957064.4632,0.4218,1,0,0.21704,1,59211629285.0184,922957064.4632,0.02589,0.0066183,
8,198.9262,90172305.769,0.48901,1,0,0.036962,1,59211629285.0184,90172305.769,0.028445,0.0059955,
9,198.4858,54252567.7974,0.54886,1,0,0.058015,1,59211629285.0184,54252567.7974,0.020296,0.0052522,
10,197.6712,10711144.2996,0.60791,1,0,0.1073,1,59211629285.0184,10711144.2996,0.017325,0.003735,
11,197.0918,78662111.9751,0.66305,1,0,0.069615,1,59211629285.0184,78662111.9751,0.015588,0.0028411,
12,197.1897,7940229.1596,0.71719,1,0,0.024741,1,59211629285.0184,7940229.1596,0.0097248,0.0025862,
13,197.252,18992673.225,0.76922,1,0,0.012504,1,59211629285.0184,18992673.225,0.0092533,0.0025071,
14,197.2746,3424560.6369,0.83966,1,0,0.012694,1,59211629285.0184,3424560.6369,0.0099364,0.0022251,
15,197.1848,4227364.5829,0.91931,1,0,0.040672,1,59211629285.0184,4227364.5829,0.0091666,0.0017441,
16,196.6918,8925706.8231,1.0251,1,0,0.049424,-2,59211629285.0184,8925706.8231,0.022459,0.0016612,
17,196.4702,4603708.5178,1.1009,1,0,0.085703,1,59211629285.0184,4603708.5178,0.0021841,0.00024923,
18,196.4856,661896.1319,1.1546,1,0,0.0025625,1,59211629285.0184,661896.1319,1.6848e-05,2.1798e-06,
19,196.4855,1688.2857,1.206,1,0,7.6303e-05,1,59211629285.0184,1688.2857,5.1076e-06,4.9858e-07,
20,196.4856,13.7946,1.2567,1,0,2.2331e-05,1,59211629285.0184,13.7946,6.019e-11,7.0091e-12,
21,196.4856,3.5259e-09,1.3099,1,0,1.7327e-10,1,59211629285.0184,3.5259e-09,1.1635e-11,1.0574e-12,
