"iter","cost","gradnorm","time","stepsize","ls_max_steps_break","dist","qpexitflag","rho","violation_sum","maxviolation","meanviolation",
0,38.6503,84.798,6.1168e-05,NaN,NaN,NaN,NaN,1,84.8283,1.5912,0.33969,
1,62.7765,1416106808815.7,0.022987,1,0,0.80478,0,833115385783.4221,1416106808815.7,1.0106,0.22245,
2,63.058,196327905.6469,0.041446,0.25,0,0.75304,-6,833115385783.4221,196327905.6469,1.1356,0.21909,
3,76.4053,17321868666.62,0.063794,1,0,0.43943,0,833115385783.4221,17321868666.62,0.50786,0.14148,
4,76.3526,2270948486.7126,0.084717,0.5,0,0.50158,1,833115385783.4221,2270948486.7126,0.46095,0.12696,
5,76.1709,8182781605.6984,0.10906,0.0625,0,0.23504,-3,833115385783.4221,8182781605.6984,0.45204,0.12511,
6,75.7835,709284611.239,0.13341,1,0,0.46976,1,833115385783.4221,709284611.239,0.39929,0.1058,
7,69.6012,2185276735.7272,0.15279,1,0,1.2236,1,833115385783.4221,2185276735.7272,0.54328,0.10088,
8,77.7836,41303509002.1191,0.17102,1,0,0.70701,1,833115385783.4221,41303509002.1191,0.15385,0.037694,
9,81.3941,672404819.102,0.18893,1,0,0.45845,1,833115385783.4221,672404819.102,0.13945,0.032108,
10,80.0564,72230819.4477,0.20844,1,0,0.19028,1,833115385783.4221,72230819.4477,0.11464,0.01869,
11,78.625,22734997.1004,0.22905,0.5,0,0.23621,1,833115385783.4221,22734997.1004,0.07879,0.011172,
12,77.6337,129146082.9558,0.24806,1,0,0.22751,1,833115385783.4221,129146082.9558,0.021298,0.0059264,
13,77.8084,5807611.3038,0.26578,1,0,0.027815,1,833115385783.4221,5807611.3038,0.0084501,0.001057,
14,77.8106,1925508.4735,0.28478,1,0,0.015897,1,833115385783.4221,1925508.4735,0.0042774,0.00052704,
15,77.8253,2624455.3006,0.30315,1,0,0.017689,1,833115385783.4221,2624455.3006,9.696e-05,1.4013e-05,
16,77.8249,9825.9057,0.32263,1,0,0.00012989,1,833115385783.4221,9825.9057,2.2771e-05,2.7938e-06,
17,77.8249,0.33039,0.34019,1,0,9.308e-05,1,833115385783.4221,0.33039,6.2178e-09,5.6971e-10,
18,77.8249,9.0828e-06,0.35767,1,0,8.6726e-09,1,833115385783.4221,9.0828e-06,1.2769e-14,1.828e-15,
